MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Cambodia,H019802,1998-06-19,1998,6,19,31.5,7.23,14.0,17.6,1.006,0.357,0.34,0.04,1.189,0.397,0.173,0.3,0.005,0.03,6.75,3.8
Cambodia,H019802,2000-01-19,2000,1,19,25.0,7.81,12.0,17.5,0.94,0.371,0.34,0.02,1.236,0.259,0.174,0.2,0.05,0.02,8.119,0.785
Cambodia,H019802,2000-02-18,2000,2,18,28.5,8.05,7.0,19.1,1.304,0.265,0.4,0.02,1.448,0.191,0.208,0.179,0.033,0.01,7.15,1.6
Cambodia,H019802,2000-03-18,2000,3,18,30.4,7.81,6.67,20.4,0.88,0.524,0.46,0.04,1.096,0.332,0.197,0.079,0.041,0.01,6.88,1.8
Cambodia,H019802,2000-04-27,2000,4,27,31.8,7.17,9.75,17.9,0.938,0.25,0.4,0.05,0.983,0.011,0.454,0.252,0.06,0.02,6.93,1.224
Cambodia,H019802,2000-09-08,2000,9,8,27.6,7.58,45.0,10.07,0.629,0.234,0.21,0.04,0.84,0.037,0.088,0.08,0.02,0.06,6.435,1.386
Cambodia,H019802,2000-10-28,2000,10,28,28.8,7.7,12.4,11.28,0.728,0.242,0.29,0.04,0.968,0.06,0.21,0.02,0.01,0.03,7.285,0.84
Cambodia,H019802,2000-11-18,2000,11,18,27.4,7.89,62.0,15.81,0.879,0.34,0.37,0.03,1.168,0.023,0.35,0.21,0.04,0.04,7.358,0.96
Cambodia,H019802,2000-12-21,2000,12,21,28.0,7.79,24.33,16.29,0.871,0.352,0.33,0.03,1.216,0.0073,0.35,0.16,0.1,0.02,7.544,4.11
Cambodia,H019802,2001-01-16,2001,1,16,27.0,7.87,12.75,18.28,1.013,0.398,0.42,0.03,1.364,0.008,0.387,0.15,0.008,0.02,7.443,0.81
Cambodia,H019802,2001-02-15,2001,2,15,27.6,8.21,8.25,19.39,0.918,0.646,0.54,0.03,1.488,0.009,0.448,0.02,0.01,0.009,7.389,0.893
Cambodia,H019802,2001-03-13,2001,3,13,31.0,7.82,22.67,18.9,0.998,0.446,0.42,0.04,1.384,0.008,0.441,0.03,0.03,0.01,6.958,1.421
Cambodia,H019802,2001-05-17,2001,5,17,31.0,7.61,22.5,17.86,0.931,0.43,0.36,0.04,1.274,0.0078,0.416,0.32,0.14,0.02,7.35,1.0
Cambodia,H019802,2001-09-14,2001,9,14,27.4,7.45,75.0,10.98,0.2637,0.533,0.152,0.02398,0.88,0.17,0.163,0.11665,0.0175,0.022,7.083,6.28
Cambodia,H019802,2001-10-18,2001,10,18,30.0,7.47,98.0,12.62,0.2913,0.677,0.2421,0.0283,0.944,0.01798,0.173,0.2129,0.0296,0.013,7.2,2.58
Cambodia,H019802,2002-03-23,2002,3,23,30.0,6.36,5.33,20.2,0.4083,0.61138,0.365,0.0352,0.878,0.0082,0.482,0.0478,0.0425,0.0169,7.0,1.216
Cambodia,H019802,2002-04-29,2002,4,29,31.6,7.21,8.0,20.0,0.4023,0.6004,0.3719,0.0373,0.8663,0.0066,0.519,0.00427,0.0032,0.0182,5.46,1.7112
Cambodia,H019802,2002-11-17,2002,11,17,29.4,7.65,48.66,13.99,0.2737,0.693,0.316,0.0318,0.983,0.0141,0.296,0.3176,0.0128,0.0177,10.35,2.18
Cambodia,H019802,2003-01-23,2003,1,23,25.8,7.44,32.66,17.68,1.0626,0.3443,0.3438,0.0219,1.376,0.0077,0.33,0.1838,0.0792,0.0147,8.924,0.7862
Cambodia,H019802,2003-02-22,2003,2,22,30.2,7.48,6.0,18.42,0.9353,0.5094,0.3656,0.0358,1.436,0.01246,0.319,0.01422,0.006,0.0046,8.301,0.6716
Cambodia,H019802,2003-03-28,2003,3,28,30.6,7.83,8.0,18.61,0.894,0.54,0.3882,0.00397,1.356,0.0078,0.402,0.0059,0.0342,0.0228,8.9078,1.04
Cambodia,H019802,2003-05-23,2003,5,23,31.0,7.1,10.0,17.25,0.796,0.414,0.415,0.0418,1.256,0.0127,0.382,0.032,0.0193,0.0149,6.769,1.4
Cambodia,H019802,2003-06-17,2003,6,17,31.6,7.02,71.33,15.8,0.796,0.318,0.407,0.034,0.996,0.0139,0.494,0.26,0.0118,0.0251,6.818,2.2
Cambodia,H019802,2003-10-18,2003,10,18,30.1,6.85,50.0,11.5,0.728,0.2168,0.1746,0.0313,0.904,0.0098,0.174,0.1303,0.0084,0.0654,7.729,2.4
Cambodia,H019802,2004-01-17,2004,1,17,27.6,7.06,2.0,16.4,0.991,0.373,0.3523,0.0297,1.3245,0.0079,0.3772,0.06,0.023,0.0346,6.913,2.48
Cambodia,H019802,2004-02-20,2004,2,20,27.5,6.92,1.33,18.8,0.9233,0.379,0.499,0.0327,1.4208,0.0179,0.5135,0.06,0.023,0.025,7.739,2.44
Cambodia,H019802,2004-06-19,2004,6,19,29.4,6.17,85.33,13.12,0.7442,0.2149,0.2787,0.0385,0.8864,0.19,0.1357,0.2247,0.0233,0.0626,7.836,2.0
Cambodia,H019802,2005-01-20,2005,1,20,29.6,7.49,3.8,16.9,1.1542,0.2014,0.3251,0.0284,1.2765,0.089,0.259,0.0146,0.003,0.0263,6.69,3.622
Cambodia,H019802,2005-03-29,2005,3,29,30.5,7.93,12.0,19.5,1.1605,0.4804,0.2639,0.0326,1.4,0.206,0.311,0.0024,0.0205,0.0164,6.83,8.768
Cambodia,H019802,2005-05-16,2005,5,16,26.3,7.07,11.0,18.5,1.1549,0.3177,0.389,0.0436,1.179,0.22,0.329,0.282,0.0461,0.0055,7.307,3.292
Cambodia,H019802,2005-11-25,2005,11,25,27.8,7.22,44.0,14.18,0.884,0.381,0.2788,0.0416,1.0983,0.101,0.282,0.238,0.0448,0.0402,8.039,1.052
Cambodia,H019802,2005-12-28,2005,12,28,24.8,6.96,58.0,15.4,0.868,0.367,0.265,0.0424,1.047,0.126,0.272,0.143,0.0092,0.0218,7.835,1.298
Cambodia,H019802,2006-01-22,2006,1,22,29.0,8.41,7.0,15.04,0.775,0.429,0.386,0.0347,1.1706,0.122,0.306,0.006,0.0332,0.0352,8.244,3.108
Cambodia,H019802,2006-03-21,2006,3,21,31.0,6.86,2.0,17.5,0.782,0.518,0.39,0.0341,1.278,0.183,0.334,0.055,0.0177,0.0098,7.883,0.961
Cambodia,H019802,2006-05-23,2006,5,23,30.8,7.3,7.0,17.72,0.929,0.3533,0.4612,0.046,1.251,0.24,0.2189,0.001,0.0097,0.0011,7.582,0.945
Cambodia,H019802,2006-06-20,2006,6,20,31.4,6.99,12.5,16.8,0.832,0.273,0.473,0.0422,1.0671,0.428,0.219,0.4981,0.0107,0.1074,7.083,2.228
Cambodia,H019802,2006-07-18,2006,7,18,28.9,7.07,90.0,8.3,0.5,0.2,0.2321,0.0407,0.6773,0.113,0.1126,0.1857,0.031,0.1731,8.003,1.9171
Cambodia,H019802,2006-11-21,2006,11,21,29.4,6.63,54.0,17.88,0.8,0.31,0.64,0.0379,1.124,0.336,0.202,0.2225,0.0038662,0.1294751,7.65,0.423529412
Cambodia,H019802,2007-01-24,2007,1,24,28.4,6.4,2.999999999999947,17.94,1.043,0.4420000000000001,0.37465,0.03125,1.4256590509666085,0.184931506849315,0.2581684931506849,0.01,0.001,0.0196288,7.98971,3.570352941176472
Cambodia,H019802,2007-02-22,2007,2,22,29.1,7.22,3.0000000000000164,18.78,1.0539999999999998,0.4460000000000002,0.3404,0.04505,1.3934819897084052,0.1756988020536224,0.2499011979463776,0.0183937,0.016822,0.0240424,7.6106,4.5536697247706455
Cambodia,H019802,2007-03-21,2007,3,21,31.0,6.77,12.000000000000066,19.07,1.003,0.4089999999999998,0.3563,0.0351,1.411267605633803,0.170091743119266,0.229508256880734,0.001264,0.0299759999999999,0.0221745,7.291739116012933,2.554323725055433
Cambodia,H019802,2007-05-24,2007,5,24,31.5,6.82,20.999999999999908,12.65,0.7879699248120301,0.1363408521303257,0.3674,0.0511,0.9679338842975208,0.1770011273957158,0.2192807999999999,0.3056013,0.015055,0.0607276,7.922,1.4
Cambodia,H019802,2007-07-25,2007,7,25,31.5,6.94,84.5,13.4,0.8043405676126879,0.2534223706176958,0.2753,0.0501,1.0192377495462794,0.1456985294117647,0.3229089,0.2068034,0.0520089,0.1032987,6.545,1.7176339285714275
Cambodia,H019802,2007-10-20,2007,10,20,27.5,7.56,100.0,12.02,0.6834170854271358,0.2371859296482412,0.2334,0.03,0.9083743842364532,0.1170839469808542,0.1814716,0.1764324,0.0241473,0.145612,7.107998204912141,0.7
Cambodia,H019802,2007-11-19,2007,11,19,26.2,7.61,65.00000000000006,16.63,0.7945808636748519,0.2966977138018627,0.3555999999999999,0.0348,1.0612244897959182,0.2659517426273458,0.1847136,0.249608,0.0756073999999999,0.1156353,8.247764752551971,0.9994609164420496
Cambodia,H019802,2007-12-25,2007,12,25,26.2,8.05,18.0,18.08,0.9328836424957844,0.3723440134907252,0.3333,0.0402,1.2020066889632106,0.1862780593772628,0.2987069999999999,0.1835316,0.0183245,0.0260127999999999,7.884,1.2711590296495945
Cambodia,H019802,2008-01-16,2008,1,16,28.4,8.15,18.0,18.78,0.8797297297297297,0.512837837837838,0.2869,0.0379,1.3290756302521012,0.1731186685962373,0.2976944,0.0252926399999999,0.0251147999999999,0.1190169999999999,6.709288779710626,0.5154185022026445
Cambodia,H019802,2008-02-19,2008,2,19,26.5,8.15,10.0,20.79,1.089974293059126,0.54293059125964,0.3093,0.0216,1.429497568881686,0.1860718171926006,0.3024748999999999,0.0143,0.0529831999999999,0.019696,7.314022635149119,0.0695748205411377
Cambodia,H019802,2008-03-12,2008,3,12,28.7,8.2,5.0,20.31,1.1195876288659794,0.4845360824742271,0.3934,0.032,1.398330550918197,0.1788941091434766,0.3706134,0.01367,0.0060945999999999,0.0301872,8.04,0.4698205546492645
Cambodia,H019802,2008-05-27,2008,5,27,30.6,7.34,76.66666666666664,14.14,0.6532780082987554,0.2768464730290455,0.326,0.05265,0.8370247933884299,0.1492402315484804,0.2964171,0.2220018,0.03028094,0.1467765999999999,7.1528138518540905,2.833333333333334
Cambodia,H019802,2008-07-14,2008,7,14,29.8,7.21,107.0,13.92,0.767278797996661,0.3105175292153591,0.3,0.04485,1.0268456375838928,0.1515042979942693,0.209986,0.284644,0.018955,0.2355991999999999,7.088,1.1113801452784495
Cambodia,H019802,2008-12-23,2008,12,23,28.4,7.54,45.0,19.21,0.941215653621982,0.3497085761865113,0.5132,0.0366,1.2368336025848146,0.4040550325850832,0.2386175999999999,0.1188177,0.0093823999999999,0.1026014,7.270837872773999,3.0803571428571432
Cambodia,H019802,2009-02-23,2009,2,23,30.5,7.84,3.999999999999976,20.7,1.1124895222129083,0.4345347862531432,0.511,0.03865,1.3651006711409397,0.3163999999999999,0.3185234,0.0061361,0.0302420999999999,0.0224193,7.69,0.9082568807339438
Cambodia,H019802,2009-10-23,2009,10,23,29.0,6.83,97.0,10.7,0.5709515859766277,0.2203672787979966,0.2244,0.0462,0.7247920133111481,0.18886,0.1779206,0.199241,0.0093856,0.1949478,9.292544537904318,1.8430717863105173
Cambodia,H019802,2009-12-24,2009,12,24,27.0,7.26,10.5,17.5,0.866390041493776,0.5238174273858927,0.3217,0.03825,1.3953488372093026,0.1682699999999999,0.2690704,0.035,0.1347001,0.0354384,8.747629505264413,0.3436271757439657
Cambodia,H019802,2010-02-22,2010,2,22,27.0,7.82,6.999999999999992,20.88,0.8692756036636138,0.6894254787676939,0.5296000000000001,0.0404,1.6099115044247787,0.23288,0.4475922,0.0102312,0.0388924,0.0241124,7.32019314854316,2.7995508141493555
Cambodia,H019802,2010-04-23,2010,4,23,31.2,7.14,9.00000000000005,20.98,0.983084577114428,0.3920398009950251,0.5188,0.0513,1.3624060150375938,0.20448,0.3578564999999999,0.0087723,0.0001,0.0436547,7.019700083886976,3.3424190800681446
Cambodia,H019802,2010-06-23,2010,6,23,31.8,7.62,24.5,21.3,1.1186776859504135,0.5434710743801647,0.5897454044136952,0.0513686777263516,1.622,0.3991140821400468,0.242,0.3442927999999999,0.0,0.0809396,7.592317436689067,2.834645669291337
Cambodia,H019802,2010-12-17,2010,12,17,27.0,7.18,38.0,19.1,0.999183673469388,0.348734693877551,0.4044288000000001,0.04705,1.2060913705583756,0.366116295764537,0.3674944,0.10287244,0.0,0.0967575,6.4612110310027004,1.460526315789474
Cambodia,H019802,2011-02-25,2011,2,25,27.0,7.03,11.0,23.1,1.2684863523573202,0.4486352357320096,0.5296000000000001,0.0404,1.667796610169492,0.3322859387274156,0.4475922,0.0175745,0.025,0.0241124,7.298842286933369,0.5565031982942432
Cambodia,H019802,2011-04-27,2011,4,27,31.0,7.47,8.0,19.26,1.0356029532403612,0.500082034454471,0.3322568,0.0956265,1.4192000000000005,0.1750720461095101,0.3186322,0.15339,0.0685655999999999,0.0183808,8.252222885548186,2.012614678899084
Cambodia,H019802,2011-10-27,2011,10,27,29.0,6.59,32.000000000000014,12.45,0.5337630942788074,0.3674456083803386,0.3206245,0.0467085,0.903206106870229,0.2020165646380987,0.2158304,0.1672037999999999,0.025,0.1532424,6.780162078314145,1.0059108006448136
Cambodia,H019802,2011-12-28,2011,12,28,25.6,6.84,26.00000000000019,15.69,0.8750000000000001,0.3711538461538463,0.295844,0.0544951999999999,1.346332842415317,0.1532258064516129,0.2260591999999999,0.0936884,0.0411044,0.0326674999999999,7.152025656876998,0.9657534246575354
Cambodia,H019802,2012-01-25,2012,1,25,28.1,7.45,13.999999999999984,18.78,1.0974776240846214,0.3749389747762408,0.2672,0.0404,1.4261870503597125,0.17096018735363,0.26,0.0291376,0.025,0.050322,6.690289236105849,0.6716417910447755
Cambodia,H019802,2012-02-23,2012,2,23,29.2,7.4,10.9999999999999,21.05,1.0553054662379422,0.3800643086816719,0.481,0.0392,1.4003149606299212,0.2049980476376416,0.3650489999999999,0.0232606,0.0175157299999999,0.0363384,7.969936123509779,0.5565031982942432
Cambodia,H019802,2012-03-21,2012,3,21,31.0,7.1,6.999999999999992,19.5,0.9379079497907952,0.381589958158996,0.435,0.0396,1.344,0.1724999999999999,0.3322035,0.0433361999999999,0.0634531999999999,0.0112312,7.038415833666533,0.5565031982942432
Cambodia,H019802,2012-04-23,2012,4,23,29.0,7.03,7.0,19.76,0.9021686746987952,0.6014457831325304,0.3440283999999999,0.094186,1.4511182108626202,0.3025387870239774,0.2588928,0.02324084,0.0685655999999999,0.03262456,6.431398668698372,3.014251781472684
Cambodia,H019802,2012-05-25,2012,5,25,31.9,7.05,13.0,17.09,0.8394276629570747,0.3434022257551665,0.3863,0.0404,1.0817170111287762,0.2424892703862661,0.3200385,0.1188612799999999,0.08216224,0.1064377599999999,7.8,2.5
Cambodia,H019802,2012-06-19,2012,6,19,30.0,6.78,32.0,15.16,0.7656198347107438,0.2439669421487603,0.3451839999999999,0.0769904,0.951,0.2799295774647888,0.207425,0.170196,0.02677,0.1779208,6.827831799428752,2.7628865979381443
Cambodia,H019802,2012-07-24,2012,7,24,30.0,6.79,97.99999999999996,14.86,0.7108218063466232,0.2343368592351504,0.3322568,0.098536,0.9238095238095242,0.1287774725274725,0.301572,0.27055216,0.06379,0.12515044,6.188869738397442,2.178409090909091
Cambodia,H019802,2012-12-24,2012,12,24,27.0,7.29,6.999999999999992,16.82,0.9837922895357988,0.3531077891424076,0.298887,0.074734,1.327323943661972,0.1330231285069111,0.1575825,0.1656348,0.0019928,0.0326674999999999,8.76912467520487,0.9657534246575354
Cambodia,H019802,2013-01-25,2013,1,25,30.275,6.81,23.00000000000004,20.4,1.1432365145228218,0.4560995850622409,0.2743,0.0236,1.581528239202658,0.1441157960981749,0.3282344,0.0326481,0.0661984,0.0234124999999999,9.125179917940102,1.7790116601887835
Cambodia,H019802,2013-03-23,2013,3,23,31.3,7.03,8.99999999999998,21.4,1.1508196721311474,0.5370491803278692,0.4119,0.0234,1.6942105263157894,0.1675862068965517,0.376191,0.1410725,0.0655128,0.0041983999999999,7.782840844699326,0.5502183406113542
Cambodia,H019802,2013-04-24,2013,4,24,31.5,6.9,7.500000000000007,19.3,1.0681855166802277,0.4257119609438569,0.4125,0.0335,1.4887188019966724,0.1541379310344827,0.31809,0.0300748,0.0182933999999999,0.0231633999999999,8.958436261568137,0.6474114441416894
Cambodia,H019802,2013-05-23,2013,5,23,31.0,6.79,36.50000000000001,17.54,1.0066396761133602,0.4586234817813768,0.30565,0.0473,1.323986710963455,0.151739757051678,0.3642182,0.2000314,0.0396355,0.084,6.654909152356112,0.5763073639274292
Cambodia,H019802,2013-06-19,2013,6,19,30.0,6.66,68.0,17.47,1.111578947368421,0.2953846153846153,0.3499,0.0441,1.3841951219512196,0.1897419760855884,0.31207,0.3327978,0.0550694999999999,0.123856,7.313362801441073,1.44078947368421
Cambodia,H019802,2013-10-26,2013,10,26,29.1,6.88,99.99999999999996,13.32,0.7314470493128536,0.306548100242522,0.2365,0.0326,1.0174919614147908,0.1936671575846834,0.1928136,0.2371768,0.0368594999999999,0.0860375,7.647841989834394,1.8520900321543408
Cambodia,H019802,2013-11-29,2013,11,29,28.0,7.5,54.00000000000002,16.2,0.7813053988718777,0.4293311845286058,0.3718,0.0346,1.203106796116505,0.3337050459994424,0.2152925999999999,0.3245074,0.030521,0.1689039999999999,7.565392560633743,1.4125132555673388
Cambodia,H019802,2013-12-21,2013,12,21,25.5,7.5,46.99999999999996,16.83,0.9978844589096824,0.4569568755085438,0.2433,0.0353,1.27633943427621,0.1774951617362455,0.2517416,0.1540152,0.0352401,0.1793304999999999,8.974956277952426,0.5189535504538166
Cambodia,H019802,2014-01-22,2014,1,22,24.8,7.35,25.00000000000002,18.6,1.046746987951807,0.3932530120481929,0.1931,0.0255,1.4240000000000002,0.1262939958592132,0.2780332,0.0643820666666666,0.1023928999999999,0.0665573999999999,8.07719173214159,0.9693769799366416
Cambodia,H019802,2014-02-24,2014,2,24,28.1,7.99,13.000000000000025,17.86,1.1729032258064511,0.5187096774193545,0.19705,0.0273,1.37804878048781,0.2539410555174777,0.2002661999999999,0.0867842,0.0527074,0.0375416,6.294893701995482,0.9345372460496596
Cambodia,H019802,2014-03-24,2014,3,24,29.5,8.16,9.499999999999991,20.8,1.2981376518218624,0.5655060728744941,0.2655,0.0342,1.56857748776508,0.2537826685006878,0.3667482999999999,0.023382,0.1317466,0.04016,7.648671465244129,0.9881593110871904
Cambodia,H019802,2014-04-22,2014,4,22,31.5,7.47,5.500000000000019,18.87,0.9606579849211788,0.4737491432488008,0.3666,0.0482,1.46624390243902,0.1908344733242134,0.2978243,0.0816792,0.04642,0.0315737999999999,7.86950634284787,0.2710280373831767
Cambodia,H019802,2015-01-21,2015,1,21,28.91,7.492608695652176,6.999999999999992,17.805217391304346,0.9611842173913044,0.3963655217391304,0.3188695652173913,0.0294782608695652,1.3124391304347829,0.1077020869565217,0.2986358695652173,0.0454,0.0270352,0.055538,6.801368481481481,2.5307603793103457
Cambodia,H019802,2015-02-24,2015,2,24,28.9,7.613157894736843,11.499999999999982,22.63263157894737,1.2296493684210523,0.4627585789473685,0.4523052631578947,0.037378947368421,1.5844374736842104,0.2324048421052631,0.3853021052631579,0.0807405,0.0338654,0.0039963,7.073737411764705,2.726412631578948
Cambodia,H019802,2015-03-23,2015,3,23,29.3,7.365,16.000000000000043,7.025,0.2641,0.1613,0.2,0.06105,0.4802,0.0875,0.0854999999999999,0.0273822,0.0423544,0.0153742,6.654518882352941,5.724015631578948
Cambodia,H019802,2015-04-22,2015,4,22,28.5,7.348181818181819,8.500000000000036,6.823636363636363,0.200675,0.1896935454545454,0.2194272727272727,0.0489454545454545,0.4650276363636363,0.049302,0.1630983636363636,0.0835973,0.0143687999999999,0.1197558,8.388108031670852,0.6489925768822904
Cambodia,H019802,2016-01-21,2016,1,21,29.5,8.27,14.999999999999876,19.66,1.1260208166533223,0.4938350680544439,0.2987258342541,0.0276004648796823,1.4086058519793456,0.0038328729281767,0.3724012,0.1366066,0.0559357999999999,0.0438991999999999,7.98518286606678,1.5882352941176467
Cambodia,H019802,2016-02-25,2016,2,25,28.4,8.06,10.916666666666648,22.6,1.1047104756304296,0.5119738410739091,0.4281249999999999,0.0334583333333333,1.582795698924731,0.2483472100186228,0.3485877166666666,0.0285956166666666,0.050952505,0.0286433499999999,7.416613236161746,0.6510638297872322
Cambodia,H019802,2016-03-26,2016,3,26,31.0,8.1,31.000000000000057,21.9,1.5707317073170737,0.115121951219512,0.396476921762194,0.04,1.607299270072993,0.132,0.3583809333333333,0.0249187,0.0694192,0.0083916999999999,7.691617824171699,0.326574172892209
Cambodia,H019802,2016-11-22,2016,11,22,30.0,7.31,93.00000000000004,13.81,0.5303005686433795,0.4503655564581639,0.371,0.0249503700649614,0.992,0.018,0.311144,0.1070551999999999,0.0158799999999999,0.1182148,7.56084125250781,0.1181619256017515
Cambodia,H019802,2016-12-21,2016,12,21,28.5,8.7,31.374999999999982,19.6,1.01,0.4968546488481367,0.4165402213064712,0.0402813299232736,1.41,0.11,0.32,0.1337122633333333,0.07097745,0.1359971916666666,9.156680493829231,1.2493929288379926
Cambodia,H019802,2017-02-20,2017,2,20,29.3,7.801654135338346,15.744047619047612,22.12304511278196,1.1949669744373137,0.6027156451132462,0.4746700187969925,0.0368383771929824,1.6590655665390537,0.2843169202376809,0.4028598658521303,0.047,0.0693778995,0.03051819519,8.879,0.504418398613152
Cambodia,H019802,2017-03-22,2017,3,22,30.86,7.8555,22.75000000000004,20.0125,1.3075355517646248,0.4588097526953342,0.3883876921762194,0.05035,1.516533991573281,0.2082282217900678,0.3399978733333333,0.047,0.0656887777,0.02690613422,8.8,0.4600573192403916
Cambodia,H019802,2017-04-21,2017,4,21,28.97142857142857,7.845584415584415,8.035714285714317,19.27525974025974,0.9295302225922486,0.44,0.4272548678844964,0.0762042172538949,1.4504084357334608,0.2360097676185732,0.3072971331168831,0.051,0.0346430175,0.027876415756,9.75,0.2801633411248996
Cambodia,H019802,2017-06-21,2017,6,21,31.00714285714286,7.505714285714285,117.6071428571428,20.9,1.0377651018598946,0.454078692229358,0.4851543609079888,0.0646104573970315,1.4334302529102465,0.2927882405730796,0.3212979428571429,0.065,0.0513064369999999,0.0716881093599999,8.357,1.075734579621776
