MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Thailand,H010501,1986-02-13,1986,2,13,22.5,7.71,107.0,24.5,1.59,0.59,0.48,0.04,1.99,0.27,0.42,0.407,0.025,0.2,7.98,0.6
Thailand,H010501,1989-01-16,1989,1,16,20.0,8.37,76.0,25.5,1.315,0.618,0.47,0.04,1.837,0.187,0.463,0.223,0.0,0.042,7.57,0.7
Thailand,H010501,1989-03-16,1989,3,16,24.0,8.54,34.0,29.1,1.453,0.597,0.615,0.049,1.865,0.312,0.517,0.31,0.0,0.046,8.74,1.2
Thailand,H010501,1989-05-16,1989,5,16,25.5,8.43,39.0,24.6,1.203,0.622,0.567,0.053,1.456,0.348,0.536,0.32,0.0,0.084,7.98,2.5
Thailand,H010501,1990-02-15,1990,2,15,21.5,8.01,82.0,29.5,1.449,0.645,0.523,0.042,2.029,0.306,0.404,0.278,0.0,0.061,7.83,0.7
Thailand,H010501,1990-03-13,1990,3,13,22.0,7.84,115.0,28.4,1.353,0.504,0.63,0.044,1.952,0.324,0.445,0.289,0.0,0.016,8.67,1.5
Thailand,H010501,1993-01-13,1993,1,13,19.0,7.9,60.0,24.5,1.501,0.515,0.431,0.039,1.995,0.26,0.377,0.27,0.032,0.036,9.87,0.7
Thailand,H010501,1995-02-15,1995,2,15,19.5,8.22,64.0,24.6,1.215,0.79,0.491,0.05,1.91,0.283,0.299,0.236,0.124,0.088,8.28,1.3
Thailand,H010501,1995-12-14,1995,12,14,17.5,7.85,32.0,23.2,1.328,0.576,0.3,0.066,1.756,0.17,0.263,0.489,0.052,0.155,9.32,1.9
Thailand,H010501,1996-01-15,1996,1,15,17.5,8.12,90.0,25.2,1.512,0.531,0.431,0.04,1.971,0.28,0.263,0.227,0.045,0.071,8.89,0.9
