MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H039801,2003-01-15,2003,1,15,28.0,6.84,15.5,12.6,0.665,0.3269999999999999,0.239,0.033,0.977,0.156,0.173,0.238,0.0,0.031,6.09,3.97
Viet Nam,H039801,2003-02-15,2003,2,15,30.0,6.86,64.0,13.6,0.681,0.395,0.269,0.039,1.011,0.18,0.162,0.467,0.022,0.135,6.87,2.53
Viet Nam,H039801,2003-03-15,2003,3,15,28.5,7.02,54.5,16.52,0.885,0.4419999999999999,0.343,0.042,1.349,0.156,0.058,0.135,0.01,0.089,6.5,2.4
Viet Nam,H039801,2003-04-15,2003,4,15,29.0,7.4,7.2,17.7,0.63,0.66,0.249,0.036,1.09,0.481,0.155,0.3,0.046,0.157,6.52,0.83
Viet Nam,H039801,2003-05-15,2003,5,15,29.6,7.1,2.8,19.18,1.028,0.435,0.627,0.065,1.526,0.388,0.085,0.25,0.012,0.081,6.35,2.4
Viet Nam,H039801,2003-06-15,2003,6,15,29.6,6.8,49.0,11.6,0.544,0.3329999999999999,0.178,0.048,0.804,0.236,0.1,0.19,0.015,0.126,7.12,1.36
Viet Nam,H039801,2003-07-15,2003,7,15,29.0,6.84,42.5,15.1,0.776,0.407,0.343,0.042,1.014,0.385,0.302,0.24,0.002,0.032,7.02,2.15
Viet Nam,H039801,2003-08-15,2003,8,15,28.5,6.68,86.5,10.7,0.594,0.2219999999999999,0.161,0.027,0.836,0.182,0.071,0.172,0.04,0.089,7.94,2.71
Viet Nam,H039801,2003-10-15,2003,10,15,29.5,6.94,62.0,10.9,0.6,0.282,0.185,0.045,0.868,0.105,0.056,0.082,0.0,0.092,7.14,1.98
Viet Nam,H039801,2003-11-15,2003,11,15,27.5,6.9,15.0,12.4,0.695,0.27,0.25,0.055,0.942,0.176,0.09,0.23,0.077,0.076,6.34,2.08
Viet Nam,H039801,2003-12-15,2003,12,15,29.0,6.84,15.5,12.6,0.665,0.3269999999999999,0.239,0.033,0.977,0.156,0.173,0.238,0.0,0.031,5.26,2.12
Viet Nam,H039801,2004-01-15,2004,1,15,28.0,6.95,48.0,16.95,0.752,0.508,0.285,0.038,1.15,0.135,0.326,0.16,0.02,0.12,6.69,3.42
Viet Nam,H039801,2004-02-15,2004,2,15,31.0,6.89,31.0,16.9,0.867,0.439,0.355,0.035,1.32,0.138,0.158,0.313,0.0,0.182,6.63,2.27
Viet Nam,H039801,2004-03-15,2004,3,15,28.5,7.06,31.5,20.6,1.014,0.4969999999999999,0.442,0.033,1.325,0.268,0.235,0.106,0.0,0.123,4.085,1.58
Viet Nam,H039801,2004-04-15,2004,4,15,29.0,7.39,18.4,21.0,1.071,0.554,0.492,0.043,1.393,0.423,0.315,0.188,0.0,0.104,5.57,2.98
Viet Nam,H039801,2004-05-15,2004,5,15,29.6,7.07,22.5,21.2,1.087,0.51,0.471,0.037,1.43,0.273,0.369,0.213,0.012,0.057,2.99,4.23
Viet Nam,H039801,2004-06-15,2004,6,15,29.6,7.3,92.0,17.9,0.919,0.403,0.346,0.041,1.32,0.183,0.211,0.167,0.005,0.087,7.32,3.62
Viet Nam,H039801,2005-01-15,2005,1,15,27.8,7.01,37.0,9.5,0.388,0.3239999999999999,0.231,0.037,0.678,0.201,0.116,0.469,0.111,0.052,6.48,4.3
Viet Nam,H039801,2005-02-15,2005,2,15,27.4,6.77,16.5,10.8,0.332,0.345,0.381,0.037,0.772,0.326,0.021,0.063,0.017,0.089,6.52,5.65
Viet Nam,H039801,2005-05-15,2005,5,15,27.9,6.85,31.0,24.8,0.873,0.5640000000000001,0.691,0.062,1.37,0.619,0.31,0.108,0.047,0.242,6.5,4.47
Viet Nam,H039801,2005-06-15,2005,6,15,27.4,7.56,8.5,18.8,0.666,0.5279999999999999,0.545,0.057,1.074,0.382,0.391,0.25,0.026,0.086,7.03,2.27
Viet Nam,H039801,2005-10-15,2005,10,15,25.1,7.16,55.5,10.9,0.627,0.236,0.167,0.034,0.873,0.035,0.078,0.056,0.013,0.152,6.12,1.72
Viet Nam,H039801,2005-11-15,2005,11,15,26.3,6.82,61.5,10.8,0.598,0.26,0.147,0.043,0.848,0.097,0.061,0.201,0.02,0.119,5.63,2.49
Viet Nam,H039801,2006-01-15,2006,1,15,25.4,6.91,77.5,10.2,0.527,0.276,0.205,0.043,0.717,0.1485,0.114,0.437,0.044,0.098,7.42,3.51
Viet Nam,H039801,2006-02-15,2006,2,15,25.8,7.24,102.0,10.1,0.507,0.3089999999999999,0.247,0.045,0.741,0.213,0.053,0.401,0.02,0.19,7.25,6.59
Viet Nam,H039801,2006-03-15,2006,3,15,27.3,6.92,54.0,14.0,0.68,0.392,0.376,0.046,1.172,0.222,0.098,0.016,0.142,0.087,7.13,6.9
Viet Nam,H039801,2006-04-15,2006,4,15,28.1,7.06,26.5,13.0,0.437,0.447,0.368,0.068,0.944,0.213,0.073,0.276,0.083,0.136,7.43,6.68
Viet Nam,H039801,2006-09-15,2006,9,15,24.2,7.2,116.0,10.7,0.663,0.249,0.144,0.034,0.799,0.195,0.097,0.127,0.109,0.132,5.82,2.65
Viet Nam,H039801,2006-12-15,2006,12,15,26.1,7.07,43.5,9.6,0.468,0.235,0.221,0.042,0.725,0.134,0.076,0.192,0.054,0.07,6.08,3.26
Viet Nam,H039801,2007-04-15,2007,4,15,31.9,7.12,56.0,14.2,0.546,0.4869999999999999,0.381,0.048,0.927,0.245,0.155,0.476,0.01,0.064,6.59,6.4
Viet Nam,H039801,2007-06-15,2007,6,15,25.6,7.3,79.0,21.7,0.98,0.47,0.556,0.045,1.244,0.685,0.248,0.059,0.047,0.044,5.08,5.54
Viet Nam,H039801,2007-10-15,2007,10,15,27.7,6.52,30.5,10.6,0.561,0.2129999999999999,0.177,0.031,0.532,0.263,0.245,0.184,0.006,0.068,6.1,5.44
Viet Nam,H039801,2007-11-15,2007,11,15,28.6,6.65,54.0,9.9,0.522,0.2029999999999999,0.196,0.036,0.693,0.22,0.098,0.184,0.042,0.196,6.94,4.55
Viet Nam,H039801,2007-12-15,2007,12,15,30.0,6.5,109.0,11.8,0.458,0.447,0.236,0.033,0.778,0.233,0.083,0.163,0.124,0.139,6.58,4.56
