MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H011901,1986-01-16,1986,1,16,19.8,7.2,18.0,23.6,1.52,0.55,0.355,0.032,1.971,0.185,0.259,0.005,0.017,0.031,8.17,0.4
Lao PDR,H011901,1986-02-18,1986,2,18,22.8,8.1,70.0,25.3,1.393,0.496,0.43,0.036,1.686,0.187,0.564,0.012,0.012,0.039,7.1,1.5
Lao PDR,H011901,1986-03-17,1986,3,17,23.4,7.9,25.0,27.0,1.473,0.523,0.492,0.039,2.117,0.006,0.406,0.033,0.019,0.022,8.08,0.6
Lao PDR,H011901,1987-02-17,1987,2,17,22.8,8.04,72.0,24.3,1.494,0.593,0.396,0.041,1.932,0.235,0.388,0.001,0.018,0.008,7.13,0.6
Lao PDR,H011901,1989-05-17,1989,5,17,28.6,8.01,70.0,24.8,1.502,0.516,0.55,0.053,1.736,0.384,0.623,0.267,0.035,0.019,8.47,2.0
Lao PDR,H011901,1990-02-20,1990,2,20,25.4,8.28,63.0,28.2,1.324,0.479,0.395,0.047,1.416,0.243,0.526,0.116,0.035,0.035,8.64,0.4
Lao PDR,H011901,1993-01-13,1993,1,13,22.0,7.8,56.0,25.9,1.54,0.548,0.437,0.045,1.98,0.236,0.344,0.187,0.052,0.015,8.23,0.1
Lao PDR,H011901,1993-02-18,1993,2,18,22.2,7.93,52.0,26.2,1.593,0.709,0.429,0.047,2.031,0.36,0.539,0.159,0.015,0.043,8.11,0.2
Lao PDR,H011901,1993-03-23,1993,3,23,25.9,8.13,42.0,27.1,1.572,0.688,0.462,0.034,1.994,0.38,0.42,0.225,0.022,0.043,7.95,1.0
Lao PDR,H011901,1994-12-13,1994,12,13,22.6,8.11,86.0,18.2,1.336,0.207,0.182,0.058,1.412,0.186,0.229,0.106,0.032,0.124,7.9,2.1
