MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Thailand,H380128,2004-06-15,2004,6,15,28.8,6.72,65.0,10.5,0.312974,0.152448,0.6442,0.0917,0.52,0.6937,0.0688,0.24,0.0,0.071,5.5,2.980497
Thailand,H380128,2004-08-16,2004,8,16,30.0,6.67,35.0,9.2,0.2090818363273453,0.2451665981077745,0.3774432081269556,0.0441402423682815,0.404,0.4513399153737658,0.0297,0.04,0.0435,0.062,3.9,5.59
Thailand,H380128,2005-07-18,2005,7,18,31.6,6.4,44.0,16.08,0.475,0.172,0.7554772097708387,0.073663414858263,0.649897872,0.698232,0.0463274332644637,0.4,0.0469,0.0854938486133314,6.7,6.968
Thailand,H380128,2005-08-15,2005,8,15,29.0,6.39,51.0,10.51,0.229,0.135,0.5353498176464684,0.0622853653997874,0.429,0.5359661495063469,0.030335767797899,0.2053,0.0349,0.0371493555724033,5.45,2.148
Thailand,H380128,2005-09-14,2005,9,14,29.0,6.77,38.0,7.37,0.1672473867595818,0.1513190642110503,0.3976884359659479,0.0287935502447451,0.3096632503660322,0.38352,0.0111980210857137,0.0804163052905463,0.0164406083025071,0.0273420636062742,5.55,3.779195915762604
Thailand,H380128,2005-10-17,2005,10,17,30.0,7.15,22.0,10.18,0.2434137291280148,0.2097711811997526,0.4603450775699579,0.0445117444286732,0.4371713039999999,0.4512,0.0219711926277232,0.077,0.062,0.05287692200654,5.4,3.125743292240754
Thailand,H380128,2005-11-14,2005,11,14,30.5,7.13,11.0,14.51,0.277,0.253,0.8040386465788815,0.0377218990712868,0.46132968,0.8279519999999999,0.0330205419053269,0.0919332424884306,0.0569037656903765,0.0342143003482892,5.35,5.969300739056282
Thailand,H380128,2006-02-14,2006,2,14,27.0,7.47,4.333333333333411,14.09,0.2865966646077826,0.2786905497220507,0.680898049319102,0.0659290322228826,0.556439728853522,0.7371479999999999,0.1076005256005068,0.09,0.0299825102023819,0.0142493288359606,7.1,8.067226890756302
Thailand,H380128,2006-03-13,2006,3,13,29.5,7.66,1.5000000000001124,13.67,0.3019992549360486,0.1947100459456103,0.6959547629404089,0.0369266130665573,0.493969396939694,0.7275599999999999,0.078350153960792,0.1,0.0263543191800878,0.0181958149625586,7.35,1.7475728155339805
Thailand,H380128,2006-05-15,2006,5,15,31.0,7.58,13.0,12.09,0.1054558769681435,0.2812156719150495,0.6154849934754242,0.0409366509708312,0.3960927025474048,0.60913228089276,0.065742213180552,0.11,0.0669214361891219,0.0295423023578363,7.3,3.733333333333333
Thailand,H380128,2006-07-17,2006,7,17,31.0,7.31,58.000000000000064,13.93,0.3039426523297491,0.2175388291517324,0.7416825598643781,0.0758611792026835,0.529761343269503,0.6742807094372673,0.040378803651758,0.375,0.0460224719101123,0.0771547887998904,6.65,4.16
Thailand,H380128,2006-08-15,2006,8,15,26.0,7.4,74.6666666666667,8.95,0.1965372016846046,0.160973327094057,0.4003970511147545,0.0279223709944335,0.525487256371814,0.2595868881903907,0.014474019691347,0.155,0.0267527675276752,0.0732497534864065,5.9,7.657945118059986
Thailand,H380128,2006-09-18,2006,9,18,31.0,7.25,16.833333333333286,10.42,0.174443141852286,0.2007033997655334,0.5037253223701751,0.0285843237550774,0.3891079812206573,0.4758950969213227,0.0200103768096884,0.155,0.0518024279492169,0.083965640658554,5.2,4.271186440677967
Thailand,H380128,2006-10-16,2006,10,16,30.0,7.2,28.666666666666632,7.36,0.1194817432273262,0.2340636042402826,0.3437679776620972,0.029951246803069,0.4441143705904196,0.2944024877832075,0.0101753446702327,0.045,0.0720216606498194,0.0547596087615374,5.9,5.045278137128073
Thailand,H380128,2007-02-13,2007,2,13,25.0,7.65,3.499999999999892,15.75,0.346636259977195,0.280957810718358,0.8425402348847326,0.0424552429667519,0.5232035928143712,0.7844543828264757,0.0747974117226602,0.165,0.0409296198720361,0.0209988257235615,8.0,2.237288135593221
Thailand,H380128,2007-07-16,2007,7,16,31.0,7.36,7.166666666666572,10.16,0.1853134328358209,0.191044776119403,0.449470784399014,0.0618158567774936,0.6659267480577137,0.2294454545454545,0.0567520299812617,0.23,0.0368153790351831,0.0498442367601246,5.78,1.5094339622641508
Thailand,H380128,2007-08-14,2007,8,14,29.0,7.3,55.833333333333286,9.15,0.3245209580838323,0.1587494858083093,0.397688435965948,0.0707774936061381,0.374859427714607,0.243070707070707,0.2455825970527845,0.145,0.0590356016223524,0.0693269969948983,6.6,2.0869565217391286
Thailand,H380128,2007-09-17,2007,9,17,30.0,7.41,51.3333333333333,9.08,0.134777376654633,0.2310469314079422,0.4805401934588538,0.0369566834044121,0.4043126684636119,0.3881895261845388,0.1322582178789175,0.125,0.0266721378744357,0.0384934712053739,6.8,8.153846153846153
Thailand,H380128,2007-10-15,2007,10,15,29.0,7.54,29.66666666666687,8.03,0.19520697167756,0.1254901960784314,0.4059736117152385,0.0303591193041477,0.2572898799313893,0.3586490164542867,0.0935248802831563,0.065,0.0418573607932875,0.015510589717345,5.45,4.916129032258063
Thailand,H380128,2008-03-17,2008,3,17,28.5,7.0,6.999999999999993,14.88,0.4588235294117647,0.211764705882353,0.7158851674641149,0.0642480818414322,0.6209372271271951,0.6208750902527076,0.1377815336003233,0.3,0.0325576313776903,0.033146729522687,7.75,6.538461538461539
Thailand,H380128,2008-06-16,2008,6,16,31.0,7.23,45.33333333333333,18.96,0.5073170731707318,0.2575609756097561,0.9296389734667246,0.0642634271099744,0.8150113722517058,0.9044090267983076,0.0923797626483447,0.3042486455660108,0.0221332999874953,0.0721296847114812,6.2,6.105263157894737
Thailand,H380128,2008-07-14,2008,7,14,31.5,7.56,48.00000000000013,17.49,0.4876190476190478,0.24,0.7339103958242714,0.0533503836317135,0.7689320388349513,0.7758439024390245,0.0867249635644388,0.2738890502468777,0.0709592641261498,0.0731484998101025,6.3,6.195348837209301
Thailand,H380128,2008-08-18,2008,8,18,31.5,7.57,23.0,12.3,0.2926829268292682,0.1951219512195121,0.6517181383210092,0.0521841432225063,0.5214007782101168,0.473705551086082,0.2115080191282564,0.2026666666666666,0.0447089056048301,0.0539156626506024,5.75,4.186046511627906
Thailand,H380128,2008-09-15,2008,9,15,30.0,7.02,36.99999999999994,14.65,0.4038473053892215,0.1633319621554916,0.855241409308395,0.0424936061381074,0.5055087491898898,0.7263582510578279,0.1310046552012393,0.155,0.0171038156447223,0.043777668470241,6.15,4.395348837209303
Thailand,H380128,2008-10-13,2008,10,13,31.0,7.83,32.99999999995862,13.35,0.4013937282229965,0.1254355400696864,0.6816789908655938,0.047462915601023,0.582901554404145,0.6426346153846154,0.1193493256643442,0.0294074615947329,0.0412627944259464,0.049081081081081,4.05,5.172413793103448
Thailand,H380128,2009-08-17,2009,8,17,30.0,7.43,24.0,9.63,0.2408759124087591,0.1445255474452554,0.5955502392344498,0.047851662404092,0.4193138500635324,0.60912,0.0895071648181052,0.1907468814148113,0.0412450953374539,0.0528374289720315,5.65,5.793103448275862
Thailand,H380128,2009-10-12,2009,10,12,30.5,7.56,23.0,8.87,0.2442857142857142,0.1339531057178116,0.5302740321879078,0.0435089514066496,0.3856041131105398,0.4158305084745763,0.11269301667046,0.0359351495905064,0.0401821627738918,0.0444713356527,4.6,4.5
Thailand,H380128,2010-02-15,2010,2,15,30.0,7.32,2.0,14.49,0.4870129870129871,0.0896103896103896,0.914032187907786,0.0584373401534526,0.6818181818181818,0.7966600284495019,0.0175199662661651,0.0309248554913294,0.0196237650561645,0.0083018867924528,5.3,1.255813953488373
