MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H988316,2005-02-15,2005,2,15,27.4,7.04,49.5,14.6,0.635,0.358,0.439,0.043,1.057,0.394,0.083,0.455,0.007,0.103,6.02,3.61
Viet Nam,H988316,2005-04-15,2005,4,15,28.2,6.95,57.5,23.6,1.239,0.488,0.448,0.045,1.495,0.451,0.234,0.06,0.004,0.195,5.69,7.63
Viet Nam,H988316,2005-06-15,2005,6,15,27.8,7.14,23.5,23.0,0.972,0.555,0.653,0.067,1.116,0.552,0.451,0.024,0.042,0.092,6.05,3.08
Viet Nam,H988316,2005-07-15,2005,7,15,28.1,6.91,72.0,17.5,0.899,0.4619999999999999,0.355,0.074,0.785,0.289,0.591,0.337,0.11,0.191,6.66,3.4
Viet Nam,H988316,2005-08-15,2005,8,15,28.2,7.1,49.0,15.0,0.722,0.36,0.321,0.071,0.591,0.241,0.6,0.168,0.059,0.091,6.82,3.38
Viet Nam,H988316,2005-09-15,2005,9,15,27.9,7.37,44.0,12.2,0.741,0.23,0.16,0.031,0.909,0.086,0.1,0.206,0.027,0.093,6.72,2.03
Viet Nam,H988316,2005-10-15,2005,10,15,25.6,7.23,38.0,11.2,0.598,0.2309999999999999,0.22,0.043,0.792,0.126,0.103,0.262,0.023,0.119,7.12,1.92
Viet Nam,H988316,2005-11-15,2005,11,15,28.6,6.82,28.0,10.2,0.458,0.2409999999999999,0.305,0.049,0.726,0.224,0.0265,0.326,0.014,0.121,6.52,3.13
Viet Nam,H988316,2006-04-15,2006,4,15,27.5,7.07,51.0,18.2,0.775,0.5459999999999999,0.538,0.051,1.038,0.34,0.375,0.358,0.098,0.18,5.81,3.4
Viet Nam,H988316,2006-09-15,2006,9,15,24.8,7.05,42.5,9.9,0.563,0.2240000000000001,0.156,0.036,0.676,0.28,0.106,0.083,0.068,0.204,5.2,2.57
Viet Nam,H988316,2006-11-15,2006,11,15,26.9,6.53,31.5,8.9,0.374,0.2239999999999999,0.264,0.046,0.595,0.234,0.048,0.089,0.0,0.109,5.14,6.36
Viet Nam,H988316,2007-05-15,2007,5,15,31.5,7.01,41.5,16.3,0.611,0.377,0.545,0.054,0.774,0.303,0.365,0.433,0.054,0.139,5.08,5.04
Viet Nam,H988316,2007-07-15,2007,7,15,27.7,6.9,41.0,18.0,0.88,0.348,0.352,0.049,0.74,0.316,0.692,0.302,0.091,0.069,5.89,4.69
Viet Nam,H988316,2007-09-15,2007,9,15,27.6,6.98,88.0,11.5,0.638,0.2339999999999999,0.173,0.025,0.747,0.175,0.182,0.18,0.035,0.126,5.87,5.73
Viet Nam,H988316,2007-11-15,2007,11,15,28.4,6.4,45.5,9.3,0.493,0.2229999999999999,0.176,0.03,0.728,0.162,0.096,0.023,0.011,0.149,7.0,4.06
Viet Nam,H988316,2008-01-15,2008,1,15,29.5,6.83,83.0,9.7,0.428,0.298,0.267,0.034,0.68,0.225,0.074,0.236,0.102,0.141,5.45,5.04
Viet Nam,H988316,2008-06-15,2008,6,15,26.3,6.76,56.0,18.4,0.83,0.44,0.398,0.035,1.055,0.423,0.278,0.106,0.114,0.089,6.23,2.79
Viet Nam,H988316,2008-07-15,2008,7,15,29.6,6.89,60.0,13.9,0.737,0.2339999999999999,0.324,0.035,0.939,0.346,0.109,0.11,0.061,0.174,5.61,3.94
Viet Nam,H988316,2008-09-15,2008,9,15,27.1,6.8,47.5,13.0,0.57,0.51,0.204,0.025,0.944,0.294,0.183,0.156,0.007,0.222,6.14,2.71
Viet Nam,H988316,2008-10-15,2008,10,15,28.2,6.69,39.0,12.0,0.48,0.54,0.238,0.023,0.969,0.235,0.084,0.059,0.038,0.092,5.75,3.08
Viet Nam,H988316,2008-11-15,2008,11,15,29.8,6.79,41.5,9.5,0.43,0.27,0.223,0.028,0.809,0.144,0.071,0.021,0.05,0.047,5.72,4.73
Viet Nam,H988316,2008-12-15,2008,12,15,28.3,6.89,86.0,9.3,0.43,0.27,0.234,0.029,0.759,0.153,0.094,0.101,0.083,0.089,5.82,3.85
Viet Nam,H988316,2009-01-15,2009,1,15,26.5,6.96,105.0,9.9,0.41,0.24,0.311,0.029,0.717,0.223,0.091,0.379,0.007,0.202,4.9,6.71
Viet Nam,H988316,2009-02-15,2009,2,15,27.6,6.82,33.5,11.2,0.48,0.29,0.256,0.029,0.854,0.162,0.066,0.211,0.011,0.052,2.68,6.06
Viet Nam,H988316,2009-03-15,2009,3,15,26.1,6.66,43.5,15.0,0.76,0.36,0.415,0.038,1.013,0.368,0.134,0.0661,0.0,0.116,3.1,4.28
Viet Nam,H988316,2009-06-15,2009,6,15,27.0,7.28,78.0,16.2,0.7,0.37,0.465,0.058,1.099,0.228,0.269,0.429,0.083,0.169,6.23,4.2
Viet Nam,H988316,2010-09-15,2010,9,15,28.5,7.0,62.0,14.52,0.55,0.43,0.402,0.028,1.134,0.327,0.031,0.098,0.067,0.215,5.58443517546536,3.8
Viet Nam,H988316,2010-10-15,2010,10,15,26.4,6.79,47.0,11.89,0.48,0.23,0.416,0.024,0.916,0.118,0.043,0.157,0.0,0.174,4.284637409488777,8.28
Viet Nam,H988316,2011-03-15,2011,3,15,27.1,6.94,51.0,14.66,0.607,0.4630000000000001,0.423,0.046,1.111,0.214,0.132,0.553,0.0,0.22,4.0,1.68
Viet Nam,H988316,2011-09-15,2011,9,15,28.2,7.05,65.0,10.0,0.514,0.2999999999999999,0.248,0.031,0.849,0.156,0.025,0.173,0.018,0.151,4.87,2.55
Viet Nam,H988316,2011-10-15,2011,10,15,26.7,7.35,83.0,10.3,0.523,0.382,0.178,0.026,0.871,0.195,0.042,0.133,0.06,0.112,5.4,3.19
Viet Nam,H988316,2012-03-15,2012,3,15,28.01,7.27,80.0,11.8,0.67,0.1129999999999999,0.337,0.082,0.821,0.342,0.034,0.538,0.01,0.158,4.84,4.74
Viet Nam,H988316,2012-09-15,2012,9,15,27.01,7.94,49.0,10.65,0.698,0.1130000000000001,0.3022608695652174,0.0581282051282051,0.888,0.18,0.034,0.128,0.005,0.147,6.08,5.8
Viet Nam,H988316,2012-10-15,2012,10,15,28.36,6.95,69.0,10.27,0.625,0.0629999999999999,0.294,0.072,0.67,0.255,0.046,0.107,0.0,0.094,5.3,4.04
