Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
4254,Viet Nam,H039801,2016-03-15,2016,3,15,26.7,7.472,21.0,21.9,1.18,0.383,0.346,0.035,1.18,0.346,0.444,0.213,0.102,0.082,6.27,3.0
3714,Viet Nam,H039801,2003-06-15,2003,6,15,29.6,6.8,49.0,11.6,0.544,0.333,0.178,0.048,0.804,0.236,0.1,0.19,0.015,0.126,7.12,1.36
3716,Viet Nam,H039801,2003-08-15,2003,8,15,28.5,6.68,86.5,10.7,0.594,0.222,0.161,0.027,0.836,0.182,0.071,0.172,0.04,0.089,7.94,2.71
3762,Viet Nam,H039801,2004-10-15,2004,10,15,29.0,7.12,41.0,11.0,0.425,0.498,0.168,0.037,0.911,0.239,0.023,0.136,0.077,0.09,6.372,2.82
3764,Viet Nam,H039801,2004-12-15,2004,12,15,30.0,7.3,9.0,10.1,0.438,0.302,0.289,0.045,0.721,0.155,0.154,0.101,0.004,0.127,6.408,4.43
3756,Viet Nam,H039801,2004-02-15,2004,2,15,31.0,6.89,31.0,16.9,0.867,0.439,0.355,0.035,1.32,0.138,0.158,0.313,0.0,0.182,6.63,2.27
3824,Viet Nam,H039801,2005-02-15,2005,2,15,27.4,6.77,16.5,10.8,0.332,0.345,0.381,0.037,0.772,0.326,0.021,0.063,0.017,0.089,6.52,5.65
4010,Viet Nam,H039801,2008-02-15,2008,2,15,27.3,6.55,57.0,9.9,0.45,0.306,0.274,0.034,0.625,0.286,0.059,0.202,0.139,0.092,6.02,4.57
4284,Viet Nam,H039801,2018-08-15,2018,8,15,29.3,6.71,75.0,10.64,0.554,0.208,0.194,0.02,0.707,0.231,0.103,0.394,0.059,0.155,4.57,4.44
4319,Viet Nam,H039801,2020-03-15,2020,3,15,29.5,7.85,15.0,25.3,1.24,0.649,0.591,0.078,1.291,0.656,0.377,0.48,0.095,0.108,4.615,3.45
3758,Viet Nam,H039801,2004-04-15,2004,4,15,29.0,7.39,18.4,21.0,1.071,0.554,0.492,0.043,1.393,0.423,0.315,0.188,0.0,0.104,5.57,2.98
3763,Viet Nam,H039801,2004-11-15,2004,11,15,31.0,7.05,55.0,11.0,0.545,0.323,0.228,0.041,0.832,0.234,0.064,0.318,0.0,0.103,5.858,4.5
4042,Viet Nam,H039801,2008-09-15,2008,9,15,29.7,7.03,62.0,13.8,0.62,0.51,0.249,0.029,1.083,0.213,0.128,0.16,0.034,0.113,5.96,4.18
4264,Viet Nam,H039801,2017-09-15,2017,9,15,28.15,6.64,74.0,11.74,0.608,0.225,0.279,0.073,0.757,0.176,0.232,0.228,0.035,0.098,5.35,5.13
3755,Viet Nam,H039801,2004-01-15,2004,1,15,28.0,6.95,48.0,16.95,0.752,0.508,0.285,0.038,1.15,0.135,0.326,0.16,0.02,0.12,6.69,3.42
4211,Viet Nam,H039801,2014-03-15,2014,3,15,28.6,6.87,52.0,16.7,0.657,0.568,0.325,0.058,1.206,0.226,0.163,0.538,0.073,0.049,6.48,4.2
3712,Viet Nam,H039801,2003-04-15,2003,4,15,29.0,7.4,7.2,17.7,0.63,0.66,0.249,0.036,1.09,0.481,0.155,0.3,0.046,0.157,6.52,0.83
3823,Viet Nam,H039801,2005-01-15,2005,1,15,27.8,7.01,37.0,9.5,0.388,0.324,0.231,0.037,0.678,0.201,0.116,0.469,0.111,0.052,6.48,4.3
4032,Viet Nam,H039801,2008-07-15,2008,7,15,29.7,6.96,100.0,13.2,0.697,0.284,0.316,0.031,0.929,0.207,0.119,0.237,0.009,0.159,6.33,3.25
3990,Viet Nam,H039801,2007-11-15,2007,11,15,28.6,6.65,54.0,9.9,0.522,0.203,0.196,0.036,0.693,0.22,0.098,0.184,0.042,0.196,6.94,4.55
3709,Viet Nam,H039801,2003-01-15,2003,1,15,28.0,6.84,15.5,12.6,0.665,0.327,0.239,0.033,0.977,0.156,0.173,0.238,0.0,0.031,6.09,3.97
3996,Viet Nam,H039801,2007-12-15,2007,12,15,30.0,6.5,109.0,11.8,0.458,0.447,0.236,0.033,0.778,0.233,0.083,0.163,0.124,0.139,6.58,4.56
4192,Viet Nam,H039801,2013-10-15,2013,10,15,27.5,6.94,71.0,8.9,0.489,0.175,0.144,0.046,0.708,0.136,0.064,0.386,0.09,0.098,5.25,3.12
3827,Viet Nam,H039801,2005-10-15,2005,10,15,25.1,7.16,55.5,10.9,0.627,0.236,0.167,0.034,0.873,0.035,0.078,0.056,0.013,0.152,6.12,1.72
3715,Viet Nam,H039801,2003-07-15,2003,7,15,29.0,6.84,42.5,15.1,0.776,0.407,0.343,0.042,1.014,0.385,0.302,0.24,0.002,0.032,7.02,2.15
3987,Viet Nam,H039801,2007-10-15,2007,10,15,27.7,6.52,30.5,10.6,0.561,0.213,0.177,0.031,0.532,0.263,0.245,0.184,0.006,0.068,6.1,5.44
3717,Viet Nam,H039801,2003-10-15,2003,10,15,29.5,6.94,62.0,10.9,0.6,0.282,0.185,0.045,0.868,0.105,0.056,0.082,0.0,0.092,7.14,1.98
3719,Viet Nam,H039801,2003-12-15,2003,12,15,29.0,6.84,15.5,12.6,0.665,0.327,0.239,0.033,0.977,0.156,0.173,0.238,0.0,0.031,5.26,2.12
3825,Viet Nam,H039801,2005-05-15,2005,5,15,27.9,6.85,31.0,24.8,0.873,0.564,0.691,0.062,1.37,0.619,0.31,0.108,0.047,0.242,6.5,4.47
3911,Viet Nam,H039801,2006-04-15,2006,4,15,28.1,7.06,26.5,13.0,0.437,0.447,0.368,0.068,0.944,0.213,0.073,0.276,0.083,0.136,7.43,6.68
4166,Viet Nam,H039801,2012-03-15,2012,3,15,27.61,7.25,70.0,11.4,0.49,0.298,0.37,0.073,0.91,0.242,0.037,0.254,0.029,0.109,5.72,4.9
4303,Viet Nam,H039801,2019-04-16,2019,4,16,30.2,7.81,8.0,23.0,1.085,0.724,0.445,0.074,1.334,0.371,0.361,0.449,0.057,0.226,4.88,4.59
3759,Viet Nam,H039801,2004-05-15,2004,5,15,29.6,7.07,22.5,21.2,1.087,0.51,0.471,0.037,1.43,0.273,0.369,0.213,0.012,0.057,2.99,4.23
3713,Viet Nam,H039801,2003-05-15,2003,5,15,29.6,7.1,2.8,19.18,1.028,0.435,0.627,0.065,1.526,0.388,0.085,0.25,0.012,0.081,6.35,2.4
4141,Viet Nam,H039801,2011-09-15,2011,9,15,26.8,6.95,101.0,9.8,0.604,0.149,0.229,0.024,0.841,0.172,0.042,0.159,0.135,0.231,5.81,2.83
3757,Viet Nam,H039801,2004-03-15,2004,3,15,28.5,7.06,31.5,20.6,1.014,0.497,0.442,0.033,1.325,0.268,0.235,0.106,0.0,0.123,4.085,1.58
4212,Viet Nam,H039801,2014-10-15,2014,10,15,29.0,7.13,65.0,9.53,0.62,0.125,0.249,0.023,0.765,0.16,0.042,0.325,0.109,0.044,6.35,3.52
4027,Viet Nam,H039801,2008-06-15,2008,6,15,26.1,6.88,86.0,19.8,0.89,0.39,0.48,0.045,1.123,0.513,0.224,0.065,0.06,0.101,5.34,2.67
4256,Viet Nam,H039801,2016-10-15,2016,10,15,26.8,6.847,78.0,11.56,0.744,0.184,0.21,0.096,0.875,0.16,0.088,0.542,0.038,0.135,6.56,4.5
3711,Viet Nam,H039801,2003-03-15,2003,3,15,28.5,7.02,54.5,16.52,0.885,0.442,0.343,0.042,1.349,0.156,0.058,0.135,0.01,0.089,6.5,2.4
3761,Viet Nam,H039801,2004-07-15,2004,7,15,28.0,7.12,87.0,14.4,0.637,0.36,0.377,0.054,1.045,0.213,0.068,0.167,0.024,0.092,6.616,2.16
3828,Viet Nam,H039801,2005-11-15,2005,11,15,26.3,6.82,61.5,10.8,0.598,0.26,0.147,0.043,0.848,0.097,0.061,0.201,0.02,0.119,5.63,2.49
4285,Viet Nam,H039801,2018-09-15,2018,9,15,28.3,7.22,76.0,11.56,0.524,0.258,0.258,0.024,0.745,0.221,0.063,0.358,0.072,0.091,4.66,4.43
4016,Viet Nam,H039801,2008-03-15,2008,3,15,26.8,6.99,48.5,12.8,0.527,0.269,0.329,0.04,0.831,0.248,0.081,0.539,0.12,0.09,5.76,5.27
3963,Viet Nam,H039801,2007-04-15,2007,4,15,31.9,7.12,56.0,14.2,0.546,0.487,0.381,0.048,0.927,0.245,0.155,0.476,0.01,0.064,6.59,6.4
3912,Viet Nam,H039801,2006-09-15,2006,9,15,24.2,7.2,116.0,10.7,0.663,0.249,0.144,0.034,0.799,0.195,0.097,0.127,0.109,0.132,5.82,2.65
3909,Viet Nam,H039801,2006-02-15,2006,2,15,25.8,7.24,102.0,10.1,0.507,0.309,0.247,0.045,0.741,0.213,0.053,0.401,0.02,0.19,7.25,6.59
4231,Viet Nam,H039801,2015-10-15,2015,10,15,27.4,7.07,94.0,12.05,0.553,0.435,0.249,0.028,0.985,0.259,0.079,0.267,0.116,0.231,5.11,3.23
3972,Viet Nam,H039801,2007-06-15,2007,6,15,25.6,7.3,79.0,21.7,0.98,0.47,0.556,0.045,1.244,0.685,0.248,0.059,0.047,0.044,5.08,5.54
4230,Viet Nam,H039801,2015-03-15,2015,3,15,30.7,7.67,24.0,18.9,0.721,0.499,0.452,0.062,1.174,0.386,0.251,0.574,0.0,0.077,4.54,2.72
4191,Viet Nam,H039801,2013-09-15,2013,9,15,27.4,7.42,75.0,10.68,0.574,0.182,0.163,0.06,0.82,0.153,0.075,0.342,0.14,0.181,6.86,2.96
4057,Viet Nam,H039801,2008-11-15,2008,11,15,29.5,6.89,49.5,10.2,0.51,0.24,0.291,0.036,0.768,0.225,0.073,0.191,0.052,0.057,6.42,2.75
