Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
209,Cambodia,H020103,1997-01-21,1997,1,21,27.5,7.03,28.0,7.9,0.417,0.195,0.2,0.03,0.657,0.071,0.06,0.04,0.12,0.01,4.38,4.6
1449,Cambodia,H020103,2012-12-24,2012,12,24,28.0,6.78,23.5,8.74,0.427,0.166,0.206,0.07,0.587,0.147,0.107,0.02,0.036,0.043,6.27,3.123
479,Cambodia,H020103,2002-10-17,2002,10,17,30.4,7.23,8.0,10.05,0.236,0.519,0.182,0.031,0.806,0.012,0.152,0.027,0.057,0.001,5.533,2.16
1878,Cambodia,H020103,2017-11-23,2017,11,23,30.44,6.91,34.2,7.517,0.397,0.168,0.128,0.054,0.522,0.086,0.141,0.201,0.088,0.169,6.743,2.662
735,Cambodia,H020103,2005-11-24,2005,11,24,28.5,6.83,4.0,9.44,0.622,0.134,0.153,0.047,0.774,0.019,0.158,0.016,0.037,0.022,7.479,1.524
732,Cambodia,H020103,2005-08-16,2005,8,16,28.3,7.1,36.0,9.8,0.561,0.152,0.216,0.031,0.701,0.049,0.17,0.219,0.005,0.064,7.066,2.537
635,Cambodia,H020103,2004-10-26,2004,10,26,30.0,6.8,18.0,8.7,0.533,0.227,0.155,0.032,0.692,0.068,0.053,0.025,0.01,0.158,5.43,2.894
872,Cambodia,H020103,2006-01-21,2006,1,21,30.0,7.13,15.0,8.73,0.403,0.076,0.276,0.048,0.546,0.102,0.214,0.03,0.036,0.123,6.099,4.372
1131,Cambodia,H020103,2008-06-17,2008,6,17,30.5,7.45,66.0,16.08,0.64,0.37,0.521,0.056,0.917,0.242,0.365,0.482,0.041,0.093,4.593,2.513
212,Cambodia,H020103,1997-04-24,1997,4,24,30.5,6.73,14.0,7.9,0.269,0.36,0.26,0.05,0.713,0.101,0.079,0.56,0.03,0.06,2.7,6.1
1872,Cambodia,H020103,2017-02-23,2017,2,23,30.4,7.376,56.506,10.835,0.385,0.257,0.362,0.047,0.567,0.224,0.279,0.094,0.141,0.097,5.466,3.561
1685,Cambodia,H020103,2014-01-24,2014,1,24,24.8,7.2,34.0,9.26,0.305,0.254,0.353,0.023,0.534,0.155,0.316,0.084,0.057,0.104,5.977,4.22
138,Cambodia,H020103,1996-12-15,1996,12,15,27.7,6.45,24.0,8.7,0.519,0.193,0.17,0.03,0.842,0.061,0.061,0.026,0.06,0.006,5.69,3.8
1442,Cambodia,H020103,2012-01-26,2012,1,26,28.8,6.89,24.0,10.98,0.418,0.189,0.394,0.052,0.651,0.117,0.297,0.047,0.06,0.061,5.231,4.51
218,Cambodia,H020103,1997-12-22,1997,12,22,29.0,6.8,13.8,8.8,0.526,0.203,0.15,0.03,0.712,0.073,0.096,0.1,0.01,0.01,8.46,3.8
