Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
2055,Lao PDR,H350101,1996-01-17,1996,1,17,26.0,8.2,9.0,14.2,0.766,0.302,0.117,0.04,0.813,0.1,0.268,0.046,0.069,0.008,8.08,0.5
2404,Lao PDR,H350101,2008-02-14,2008,2,14,24.4,7.1,13.0,13.5,0.744,0.377,0.262,0.03,0.952,0.181,0.148,0.031,0.042,0.012,9.21,1.09
2136,Lao PDR,H350101,2002-02-18,2002,2,18,26.0,8.25,33.0,26.7,0.713,0.18,0.098,0.04,1.255,0.044,0.16,0.066,0.043,0.125,6.98,1.3
2062,Lao PDR,H350101,1997-02-19,1997,2,19,24.0,6.91,50.0,19.7,1.211,0.383,0.026,0.007,1.428,0.013,0.268,0.048,0.033,0.016,7.144,1.2
2255,Lao PDR,H350101,2005-12-12,2005,12,12,25.1,6.3,25.0,10.1,0.531,0.192,0.192,0.079,0.771,0.117,0.042,0.066,0.036,0.014,7.35,0.257
2092,Lao PDR,H350101,2000-12-15,2000,12,15,23.0,8.07,109.0,12.3,0.711,0.248,0.095,0.06,0.907,0.038,0.097,0.023,0.025,0.023,7.938,0.5
2068,Lao PDR,H350101,1999-12-13,1999,12,13,21.0,7.08,100.0,9.5,0.45,0.297,0.172,0.038,0.681,0.205,0.016,0.12,0.029,0.014,7.941,0.9
2020,Lao PDR,H350101,1993-03-18,1993,3,18,28.0,7.7,8.0,15.8,0.785,0.356,0.226,0.012,1.201,0.102,0.218,0.058,0.016,0.059,8.35,0.6
2304,Lao PDR,H350101,2006-10-18,2006,10,18,29.0,7.28,42.0,7.88,0.402,0.164,0.199,0.035,0.456,0.153,0.179,0.146,0.038,0.016,8.4,1.05
2004,Lao PDR,H350101,1992-02-15,1992,2,15,25.4,7.62,12.0,15.6,1.095,0.344,0.117,0.033,1.208,0.108,0.288,0.013,0.026,0.041,8.03,1.2
2403,Lao PDR,H350101,2008-01-10,2008,1,10,25.0,6.9,18.0,11.1,0.672,0.322,0.075,0.027,0.615,0.192,0.287,0.029,0.055,0.013,6.1,1.883
1994,Lao PDR,H350101,1991-02-14,1991,2,14,28.9,7.5,21.0,14.8,0.8,0.229,0.28,0.03,1.054,0.11,0.279,0.17,0.027,0.026,8.42,0.1
2140,Lao PDR,H350101,2002-06-15,2002,6,15,26.6,7.78,90.0,20.3,0.043,0.049,0.081,0.025,1.168,0.092,0.086,0.163,0.018,0.065,7.02,0.8
2029,Lao PDR,H350101,1994-02-16,1994,2,16,24.4,7.72,50.0,15.5,0.967,0.256,0.134,0.016,1.124,0.16,0.207,0.012,0.056,0.012,7.67,2.6
1966,Lao PDR,H350101,1987-11-12,1987,11,12,28.0,7.86,52.0,11.0,0.51,0.269,0.187,0.023,0.809,0.101,0.113,0.057,0.008,0.038,7.5,1.2
2556,Lao PDR,H350101,2014-05-16,2014,5,16,30.5,6.9,48.0,9.1,0.96,0.35,0.2,0.06,0.96,0.16,0.33,0.19,0.02,0.02,6.23,2.7
2048,Lao PDR,H350101,1995-12-15,1995,12,15,24.0,8.32,73.0,12.5,0.746,0.316,0.092,0.023,0.934,0.044,0.147,0.031,0.013,0.026,9.37,0.6
1969,Lao PDR,H350101,1988-01-19,1988,1,19,24.0,8.61,30.0,15.0,0.48,0.555,0.229,0.025,1.174,0.158,0.063,0.088,0.009,0.014,8.17,0.8
1970,Lao PDR,H350101,1988-11-12,1988,11,12,22.0,7.67,40.0,6.9,0.495,0.255,0.155,0.017,0.794,0.052,0.123,0.109,0.022,0.023,8.82,1.3
2305,Lao PDR,H350101,2006-11-16,2006,11,16,27.0,7.62,40.0,11.64,0.548,0.275,0.269,0.026,0.849,0.112,0.154,0.096,0.037,0.015,8.0,0.92
2411,Lao PDR,H350101,2008-12-17,2008,12,17,26.0,7.75,26.0,10.31,0.492,0.295,0.204,0.034,0.767,0.102,0.077,0.244,0.097,0.018,9.75,1.197
2197,Lao PDR,H350101,2004-02-18,2004,2,18,28.0,8.65,25.0,13.0,0.753,0.476,0.064,0.005,1.077,0.024,0.184,0.344,0.036,0.02,7.52,0.778
1977,Lao PDR,H350101,1989-01-15,1989,1,15,24.0,7.98,2.0,11.6,0.867,0.135,0.2,0.015,1.114,0.104,0.122,0.056,0.052,0.019,7.1,0.5
2508,Lao PDR,H350101,2011-06-14,2011,6,14,27.0,7.12,84.0,8.36,0.404,0.19,0.16,0.07,0.328,0.125,0.338,0.119,0.112,0.087,5.23,3.545
2047,Lao PDR,H350101,1995-11-14,1995,11,14,25.0,7.67,68.0,9.5,0.61,0.203,0.08,0.017,0.696,0.065,0.109,0.037,0.019,0.025,9.0,2.7
2116,Lao PDR,H350101,2001-10-13,2001,10,13,27.4,8.32,98.0,11.3,0.626,0.103,0.093,0.02,1.009,0.074,0.085,0.137,0.028,0.069,6.36,1.7
1982,Lao PDR,H350101,1990-02-14,1990,2,14,26.0,7.92,28.0,15.7,0.859,0.096,0.245,0.024,0.857,0.157,0.117,0.05,0.059,0.006,7.93,0.7
1984,Lao PDR,H350101,1990-05-14,1990,5,14,29.0,6.62,8.0,8.5,0.408,0.141,0.2,0.04,0.486,0.124,0.176,0.279,0.052,0.125,7.45,2.7
2198,Lao PDR,H350101,2004-03-24,2004,3,24,26.9,7.97,29.0,12.8,0.792,0.349,0.076,0.009,0.988,0.074,0.189,0.386,0.041,0.029,7.35,1.236
2356,Lao PDR,H350101,2007-07-18,2007,7,18,30.0,7.3,89.0,9.66,0.565,0.273,0.178,0.044,0.79,0.047,0.179,0.183,0.085,0.052,6.732,4.263
2518,Lao PDR,H350101,2012-10-13,2012,10,13,27.0,8.1,33.0,12.81,0.79,0.106,0.224,0.108,0.843,0.19,0.13,0.299,0.078,0.04,7.21,2.06
2603,Lao PDR,H350101,2015-10-21,2015,10,21,27.3,6.59,47.0,8.3,0.0,0.0,0.0,0.0,0.688,0.109,0.049,0.14,0.01,0.07,6.89,3.2
2043,Lao PDR,H350101,1995-03-14,1995,3,14,30.0,7.66,3.0,14.1,0.805,0.3,0.352,0.043,1.125,0.108,0.1,0.004,0.061,0.004,8.76,0.5
2156,Lao PDR,H350101,2003-02-21,2003,2,21,30.0,6.97,24.0,14.7,0.909,0.358,0.11,0.03,1.217,0.106,0.09,0.009,0.012,0.007,7.82,0.8
2604,Lao PDR,H350101,2015-12-16,2015,12,16,27.3,7.36,18.0,13.2,0.0,0.0,0.0,0.0,1.102,0.0,0.0,0.31,0.02,0.24,8.86,2.0
1995,Lao PDR,H350101,1991-03-16,1991,3,16,29.0,7.8,20.0,14.9,0.764,0.22,0.326,0.09,0.956,0.097,0.39,0.095,0.066,0.02,8.16,0.3
2063,Lao PDR,H350101,1997-03-17,1997,3,17,30.0,7.52,45.0,14.5,1.123,0.344,0.1,0.018,1.136,0.095,0.211,0.039,0.015,0.012,6.884,1.3
2251,Lao PDR,H350101,2005-03-21,2005,3,21,29.0,7.6,6.0,14.9,0.765,0.373,0.272,0.035,1.15,0.127,0.143,0.018,0.036,0.016,6.29,0.812
1985,Lao PDR,H350101,1990-11-15,1990,11,15,24.0,7.44,80.0,9.2,0.563,0.188,0.1,0.02,0.565,0.065,0.213,0.1,0.033,0.042,5.24,1.6
2135,Lao PDR,H350101,2002-01-16,2002,1,16,26.1,8.25,28.0,25.8,0.547,0.008,0.102,0.036,0.907,0.134,0.036,0.121,0.094,0.006,6.89,0.7
2250,Lao PDR,H350101,2005-02-18,2005,2,18,25.0,7.7,29.0,14.6,0.89,0.45,0.068,0.016,1.18,0.152,0.117,0.006,0.042,0.005,7.21,0.883
2007,Lao PDR,H350101,1992-05-19,1992,5,19,28.6,7.76,10.0,15.0,0.978,0.344,0.121,0.028,1.22,0.103,0.228,0.085,0.02,0.008,7.18,1.5
2558,Lao PDR,H350101,2014-10-19,2014,10,19,30.3,7.49,20.0,11.0,0.4,0.26,0.04,0.03,0.53,0.1,0.08,0.17,0.01,0.01,7.41,2.1
1983,Lao PDR,H350101,1990-03-14,1990,3,14,28.0,7.9,72.0,12.6,0.634,0.264,0.25,0.05,0.849,0.138,0.12,0.505,0.022,0.053,6.64,3.0
2115,Lao PDR,H350101,2001-07-13,2001,7,13,28.0,7.02,106.0,6.9,0.345,0.232,0.087,0.026,0.51,0.027,0.181,0.109,0.137,0.052,8.19,2.6
2113,Lao PDR,H350101,2001-05-18,2001,5,18,29.8,8.1,59.0,17.4,0.385,0.203,0.108,0.04,0.856,0.148,0.133,0.093,0.036,0.031,6.83,1.2
2254,Lao PDR,H350101,2005-07-16,2005,7,16,28.0,7.12,105.0,12.8,0.501,0.392,0.213,0.102,0.957,0.054,0.278,0.286,0.066,0.12,6.95,3.347
2357,Lao PDR,H350101,2007-12-13,2007,12,13,25.0,7.67,4.0,11.05,0.893,0.03,0.192,0.027,0.996,0.113,0.062,0.029,0.128,0.012,7.027,3.569
2300,Lao PDR,H350101,2006-03-11,2006,3,11,29.0,6.6,28.0,13.5,0.548,0.434,0.316,0.037,1.085,0.286,0.076,0.015,0.013,0.018,8.8,0.932
1958,Lao PDR,H350101,1986-03-17,1986,3,17,30.0,7.6,6.0,14.9,0.814,0.222,0.298,0.034,1.319,0.145,0.016,0.016,0.0,0.012,6.98,1.0
2249,Lao PDR,H350101,2005-01-20,2005,1,20,24.0,7.63,26.0,14.09,0.868,0.46,0.07,0.016,1.129,0.122,0.128,0.013,0.017,0.032,7.54,4.106
2158,Lao PDR,H350101,2003-05-15,2003,5,15,30.2,7.1,33.0,12.54,0.728,0.356,0.12,0.036,1.038,0.125,0.127,0.127,0.042,0.024,7.06,2.1
1957,Lao PDR,H350101,1986-01-20,1986,1,20,22.0,7.8,4.0,4.4,0.211,0.071,0.117,0.023,0.201,0.184,0.01,0.013,0.037,0.019,6.05,0.5
2162,Lao PDR,H350101,2003-10-14,2003,10,14,31.0,6.34,78.0,9.7,0.656,0.187,0.149,0.02,0.872,0.008,0.113,0.17,0.032,0.044,6.84,0.4
2031,Lao PDR,H350101,1994-12-20,1994,12,20,25.0,7.14,28.0,14.8,0.836,0.395,0.141,0.038,0.956,0.139,0.25,0.089,0.052,0.093,7.45,1.5
2298,Lao PDR,H350101,2006-01-11,2006,1,11,22.0,6.9,24.0,11.1,0.46,0.41,0.22,0.026,0.657,0.21,0.232,0.031,0.059,0.017,9.1,1.2
2085,Lao PDR,H350101,2000-01-13,2000,1,13,28.0,7.3,76.0,11.6,0.577,0.376,0.136,0.04,0.896,0.074,0.136,0.002,0.02,0.006,6.87,0.1
2057,Lao PDR,H350101,1996-05-17,1996,5,17,30.0,8.25,45.0,10.7,0.69,0.23,0.194,0.035,0.755,0.162,0.208,0.075,0.089,0.03,7.8,4.2
2449,Lao PDR,H350101,2009-10-17,2009,10,17,26.0,6.71,113.0,10.0,0.522,0.249,0.198,0.027,0.818,0.035,0.11,0.143,0.064,0.023,8.18,2.1
2203,Lao PDR,H350101,2004-09-16,2004,9,16,28.0,6.82,97.0,6.34,0.445,0.151,0.02,0.007,0.45,0.03,0.131,0.247,0.055,0.016,6.81,3.559
2022,Lao PDR,H350101,1993-10-15,1993,10,15,28.1,7.54,22.0,10.2,0.608,0.225,0.094,0.042,0.899,0.097,0.068,0.118,0.036,0.014,8.97,2.2
2533,Lao PDR,H350101,2013-08-15,2013,8,15,27.1,6.92,36.6,12.2,0.643,0.295,0.142,0.032,1.042,0.025,0.116,0.147,0.01,0.04,8.1,2.4
2164,Lao PDR,H350101,2003-12-18,2003,12,18,26.4,6.53,51.0,11.0,0.736,0.34,0.084,0.019,0.962,0.087,0.123,0.027,0.036,0.008,7.03,0.9
1965,Lao PDR,H350101,1987-10-11,1987,10,11,30.0,7.45,28.0,9.5,0.39,0.394,0.175,0.026,0.878,0.075,0.111,0.042,0.01,0.039,7.5,1.6
2024,Lao PDR,H350101,1993-12-23,1993,12,23,20.0,7.57,36.0,8.6,0.38,0.252,0.08,0.042,0.579,0.104,0.067,0.068,0.034,0.034,7.22,1.5
