Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
1315,Cambodia,H014501,2011-12-28,2011,12,28,24.0,6.7,10.0,20.0,1.208,0.492,0.354,0.056,1.719,0.215,0.255,0.052,0.04,0.024,8.11,1.108
676,Cambodia,H014501,2005-12-24,2005,12,24,23.5,6.99,33.0,16.5,1.018,0.047,0.45,0.038,1.137,0.192,0.347,0.106,0.006,0.016,7.24,2.619
815,Cambodia,H014501,2006-07-20,2006,7,20,28.3,7.02,117.0,13.59,0.84,0.18,0.247,0.031,1.076,0.119,0.214,0.308,0.018,0.191,8.803,1.491
950,Cambodia,H014501,2007-02-24,2007,2,24,29.0,6.95,4.0,22.0,1.282,0.514,0.382,0.044,1.634,0.108,0.434,0.001,0.039,0.015,7.86,1.317
817,Cambodia,H014501,2006-12-19,2006,12,19,28.7,6.78,2.0,20.0,1.218,0.507,0.33,0.037,1.652,0.185,0.348,0.108,0.01,0.042,8.155,6.069
1386,Cambodia,H014501,2012-03-22,2012,3,22,30.0,7.2,10.0,21.21,1.066,0.416,0.495,0.052,1.467,0.237,0.402,0.036,0.134,0.012,8.033,0.94
1787,Cambodia,H014501,2016-12-21,2016,12,21,27.5,8.1,34.75,21.9,1.392,0.53,0.37,0.059,1.676,0.14,0.348,0.14,0.053,0.115,9.6,0.988
810,Cambodia,H014501,2006-01-21,2006,1,21,27.0,8.28,8.0,20.2,1.189,0.435,0.443,0.033,1.271,0.25,0.424,0.019,0.018,0.065,6.294,2.0
1251,Cambodia,H014501,2010-12-16,2010,12,16,27.5,7.53,46.0,20.3,1.293,0.333,0.394,0.043,1.415,0.255,0.421,0.116,0.055,0.064,7.41,1.076
1313,Cambodia,H014501,2011-04-27,2011,4,27,31.0,7.09,8.0,20.9,1.321,0.309,0.349,0.12,1.502,0.156,0.416,0.07,0.065,0.011,7.863,1.817
1718,Cambodia,H014501,2015-02-24,2015,2,24,27.5,7.44,7.5,5.83,0.252,0.131,0.132,0.058,0.362,0.077,0.165,0.202,0.064,0.004,8.36,1.868
1384,Cambodia,H014501,2012-01-24,2012,1,24,27.5,7.25,18.5,8.12,0.242,0.164,0.313,0.028,0.449,0.072,0.195,0.186,0.025,0.052,7.796,0.94
1249,Cambodia,H014501,2010-06-24,2010,6,24,31.5,7.12,46.0,23.0,1.214,0.428,0.643,0.108,1.632,0.442,0.309,0.386,0.027,0.149,7.576,0.425
1833,Cambodia,H014501,2017-11-22,2017,11,22,30.5,7.629,105.9,18.913,0.92,0.591,0.321,0.145,1.29,0.198,0.368,0.28,0.044,0.123,8.184,0.911
1389,Cambodia,H014501,2012-12-25,2012,12,25,27.0,7.34,4.5,18.78,1.178,0.414,0.307,0.061,1.6,0.145,0.15,0.165,0.028,0.024,8.02,1.108
1232,Cambodia,H014501,2009-12-24,2009,12,24,27.5,7.49,24.5,21.9,1.151,0.556,0.399,0.041,1.71,0.221,0.297,0.036,0.058,0.054,7.693,0.788
1202,Cambodia,H014501,2009-02-23,2009,2,23,29.0,7.87,8.5,24.7,1.344,0.418,0.593,0.039,1.649,0.354,0.449,0.008,0.011,0.042,8.42,0.826
1831,Cambodia,H014501,2017-02-21,2017,2,21,30.15,7.841,16.679,23.466,1.214,0.61,0.524,0.05,1.632,0.274,0.438,0.139,0.064,0.043,7.87,0.146
1312,Cambodia,H014501,2011-02-26,2011,2,26,27.5,7.68,9.0,25.3,1.37,0.31,0.621,0.053,1.662,0.343,0.507,0.038,0.025,0.042,7.887,0.94
1832,Cambodia,H014501,2017-10-19,2017,10,19,29.0,6.99,84.5,14.27,0.582,0.396,0.337,0.125,0.999,0.236,0.268,0.251,0.042,0.131,6.531,2.785
672,Cambodia,H014501,2005-04-26,2005,4,26,31.8,7.54,4.0,21.0,1.395,0.482,0.28,0.039,1.668,0.33,0.063,0.071,0.005,0.016,6.93,7.312
1250,Cambodia,H014501,2010-10-22,2010,10,22,28.0,7.12,66.9,14.75,0.732,0.29,0.35,0.046,1.091,0.156,0.217,0.118,0.045,0.185,7.496,0.981
813,Cambodia,H014501,2006-05-23,2006,5,23,30.5,6.98,14.0,19.82,1.08,0.243,0.399,0.047,1.393,0.265,0.203,0.234,0.007,0.001,8.619,1.12
1660,Cambodia,H014501,2014-01-24,2014,1,24,24.8,7.17,20.0,20.9,1.34,0.42,0.233,0.032,1.746,0.143,0.212,0.128,0.054,0.055,9.73,0.988
674,Cambodia,H014501,2005-06-18,2005,6,18,30.6,7.25,25.0,20.1,1.051,0.42,0.44,0.039,1.219,0.359,0.218,0.307,0.045,0.041,6.393,3.788
