Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
767,Cambodia,H033402,2005-07-16,2005,7,16,28.5,6.78,50.0,10.3,0.704,0.108,0.226,0.032,0.701,0.127,0.309,0.452,0.022,0.098,6.506,1.14
659,Cambodia,H033402,2004-07-23,2004,7,23,28.6,7.62,107.0,16.5,0.9,0.33,0.328,0.037,1.126,0.226,0.207,0.287,0.01,0.048,6.945,2.4
1899,Cambodia,H033402,2017-06-22,2017,6,22,31.807,7.369,103.536,20.442,1.058,0.496,0.478,0.063,1.335,0.283,0.413,0.283,0.026,0.076,5.545,0.349
430,Cambodia,H033402,2001-02-14,2001,2,14,28.0,7.26,19.0,7.79,0.354,0.174,0.33,0.04,0.6,0.043,0.125,0.15,0.02,0.02,5.543,3.576
574,Cambodia,H033402,2003-02-22,2003,2,22,30.0,7.02,3.33,10.17,0.545,0.223,0.24,0.044,0.852,0.031,0.139,0.144,0.002,0.001,7.304,2.522
160,Cambodia,H033402,1996-06-24,1996,6,24,31.0,7.1,30.0,12.4,0.625,0.278,0.31,0.05,0.843,0.193,0.156,0.257,0.07,0.08,6.43,2.2
579,Cambodia,H033402,2003-10-17,2003,10,17,29.8,6.62,41.0,9.7,0.601,0.215,0.189,0.034,0.796,0.021,0.134,0.021,0.031,0.023,3.997,3.0
660,Cambodia,H033402,2004-11-29,2004,11,29,28.8,6.77,10.0,9.5,0.505,0.211,0.144,0.035,0.693,0.086,0.089,0.054,0.055,0.074,5.724,2.894
1151,Cambodia,H033402,2008-02-20,2008,2,20,28.6,7.1,28.0,10.24,0.413,0.261,0.247,0.028,0.634,0.124,0.153,0.162,0.126,0.077,6.216,2.952
1471,Cambodia,H033402,2012-04-24,2012,4,24,30.0,7.07,14.0,15.44,0.59,0.405,0.436,0.129,0.983,0.314,0.229,0.166,0.078,0.117,5.916,5.9
1032,Cambodia,H033402,2007-02-24,2007,2,24,30.1,7.56,12.0,9.86,0.433,0.24,0.229,0.045,0.753,0.163,0.051,0.037,0.022,0.069,7.07,8.889
500,Cambodia,H033402,2002-03-22,2002,3,22,30.5,7.19,13.33,9.7,0.186,0.319,0.253,0.042,0.523,0.067,0.249,0.142,0.085,0.01,6.745,3.952
1759,Cambodia,H033402,2015-01-22,2015,1,22,28.9,6.945,16.5,9.932,0.408,0.233,0.28,0.039,0.678,0.137,0.142,0.314,0.128,0.194,6.942,1.751
1359,Cambodia,H033402,2011-02-24,2011,2,24,28.5,6.99,15.0,13.88,0.679,0.415,0.297,0.067,0.957,0.237,0.156,0.133,0.025,0.062,6.783,3.205
1285,Cambodia,H033402,2010-02-23,2010,2,23,28.5,7.98,9.0,9.88,0.402,0.178,0.297,0.067,0.641,0.174,0.156,0.083,0.015,0.062,6.78,5.053
433,Cambodia,H033402,2001-12-21,2001,12,21,29.6,7.7,12.0,9.56,0.32,0.422,0.184,0.035,0.768,0.04,0.149,0.153,0.002,0.014,5.7,4.32
1760,Cambodia,H033402,2015-02-25,2015,2,25,29.2,6.962,7.0,8.142,0.347,0.19,0.232,0.042,0.557,0.109,0.129,0.195,0.087,0.117,5.93,3.5
769,Cambodia,H033402,2005-11-26,2005,11,26,28.8,6.75,18.0,9.34,0.62,0.086,0.22,0.047,0.709,0.053,0.152,0.025,0.054,0.042,8.043,1.18
1897,Cambodia,H033402,2017-03-23,2017,3,23,31.62,7.631,16.05,18.986,0.801,0.563,0.464,0.058,1.334,0.189,0.437,0.17,0.09,0.129,6.437,1.429
654,Cambodia,H033402,2004-01-18,2004,1,18,29.2,6.93,8.66,9.5,0.499,0.224,0.236,0.042,0.73,0.025,0.167,0.081,0.061,0.061,5.099,5.4
765,Cambodia,H033402,2005-05-20,2005,5,20,31.5,7.6,7.0,17.0,0.68,0.445,0.603,0.052,0.992,0.301,0.342,0.024,0.065,0.05,6.39,3.136
1286,Cambodia,H033402,2010-10-21,2010,10,21,29.4,7.17,64.0,10.645,0.583,0.278,0.203,0.046,0.901,0.093,0.167,0.114,0.098,0.105,6.348,1.661
498,Cambodia,H033402,2002-01-15,2002,1,15,27.6,7.08,15.33,8.59,0.18,0.307,0.193,0.035,0.525,0.034,0.146,0.067,0.009,0.016,6.2,4.704
573,Cambodia,H033402,2003-01-22,2003,1,22,27.0,7.01,12.0,9.2,0.486,0.184,0.219,0.04,0.696,0.043,0.113,0.056,0.059,0.008,8.299,3.393
1823,Cambodia,H033402,2016-08-24,2016,8,24,29.0,7.52,50.0,11.67,0.781,0.14,0.275,0.024,0.928,0.01,0.202,0.238,0.044,0.154,7.397,1.622
1609,Cambodia,H033402,2013-10-25,2013,10,25,30.1,6.6,41.0,8.86,0.516,0.186,0.208,0.031,0.707,0.105,0.134,0.073,0.033,0.169,6.217,2.084
581,Cambodia,H033402,2003-12-01,2003,12,1,29.8,6.35,19.0,9.78,0.524,0.236,0.182,0.031,0.764,0.024,0.128,0.018,0.043,0.057,5.6,3.0
1035,Cambodia,H033402,2007-07-23,2007,7,23,31.5,7.08,58.0,10.95,0.623,0.234,0.248,0.05,0.819,0.124,0.163,0.206,0.059,0.092,5.943,1.868
432,Cambodia,H033402,2001-11-19,2001,11,19,26.7,7.1,36.66,8.97,0.209,0.477,0.153,0.032,0.698,0.021,0.134,0.094,0.002,0.004,6.6,2.382
503,Cambodia,H033402,2002-11-21,2002,11,21,30.2,7.23,41.33,9.98,0.216,0.599,0.19,0.034,0.792,0.01,0.153,0.037,0.027,0.009,5.6,2.41
239,Cambodia,H033402,1997-03-17,1997,3,17,30.2,7.15,6.0,8.0,0.338,0.193,0.25,0.04,0.613,0.1,0.056,0.28,0.03,0.02,7.3,5.4
907,Cambodia,H033402,2006-12-22,2006,12,22,26.5,6.3,12.0,9.73,0.504,0.206,0.243,0.041,0.74,0.095,0.136,0.044,0.037,0.052,6.398,6.366
363,Cambodia,H033402,2000-12-20,2000,12,20,28.8,7.09,30.0,8.37,0.407,0.183,0.18,0.03,0.648,0.053,0.164,0.06,0.04,0.01,5.746,2.15
1606,Cambodia,H033402,2013-06-21,2013,6,21,30.5,6.61,38.0,18.35,0.925,0.346,0.361,0.048,1.228,0.312,0.183,0.572,0.103,0.111,5.34,1.204
86,Cambodia,H033402,1995-03-20,1995,3,20,30.2,7.83,5.0,11.5,0.455,0.237,0.22,0.04,0.776,0.088,0.12,0.21,0.01,0.05,6.666,4.6
904,Cambodia,H033402,2006-09-19,2006,9,19,30.1,6.86,69.0,9.31,0.571,0.217,0.178,0.036,0.825,0.072,0.101,0.123,0.077,0.097,6.796,1.5
359,Cambodia,H033402,2000-03-11,2000,3,11,30.0,6.42,10.5,7.5,0.296,0.244,0.27,0.04,0.44,0.139,0.065,0.211,0.063,0.03,3.19,5.2
1157,Cambodia,H033402,2008-12-24,2008,12,24,30.1,6.74,23.0,8.92,0.464,0.188,0.206,0.032,0.686,0.091,0.144,0.021,0.076,0.087,6.042,3.402
361,Cambodia,H033402,2000-05-25,2000,5,25,31.2,7.49,72.0,16.3,0.738,0.352,0.37,0.04,0.708,0.169,0.412,0.576,0.103,0.03,7.245,2.73
906,Cambodia,H033402,2006-11-23,2006,11,23,30.4,6.7,20.0,8.22,0.42,0.2,0.193,0.035,0.7,0.085,0.106,0.031,0.025,0.077,7.52,1.694
161,Cambodia,H033402,1996-11-18,1996,11,18,28.8,7.18,86.0,8.4,0.484,0.248,0.16,0.03,0.703,0.069,0.051,0.037,0.05,0.02,5.21,4.2
1031,Cambodia,H033402,2007-01-23,2007,1,23,30.1,6.68,15.0,11.25,0.47,0.198,0.314,0.051,0.86,0.199,0.04,0.083,0.142,0.133,5.357,8.06
1605,Cambodia,H033402,2013-02-23,2013,2,23,30.2,7.02,6.5,16.3,0.847,0.46,0.244,0.027,1.28,0.208,0.15,0.135,0.146,0.111,7.141,2.456
1821,Cambodia,H033402,2016-02-24,2016,2,24,29.0,7.12,19.167,13.46,0.554,0.342,0.284,0.051,0.821,0.206,0.162,0.127,0.065,0.102,6.703,1.015
502,Cambodia,H033402,2002-10-15,2002,10,15,29.6,7.19,27.33,10.7,0.252,0.641,0.182,0.03,0.876,0.012,0.166,0.026,0.022,0.009,5.893,2.8
1473,Cambodia,H033402,2012-09-25,2012,9,25,29.5,6.54,106.4,12.13,0.569,0.258,0.347,0.056,0.787,0.124,0.272,0.127,0.138,0.11,6.459,2.459
580,Cambodia,H033402,2003-11-01,2003,11,1,27.4,6.28,11.5,10.2,0.545,0.243,0.227,0.036,0.925,0.029,0.12,0.435,0.054,0.031,5.4,4.04
575,Cambodia,H033402,2003-03-29,2003,3,29,30.0,7.18,2.0,11.17,0.503,0.287,0.331,0.048,0.876,0.07,0.193,0.118,0.023,0.018,7.691,3.5
240,Cambodia,H033402,1997-04-23,1997,4,23,31.2,6.69,24.0,8.3,0.298,0.18,0.26,0.05,0.614,0.117,0.055,0.45,0.03,0.03,6.61,5.9
43,Cambodia,H033402,1994-11-21,1994,11,21,28.0,7.5,3.0,9.6,0.535,0.175,0.165,0.046,0.813,0.07,0.03,0.075,0.003,0.013,5.57,8.6
1900,Cambodia,H033402,2017-08-24,2017,8,24,29.5,7.42,52.0,13.2,0.743,0.299,0.292,0.051,0.881,0.19,0.253,0.318,0.066,0.2,7.29,1.566
1610,Cambodia,H033402,2013-11-27,2013,11,27,29.4,7.03,6.0,9.72,0.424,0.219,0.279,0.028,0.667,0.287,0.091,0.162,0.055,0.13,7.079,2.653
44,Cambodia,H033402,1994-12-19,1994,12,19,29.0,7.5,2.0,9.3,0.433,0.297,0.153,0.035,0.79,0.08,0.023,0.045,0.008,0.015,5.43,3.5
272,Cambodia,H033402,1998-03-23,1998,3,23,31.2,7.45,10.0,10.7,0.474,0.374,0.25,0.05,0.867,0.152,0.089,0.47,0.03,0.02,9.04,6.1
578,Cambodia,H033402,2003-09-28,2003,9,28,29.0,6.22,110.0,10.49,0.537,0.231,0.18,0.027,0.746,0.022,0.232,0.13,0.002,0.088,6.0,1.4
291,Cambodia,H033402,1999-11-10,1999,11,10,28.2,6.37,51.5,8.27,0.413,0.225,0.24,0.04,0.612,0.087,0.073,0.11,0.003,0.02,5.29,2.08
905,Cambodia,H033402,2006-10-20,2006,10,20,29.7,6.88,64.0,8.8,0.49,0.2,0.252,0.037,0.706,0.075,0.129,0.137,0.123,0.133,8.548,2.497
770,Cambodia,H033402,2005-12-26,2005,12,26,27.8,6.35,42.0,8.5,0.461,0.108,0.292,0.043,0.757,0.088,0.144,0.089,0.056,0.022,6.581,2.002
358,Cambodia,H033402,2000-02-23,2000,2,23,29.6,6.51,8.0,7.0,0.471,0.208,0.22,0.02,0.5,0.091,0.06,0.249,0.013,0.03,4.301,5.4
1475,Cambodia,H033402,2012-12-25,2012,12,25,29.0,6.89,18.0,8.92,0.408,0.2,0.166,0.061,0.602,0.125,0.118,0.045,0.01,0.038,5.91,2.63
241,Cambodia,H033402,1997-10-15,1997,10,15,29.8,7.15,18.0,9.2,0.499,0.208,0.19,0.04,0.793,0.067,0.085,0.11,0.06,0.01,4.63,2.2
1761,Cambodia,H033402,2015-03-22,2015,3,22,28.0,6.89,9.5,8.483,0.33,0.2,0.262,0.045,0.535,0.109,0.172,0.274,0.084,0.061,5.372,5.92
362,Cambodia,H033402,2000-11-17,2000,11,17,28.6,7.28,92.66,8.0,0.413,0.192,0.19,0.03,0.644,0.04,0.114,0.04,0.005,0.01,5.649,1.92
1153,Cambodia,H033402,2008-05-28,2008,5,28,31.2,7.2,54.0,14.3,0.625,0.331,0.355,0.052,0.932,0.17,0.24,0.349,0.032,0.126,5.499,2.844
9,Cambodia,H033402,1993-10-19,1993,10,19,29.0,7.21,112.0,12.4,0.7,0.291,0.148,0.04,0.99,0.09,0.085,0.152,0.112,0.01,3.16,2.3
1469,Cambodia,H033402,2012-01-25,2012,1,25,30.0,6.95,23.0,16.52,0.553,0.353,0.465,0.067,0.939,0.375,0.245,0.122,0.05,0.18,5.493,3.166
1901,Cambodia,H033402,2017-10-20,2017,10,20,31.0,6.98,53.0,7.79,0.415,0.132,0.235,0.041,0.581,0.105,0.11,0.04,0.048,0.091,5.922,1.762
1608,Cambodia,H033402,2013-08-23,2013,8,23,29.5,7.42,52.0,10.49,0.598,0.188,0.173,0.038,0.765,0.121,0.181,0.318,0.066,0.2,7.29,1.566
1360,Cambodia,H033402,2011-10-28,2011,10,28,30.5,6.68,30.0,10.07,0.445,0.203,0.236,0.047,0.665,0.09,0.186,0.031,0.076,0.073,5.859,1.412
85,Cambodia,H033402,1995-02-15,1995,2,15,28.4,7.24,3.0,9.2,0.401,0.265,0.185,0.039,0.725,0.098,0.009,0.213,0.034,0.037,6.11,4.6
1154,Cambodia,H033402,2008-06-18,2008,6,18,29.6,6.7,118.0,15.75,0.729,0.306,0.265,0.051,1.001,0.237,0.188,0.505,0.064,0.177,6.315,1.563
1898,Cambodia,H033402,2017-04-20,2017,4,20,30.314,7.631,32.714,18.114,0.761,0.588,0.519,0.102,1.136,0.305,0.371,0.152,0.095,0.04,5.567,1.414
88,Cambodia,H033402,1995-12-19,1995,12,19,28.0,7.27,17.0,8.4,0.456,0.184,0.18,0.04,0.682,0.09,0.056,0.093,0.007,0.02,5.09,4.0
360,Cambodia,H033402,2000-04-10,2000,4,10,31.6,6.39,3.0,8.78,0.289,0.281,0.27,0.04,0.451,0.1,0.156,0.468,0.068,0.05,8.93,4.936
768,Cambodia,H033402,2005-10-20,2005,10,20,30.0,6.83,85.0,9.54,0.626,0.105,0.195,0.031,0.722,0.046,0.149,0.024,0.114,0.034,8.389,1.902
1242,Cambodia,H033402,2009-12-23,2009,12,23,28.5,7.32,21.5,9.49,0.4,0.293,0.249,0.052,0.69,0.092,0.22,0.062,0.117,0.054,5.6,2.163
