Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3503,Thailand,H310102,2015-02-16,2015,2,16,25.0,6.97,2.333,15.14,0.313,0.319,0.926,0.051,0.739,0.657,0.087,0.002,0.002,0.024,7.43,3.6
3004,Thailand,H310102,2001-01-15,2001,1,15,25.3,6.9,28.0,12.6,0.394,0.283,0.498,0.041,0.481,0.696,0.04,0.041,0.019,0.013,8.13,3.3
3323,Thailand,H310102,2011-06-14,2011,6,14,30.0,6.83,35.0,8.22,0.289,0.315,0.319,0.046,0.577,0.348,0.027,0.025,0.033,0.02,6.15,4.5
3422,Thailand,H310102,2013-11-18,2013,11,18,28.0,7.03,5.333,8.06,0.318,0.114,0.294,0.032,0.513,0.295,0.011,0.033,0.013,0.002,6.98,2.427
3592,Thailand,H310102,2018-08-14,2018,8,14,28.0,6.41,40.333,6.48,0.536,0.102,0.203,0.033,0.6,0.208,0.008,0.058,0.038,0.094,4.24,5.36
3099,Thailand,H310102,2005-02-14,2005,2,14,27.2,6.94,4.0,12.1,0.313,0.203,0.533,0.042,0.441,0.715,0.013,0.0,0.002,0.022,7.75,5.002
3156,Thailand,H310102,2006-11-13,2006,11,13,28.0,7.31,3.0,9.3,0.246,0.167,0.396,0.032,0.461,0.369,0.059,0.07,0.052,0.022,7.15,2.766
3673,Thailand,H310102,2020-06-15,2020,6,15,30.0,6.82,53.833,9.25,0.222,0.293,0.474,0.038,0.509,0.338,0.287,0.131,0.1,0.062,4.83,6.527
3193,Thailand,H310102,2007-01-15,2007,1,15,24.0,7.32,3.667,10.97,0.286,0.19,0.445,0.045,0.471,0.455,0.084,0.105,0.022,0.01,8.0,3.254
3303,Thailand,H310102,2010-02-15,2010,2,15,28.5,7.61,3.0,13.93,0.409,0.097,0.911,0.066,0.521,0.799,0.025,0.0,0.013,0.007,5.5,3.349
3593,Thailand,H310102,2018-09-17,2018,9,17,31.0,6.59,48.333,6.1,0.279,0.073,0.161,0.024,0.427,0.143,0.005,0.09,0.051,0.091,6.61,3.64
3368,Thailand,H310102,2012-11-12,2012,11,12,29.0,6.73,2.667,12.13,0.417,0.156,0.563,0.023,0.556,0.545,0.067,0.015,0.021,0.048,6.8,3.14
