Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3728,Viet Nam,H039803,2003-09-15,2003,9,15,27.5,6.8,116.0,10.0,0.481,0.317,0.163,0.026,0.755,0.102,0.092,0.246,0.038,0.233,5.74,3.76
4083,Viet Nam,H039803,2009-02-15,2009,2,15,25.1,7.05,23.0,14.9,0.81,0.39,0.295,0.031,1.117,0.292,0.124,0.174,0.06,0.065,4.28,4.08
3771,Viet Nam,H039803,2004-10-15,2004,10,15,30.5,7.0,34.0,11.6,0.642,0.371,0.186,0.038,0.91,0.283,0.03,0.136,0.101,0.145,6.19,2.74
4061,Viet Nam,H039803,2008-11-15,2008,11,15,27.4,6.73,64.5,13.9,0.83,0.23,0.209,0.038,1.003,0.248,0.141,0.292,0.013,0.105,6.24,4.04
3832,Viet Nam,H039803,2005-05-15,2005,5,15,29.1,6.82,49.5,27.6,1.259,0.678,0.554,0.051,1.672,0.387,0.447,0.142,0.019,0.22,6.09,2.36
4287,Viet Nam,H039803,2018-09-15,2018,9,15,27.8,7.26,69.0,11.65,0.544,0.248,0.263,0.025,0.745,0.21,0.105,0.385,0.071,0.134,6.19,4.99
3723,Viet Nam,H039803,2003-04-15,2003,4,15,30.0,7.55,26.8,17.3,0.65,0.64,0.306,0.042,1.26,0.314,0.169,0.15,0.011,0.062,6.98,1.71
4103,Viet Nam,H039803,2009-04-15,2009,4,15,27.6,6.95,46.0,17.7,0.85,0.4,0.482,0.038,1.327,0.267,0.176,0.014,0.0,0.159,4.25,3.8
4214,Viet Nam,H039803,2014-09-15,2014,9,15,29.3,7.08,99.0,10.59,0.62,0.2,0.256,0.029,0.936,0.15,0.041,0.283,0.027,0.133,6.56,3.16
3916,Viet Nam,H039803,2006-11-15,2006,11,15,28.1,6.57,64.5,10.6,0.439,0.403,0.234,0.035,0.758,0.198,0.085,0.214,0.018,0.071,5.52,5.66
3765,Viet Nam,H039803,2004-01-15,2004,1,15,30.0,7.23,82.0,16.37,0.72,0.395,0.35,0.048,1.24,0.162,0.23,0.158,0.0,0.12,7.16,5.26
