Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
2402,Lao PDR,H320101,2008-12-17,2008,12,17,25.0,7.76,53.0,19.11,1.41,0.464,0.148,0.014,1.833,0.046,0.04,0.343,0.058,0.006,10.2,0.598
2193,Lao PDR,H320101,2004-06-18,2004,6,18,30.2,7.76,45.0,20.5,1.461,0.429,0.021,0.003,1.768,0.056,0.177,0.163,0.059,0.076,6.7,3.918
2240,Lao PDR,H320101,2005-03-21,2005,3,21,28.0,8.1,2.0,20.6,1.5,0.463,0.065,0.016,1.823,0.01,0.207,0.029,0.031,0.013,6.6,1.178
1963,Lao PDR,H320101,1987-02-13,1987,2,13,24.8,7.73,16.0,22.4,1.378,0.464,0.369,0.036,1.777,0.223,0.419,0.064,0.002,0.011,8.5,0.4
2596,Lao PDR,H320101,2015-03-18,2015,3,18,25.8,6.93,9.2,3.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.31,0.08,0.01,7.59,2.2
2040,Lao PDR,H320101,1995-07-20,1995,7,20,27.0,7.71,92.0,19.4,1.328,0.376,0.025,0.008,1.693,0.013,0.072,0.221,0.031,0.112,8.12,1.7
2243,Lao PDR,H320101,2005-07-16,2005,7,16,27.8,7.0,78.0,16.9,1.21,0.366,0.148,0.038,1.396,0.018,0.215,0.148,0.034,0.025,7.2,1.035
2109,Lao PDR,H320101,2001-08-17,2001,8,17,27.5,7.85,98.0,20.2,1.531,0.765,0.021,0.008,2.07,0.01,0.116,0.32,0.044,0.017,7.09,0.6
2479,Lao PDR,H320101,2010-08-17,2010,8,17,27.0,7.18,22.0,15.07,1.187,0.259,0.061,0.021,1.378,0.072,0.108,0.314,0.144,0.017,7.04,3.39
2084,Lao PDR,H320101,2000-09-14,2000,9,14,26.0,8.82,100.0,12.3,1.018,0.343,0.111,0.07,1.208,0.038,0.055,0.011,0.092,0.047,7.534,6.2
2444,Lao PDR,H320101,2009-04-16,2009,4,16,26.0,7.71,11.0,21.66,1.513,0.603,0.11,0.014,2.066,0.058,0.055,0.069,0.015,0.022,6.87,1.338
2400,Lao PDR,H320101,2008-08-16,2008,8,16,28.0,6.5,89.0,16.0,1.365,0.226,0.021,0.031,1.547,0.029,0.085,0.184,0.047,0.022,6.3,2.093
2401,Lao PDR,H320101,2008-09-17,2008,9,17,26.0,6.62,89.0,18.6,1.446,0.405,0.02,0.021,1.902,0.042,0.094,0.202,0.058,0.02,7.14,2.172
2054,Lao PDR,H320101,1996-01-16,1996,1,16,24.0,7.91,3.0,20.0,1.546,0.461,0.114,0.026,1.961,0.029,0.259,0.188,0.019,0.008,9.93,0.3
2595,Lao PDR,H320101,2015-01-29,2015,1,29,22.5,7.6,9.0,7.8,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.25,0.01,0.08,8.5,1.2
2244,Lao PDR,H320101,2005-08-18,2005,8,18,26.9,6.6,82.0,13.7,1.015,0.239,0.043,0.027,1.22,0.004,0.058,0.089,0.019,0.014,7.4,2.435
2531,Lao PDR,H320101,2013-08-15,2013,8,15,26.3,7.29,33.5,18.6,1.349,0.313,0.096,0.016,1.64,0.068,0.096,0.212,0.01,0.03,8.0,0.8
1955,Lao PDR,H320101,1986-07-29,1986,7,29,24.6,7.46,78.0,16.8,1.502,0.16,0.208,0.009,1.605,0.028,0.106,0.069,0.01,0.008,7.36,1.5
2017,Lao PDR,H320101,1993-07-14,1993,7,14,27.4,7.6,56.0,15.9,1.422,0.191,0.035,0.026,1.557,0.012,0.152,0.009,0.027,0.015,7.26,2.0
2041,Lao PDR,H320101,1995-10-13,1995,10,13,24.0,8.36,97.0,21.2,1.573,0.458,0.13,0.025,1.907,0.037,0.172,0.199,0.02,0.147,8.56,1.1
2517,Lao PDR,H320101,2012-10-13,2012,10,13,27.0,8.85,6.0,17.48,1.254,0.226,0.189,0.064,1.608,0.067,0.024,0.285,0.08,0.016,8.1,1.166
2530,Lao PDR,H320101,2013-07-26,2013,7,26,25.3,6.96,111.5,13.5,0.918,0.263,0.065,0.023,1.2,0.014,0.08,0.194,0.02,0.2,7.15,4.02
2506,Lao PDR,H320101,2011-08-17,2011,8,17,27.0,7.4,17.0,17.4,1.444,0.254,0.028,0.015,1.639,0.141,0.088,0.196,0.017,0.014,6.78,1.387
2599,Lao PDR,H320101,2015-07-29,2015,7,29,24.4,7.5,94.0,15.2,1.3,0.263,0.009,0.033,1.46,0.027,0.146,0.27,0.06,0.01,6.3,5.0
2245,Lao PDR,H320101,2005-09-05,2005,9,5,26.0,7.05,74.0,18.9,1.402,0.408,0.047,0.029,1.72,0.026,0.206,0.186,0.015,0.015,6.44,2.13
1962,Lao PDR,H320101,1987-01-19,1987,1,19,22.0,7.42,88.0,21.4,1.249,0.493,0.336,0.037,1.713,0.117,0.323,0.081,0.019,0.012,8.2,0.1
2597,Lao PDR,H320101,2015-04-21,2015,4,21,26.5,7.25,18.0,3.6,0.295,0.082,0.017,0.019,0.36,0.054,0.042,0.39,0.01,0.02,7.26,2.7
2246,Lao PDR,H320101,2005-10-14,2005,10,14,26.8,7.02,60.0,18.1,1.389,0.312,0.049,0.03,1.605,0.086,0.155,0.234,0.025,0.013,6.72,2.2
2248,Lao PDR,H320101,2005-12-12,2005,12,12,25.3,7.0,20.0,17.8,1.307,0.263,0.154,0.028,1.603,0.075,0.062,0.056,0.054,0.006,7.53,0.376
2478,Lao PDR,H320101,2010-06-17,2010,6,17,26.0,7.18,15.0,6.64,0.453,0.091,0.085,0.036,0.456,0.054,0.126,0.209,0.118,0.019,5.54,2.94
1992,Lao PDR,H320101,1991-08-15,1991,8,15,27.0,7.45,84.0,19.4,1.191,0.578,0.12,0.042,1.664,0.018,0.241,0.248,0.023,0.015,7.19,0.4
2297,Lao PDR,H320101,2006-05-17,2006,5,17,30.1,7.54,29.0,16.1,1.105,0.451,0.089,0.021,1.402,0.075,0.143,0.33,0.025,0.019,7.8,1.211
2038,Lao PDR,H320101,1995-05-13,1995,5,13,29.0,7.6,7.0,18.4,1.067,0.655,0.08,0.018,1.365,0.046,0.302,0.14,0.046,0.022,7.21,2.0
2352,Lao PDR,H320101,2007-09-13,2007,9,13,26.0,6.65,96.0,16.43,1.345,0.304,0.048,0.021,1.424,0.085,0.104,0.178,0.042,0.023,10.388,2.379
2446,Lao PDR,H320101,2009-12-13,2009,12,13,23.0,7.49,26.0,12.0,0.875,0.296,0.06,0.017,1.085,0.091,0.032,0.18,0.026,0.01,6.7,0.88
1956,Lao PDR,H320101,1986-09-11,1986,9,11,25.6,7.55,85.0,17.1,1.168,0.525,0.046,0.016,1.718,0.007,0.105,0.173,0.0,0.004,6.39,1.6
2002,Lao PDR,H320101,1992-09-12,1992,9,12,27.0,7.92,60.0,19.4,1.394,0.398,0.133,0.044,1.602,0.123,0.295,0.302,0.065,0.025,8.5,1.0
2553,Lao PDR,H320101,2014-05-16,2014,5,16,27.9,7.32,21.0,8.22,0.54,0.06,0.01,0.02,0.38,0.05,0.16,0.1,0.08,0.02,5.65,1.9
2241,Lao PDR,H320101,2005-05-10,2005,5,10,29.0,7.87,12.0,18.92,1.34,0.438,0.095,0.075,1.611,0.076,0.173,0.008,0.051,0.022,7.1,0.727
2477,Lao PDR,H320101,2010-04-19,2010,4,19,28.0,7.2,8.0,4.57,0.197,0.203,0.068,0.029,0.369,0.03,0.083,0.069,0.082,0.021,7.47,2.728
2154,Lao PDR,H320101,2003-06-17,2003,6,17,26.0,7.03,40.0,14.7,1.133,0.292,0.086,0.014,1.359,0.043,0.074,0.29,0.075,0.043,6.9,2.1
2242,Lao PDR,H320101,2005-06-16,2005,6,16,28.5,7.25,75.0,17.8,1.208,0.516,0.145,0.036,1.374,0.111,0.404,0.247,0.025,0.033,6.9,1.078
2018,Lao PDR,H320101,1993-08-16,1993,8,16,27.4,7.3,100.0,16.3,1.456,0.23,0.039,0.022,1.661,0.012,0.112,0.152,0.011,0.046,7.88,1.2
2016,Lao PDR,H320101,1993-03-17,1993,3,17,26.8,7.78,4.0,26.3,1.537,0.688,0.09,0.021,1.876,0.17,0.449,0.046,0.026,0.017,8.12,0.1
2480,Lao PDR,H320101,2010-12-15,2010,12,15,27.0,7.65,18.0,18.07,1.508,0.33,0.058,0.016,1.804,0.041,0.066,0.207,0.028,0.015,8.93,1.3
2195,Lao PDR,H320101,2004-09-15,2004,9,15,26.0,7.17,75.0,16.5,1.34,0.268,0.017,0.003,1.41,0.009,0.219,0.292,0.03,0.005,6.95,2.031
2194,Lao PDR,H320101,2004-08-19,2004,8,19,28.0,6.8,65.0,17.1,1.422,0.243,0.012,0.003,1.5,0.009,0.172,0.244,0.069,0.005,6.73,1.665
2532,Lao PDR,H320101,2013-10-29,2013,10,29,22.8,7.66,89.5,15.76,1.302,0.257,0.037,0.017,1.57,0.032,0.104,0.22,0.01,0.12,8.41,2.26
2001,Lao PDR,H320101,1992-07-14,1992,7,14,29.0,8.35,46.0,21.1,1.448,0.549,0.183,0.03,1.794,0.008,0.323,0.244,0.037,0.016,7.82,1.8
2039,Lao PDR,H320101,1995-06-15,1995,6,15,26.0,8.15,25.0,19.4,1.574,0.308,0.053,0.017,1.675,0.032,0.131,0.54,0.016,0.031,8.95,4.1
