MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H011200,2004-11-18,2004,11,18,23.2,8.05,48.0,22.6,1.417,0.523,0.062,0.005,1.416,0.043,0.631,0.201,0.015,0.01,7.8,0.483
Lao PDR,H011200,2016-02-23,2016,2,23,23.9,7.99,25.0,28.2,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.29,0.04,0.07,7.6,1.28
Lao PDR,H011200,2004-08-17,2004,8,17,26.2,6.92,110.0,16.6,1.24,0.336,0.04,0.006,1.3,0.032,0.324,0.332,0.059,0.039,8.0,2.103
Lao PDR,H011200,2004-09-15,2004,9,15,24.3,7.69,85.0,17.4,1.189,0.495,0.042,0.006,1.353,0.05,0.323,0.474,0.018,0.015,7.4,1.126
Lao PDR,H011200,2005-06-15,2005,6,15,26.1,7.73,34.0,26.1,1.47,0.54,0.495,0.052,1.613,0.237,0.54,0.374,0.083,0.074,6.8,2.696
Lao PDR,H011200,2013-05-17,2013,5,17,27.0,8.14,20.0,29.8,1.55,0.72,0.4,0.0717948717948717,2.04,0.2732394366197183,0.4,0.33,0.01,0.03,5.03,0.64
Lao PDR,H011200,2015-02-19,2015,2,19,24.16,7.88,45.0,27.7,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.23,0.02,0.1,5.44,3.0
Lao PDR,H011200,2012-10-16,2012,10,16,26.0,7.8,72.0,21.8,1.314,0.51,0.254,0.087,1.546,0.173,0.43,0.369,0.078,0.069,6.9,2.3
Lao PDR,H011200,2016-11-23,2016,11,23,25.5,7.4,80.0,13.7,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.22,0.01,0.02,6.35,2.56
Lao PDR,H011200,2015-03-19,2015,3,19,25.9,8.05,20.0,27.8,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.2,0.01,0.05,6.55,2.4
Thailand,H011200,2009-04-20,2009,4,20,26.6,7.78,68.0,29.6,1.586,0.7,0.49,0.055,1.956,0.331,0.581,0.426,0.021,0.036,7.36,4.1
Lao PDR,H011200,2004-12-16,2004,12,16,28.0,8.0,58.0,24.6,1.597,0.66,0.091,0.002,1.74,0.189,0.488,0.178,0.05,0.011,9.0,0.433
Lao PDR,H011200,2004-10-18,2004,10,18,28.9,7.81,52.0,19.15,1.292,0.522,0.064,0.006,1.42,0.124,0.358,0.186,0.041,0.018,6.23,1.118
Lao PDR,H011200,2007-12-17,2007,12,17,20.4,7.48,84.0,21.3,1.302,0.471,0.306,0.041,1.774,0.222,0.156,0.237,0.054,0.041,6.013,1.685
Lao PDR,H011200,2011-06-14,2011,6,14,27.8,7.63,33.0,20.36,1.337,0.461,0.288,0.034,1.812,0.154,0.186,0.223,0.012,0.041,6.17,1.854
Lao PDR,H011200,2016-12-22,2016,12,22,25.0,7.02,102.0,12.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.32,0.02,0.04,6.5,1.98
