MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Thailand,H013101,2009-04-20,2009,4,20,31.0,7.43,24.49999999999994,24.9,1.533834586466165,0.7127819548872182,0.5121313614615051,0.0549744245524296,1.872611464968153,0.2820846262341325,0.3971663543618571,0.3161200279134682,0.0282656975570361,0.0479702205365922,6.65,1.6551724137931032
Thailand,H013101,2005-05-18,2005,5,18,29.0,7.28,21.999999999999936,25.02,1.209,0.683,0.5353498176464684,0.0473259232606912,1.7729349736379616,0.4032599999999999,0.497647303768478,0.309,0.0626,0.042,7.05,2.2861422999999967
Thailand,H013101,2007-03-13,2007,3,13,29.0,8.19,25.83333333333333,24.9,1.3238770685579195,0.5673758865248226,0.4646288900312389,0.0362750686635228,1.8113207547169807,0.3294715719063545,0.3276542668969551,0.06,0.0510204081632653,0.0590009821804405,7.45,1.2743362831858398
Thailand,H013101,1989-04-18,1989,4,18,30.5,8.83,7.0,26.5,1.473,0.557,0.618,0.057,1.868,0.37,0.277,0.054,0.015,0.076,7.22,1.2
Thailand,H013101,2014-07-15,2014,7,15,28.5,7.46,117.99999999999996,14.13,0.722077922077922,0.2753246753246753,0.4066855154414963,0.0322046035805626,1.003717472118959,0.2685714285714286,0.2493295856756194,0.169351196748457,0.0176446109030378,0.1109483705602343,6.59,5.505882352941177
Thailand,H013101,1994-03-14,1994,3,14,28.5,8.4,24.0,25.4,1.428,0.558,0.484,0.048,1.864,0.198,0.476,0.121,0.097,0.043,8.72,0.7
Thailand,H013101,2007-12-17,2007,12,17,26.0,8.05,72.99999999999987,22.21,1.2583430571761958,0.4480746791131855,0.4305350152240104,0.0404006162254911,1.787003610108303,0.2258744525547444,0.3242195632937747,0.275,0.0746701744883352,0.0942459623855135,8.15,2.30232558139535
Thailand,H013101,2011-12-20,2011,12,20,22.0,6.835,32.5,19.87,1.3609605788423154,0.484771698889346,0.3297977381470205,0.0289322250639386,1.779661016949153,0.1887672778561354,0.3348063710181137,0.2352032938754503,0.0184716544459585,0.1072194424588992,7.6,1.0714285714285725
Thailand,H013101,2013-01-14,2013,1,14,22.0,6.22,17.16666666666679,22.9,1.536741516966068,0.5943315508021391,0.384723792953458,0.05146547314578,1.994981179422836,0.1860112834978843,0.3437455756818655,0.0806080147397512,0.0164670658682634,0.119661266568483,8.61,0.613636363636365
Thailand,H013101,2020-07-13,2020,7,13,28.0,7.65,48.5833333333334,24.66,1.1904445919044462,0.6208461390703035,0.5724771639843411,0.0465984654731457,1.399474375821288,0.4301694915254238,0.5735311263793462,0.3599083036169128,0.0734616994558392,0.1127674500175377,5.89,2.4861878453038666
