MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H988114,2005-08-15,2005,8,15,28.4,7.13,87.0,13.5,0.771,0.299,0.257,0.055,0.728,0.216,0.401,0.195,0.113,0.173,5.92,3.02
Viet Nam,H988114,2009-01-15,2009,1,15,27.5,6.86,51.5,14.2,0.68,0.35,0.353,0.033,1.143,0.28,0.091,0.369,0.0,0.225,6.0,4.16
Viet Nam,H988114,2017-09-15,2017,9,15,28.88,6.31,87.0,11.57,0.629,0.2309999999999999,0.251,0.076,0.689,0.186,0.226,0.222,0.063,0.179,4.81,4.09
Viet Nam,H988114,2015-09-15,2015,9,15,27.1,6.94,42.0,12.8,0.897,0.2159999999999999,0.213,0.032,1.17,0.204,0.045,0.254,0.078,0.176,5.22,2.16
Viet Nam,H988114,2009-04-15,2009,4,15,26.9,6.72,47.0,17.7,0.82,0.46,0.352,0.034,1.287,0.196,0.181,0.297,0.0,0.162,3.25,3.76
Viet Nam,H988114,2005-12-15,2005,12,15,25.2,7.41,58.0,11.5,0.612,0.26,0.232,0.039,0.838,0.138,0.119,0.294,0.019,0.207,6.66,1.87
Viet Nam,H988114,2017-04-15,2017,4,15,30.02,6.55,64.0,23.1,1.052,0.71,0.405,0.069,1.381,0.441,0.564,0.245,0.118,0.046,4.06,2.56
Viet Nam,H988114,2007-08-15,2007,8,15,28.2,6.8,69.5,11.6,0.658,0.261,0.202,0.043,0.741,0.276,0.155,0.209,0.14,0.111,6.41,4.11
Viet Nam,H988114,2005-10-15,2005,10,15,25.1,7.26,92.5,11.3,0.651,0.236,0.18,0.033,0.873,0.103,0.082,0.072,0.013,0.153,4.58,2.76
Viet Nam,H988114,2006-09-15,2006,9,15,25.5,6.89,114.0,10.6,0.613,0.259,0.163,0.039,0.784,0.192,0.099,0.568,0.048,0.157,5.04,6.97
Viet Nam,H988114,2009-05-15,2009,5,15,28.0,6.89,52.5,17.6,0.8,0.42,0.524,0.034,1.262,0.211,0.22,0.499,0.056,0.19,6.01,3.43
Viet Nam,H988114,2018-09-15,2018,9,15,27.9,7.46,64.0,11.34,0.554,0.257,0.266,0.027,0.794,0.2,0.099,0.302,0.07,0.13,4.82,5.63
Viet Nam,H988114,2005-02-15,2005,2,15,27.5,7.31,45.5,18.8,1.03,0.46,0.395,0.038,1.3,0.341,0.172,0.179,0.05,0.178,5.87,2.47
Viet Nam,H988114,2009-03-15,2009,3,15,27.8,6.52,31.0,16.4,0.85,0.37,0.412,0.026,1.312,0.204,0.141,0.145,0.0,0.058,3.47,4.65
Viet Nam,H988114,2008-10-15,2008,10,15,28.5,6.34,114.0,13.1,0.52,0.51,0.318,0.04,0.998,0.32,0.065,0.23,0.0,0.23,5.58,4.02
Viet Nam,H988114,2015-10-15,2015,10,15,27.7,6.9,66.0,12.44,0.632,0.388,0.254,0.03,0.925,0.298,0.118,0.243,0.109,0.125,5.59,2.63
Viet Nam,H988114,2012-04-15,2012,4,15,28.47,7.48,94.0,21.4,1.14,0.4460000000000002,0.381,0.055,1.12,0.386,0.67,0.353,0.02,0.143,5.7,2.63
Viet Nam,H988114,2008-12-15,2008,12,15,28.5,6.95,98.0,11.2,0.5,0.25,0.348,0.027,0.866,0.253,0.098,0.109,0.029,0.195,5.12,4.26
Viet Nam,H988114,2007-05-15,2007,5,15,27.2,6.9,45.5,21.0,1.092,0.4769999999999998,0.531,0.045,1.159,0.378,0.409,0.016,0.029,0.086,5.23,3.12
Viet Nam,H988114,2012-10-15,2012,10,15,27.42,7.24,64.0,10.22,0.635,0.0839999999999999,0.248,0.068,0.675,0.279,0.044,0.116,0.0,0.084,5.99,3.08
Viet Nam,H988114,2005-07-15,2005,7,15,27.6,6.75,114.0,16.1,0.801,0.396,0.312,0.091,0.802,0.286,0.357,0.319,0.091,0.136,5.87,4.08
Viet Nam,H988114,2010-10-15,2010,10,15,28.0,7.01,90.0,12.04,0.43,0.35,0.342,0.023,0.921,0.098,0.107,0.18,0.016,0.2,2.514976635112337,9.22
Viet Nam,H988114,2010-03-15,2010,3,15,29.2,7.7,27.5,16.18,0.42,0.78,0.412,0.026,1.188,0.204,0.245,0.292,0.0,0.018,5.534460724005106,2.97
Viet Nam,H988114,2011-09-15,2011,9,15,28.0,7.25,84.0,9.6,0.543,0.269,0.206,0.027,0.895,0.087,0.058,0.208,0.034,0.248,4.51,2.63
Viet Nam,H988114,2013-03-15,2013,3,15,28.7,8.12,75.0,19.8,1.13,0.415,0.392,0.094,1.425,0.37,0.276,0.089,0.0,0.082,6.02,1.72
Viet Nam,H988114,2006-02-15,2006,2,15,25.3,7.39,40.5,15.0,0.859,0.2669999999999999,0.314,0.043,0.97,0.287,0.137,0.392,0.014,0.101,6.45,2.73
Viet Nam,H988114,2015-03-15,2015,3,15,29.8,7.61,71.0,22.1,0.781,0.6569999999999999,0.493,0.064,1.204,0.337,0.549,0.41,0.0,0.151,4.81,2.8
Viet Nam,H988114,2011-03-15,2011,3,15,27.3,6.8,55.0,19.29,1.104,0.5289999999999999,0.394,0.039,1.223,0.357,0.327,0.098,0.0,0.104,4.16,3.53
Viet Nam,H988114,2018-04-15,2018,4,15,30.3,8.2,23.0,22.7,0.948,0.732,0.393,0.041,1.117,0.467,0.564,0.285,0.049,0.024,4.76,3.37
Viet Nam,H988114,2005-01-15,2005,1,15,26.9,7.28,41.0,15.8,0.796,0.3169999999999999,0.333,0.04,1.093,0.292,0.202,0.266,0.056,0.025,6.32,3.27
Viet Nam,H988114,2019-09-16,2019,9,16,29.1,7.32,52.0,8.18,0.338,0.18,0.196,0.061,0.485,0.142,0.184,0.325,0.095,0.237,5.01,3.32
Viet Nam,H988114,2014-03-15,2014,3,15,30.7,7.15,33.5,17.880000000000003,0.706,0.55,0.33,0.048,1.368,0.191,0.223,0.213,0.004,0.067,5.25,3.3
Viet Nam,H988114,2013-04-15,2013,4,15,27.9,6.81,81.0,21.2,1.13,0.6060000000000001,0.416,0.11,1.354,0.485,0.289,0.2,0.041,0.192,6.75,3.17
Viet Nam,H988114,2009-02-15,2009,2,15,27.9,6.75,91.0,15.4,0.79,0.36,0.325,0.034,1.242,0.221,0.132,0.354,0.015,0.185,5.41,3.35
Viet Nam,H988114,2008-09-15,2008,9,15,28.6,6.6,62.5,13.0,0.61,0.46,0.226,0.036,1.033,0.271,0.117,0.03,0.03,0.109,5.85,2.75
Viet Nam,H988114,2011-04-15,2011,4,15,27.0,6.92,57.0,19.48,1.354,0.268,0.388,0.036,1.445,0.25,0.313,0.17,0.102,0.104,4.8,2.32
