MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H451303,2010-03-15,2010,3,15,26.1,6.91,36.0,6.31,0.35,0.12,0.126,0.042,0.405,0.186,0.023,0.186,0.017,0.051,6.061010584071422,4.82
Viet Nam,H451303,2018-04-15,2018,4,15,27.7,6.82,20.0,6.67,0.247,0.198,0.148,0.013,0.428,0.104,0.085,0.293,0.103,0.059,5.06,3.37
Viet Nam,H451303,2009-03-15,2009,3,15,26.0,6.48,41.0,8.3,0.27,0.25,0.256,0.037,0.723,0.069,0.032,0.22,0.003,0.058,5.43,1.86
Viet Nam,H451303,2006-01-15,2006,1,15,19.8,6.87,32.5,6.2,0.241,0.138,0.211,0.037,0.475,0.042,0.112,0.366,0.038,0.13,6.92,2.02
Viet Nam,H451303,2014-04-15,2014,4,15,25.9,6.83,31.0,10.46,0.58,0.286,0.2,0.041,0.878,0.098,0.054,0.265,0.014,0.038,6.17,2.64
Viet Nam,H451303,2010-10-15,2010,10,15,27.2,7.19,45.0,3.75,0.15,0.11,0.086,0.021,0.202,0.106,0.027,0.478,0.014,0.152,6.424621474203912,3.08
Viet Nam,H451303,2019-09-16,2019,9,16,26.3,7.22,41.0,9.51,0.323,0.336,0.233,0.078,0.694,0.121,0.106,0.103,0.0,0.11,6.15,3.4
Viet Nam,H451303,2019-04-16,2019,4,16,27.3,6.86,30.0,6.37,0.181,0.16,0.248,0.074,0.455,0.088,0.056,0.195,0.004,0.129,5.22,4.19
Viet Nam,H451303,2017-09-15,2017,9,15,26.2,6.61,77.0,9.45,0.385,0.2229999999999999,0.265,0.062,0.492,0.182,0.193,0.508,0.0,0.179,6.47,4.01
Viet Nam,H451303,2009-04-15,2009,4,15,25.7,6.48,68.0,8.4,0.25,0.22,0.321,0.019,0.605,0.185,0.037,0.068,0.0,0.042,4.35,3.16
Viet Nam,H451303,2006-11-15,2006,11,15,24.8,6.54,83.0,5.9,0.174,0.245,0.171,0.031,0.47,0.1,0.061,0.314,0.014,0.105,7.96,2.46
Viet Nam,H451303,2008-02-15,2008,2,15,29.2,6.53,31.0,6.6,0.19,0.208,0.224,0.032,0.379,0.207,0.063,0.451,0.067,0.059,5.35,4.0
Viet Nam,H451303,2012-04-15,2012,4,15,28.35,7.47,61.0,6.5,0.24,0.204,0.195,0.037,0.31,0.242,0.062,0.452,0.003,0.094,6.12,4.38
Viet Nam,H451303,2011-09-15,2011,9,15,27.9,7.01,39.0,7.8,0.402,0.149,0.15,0.008,0.543,0.181,0.027,0.213,0.01,0.092,6.09,3.59
Viet Nam,H451303,2004-10-15,2004,10,15,24.5,7.06,47.5,5.91,0.188,0.186,0.181,0.035,0.356,0.237,0.008,0.227,0.103,0.089,8.2,2.18
Viet Nam,H451303,2015-10-15,2015,10,15,26.2,7.36,24.0,9.2,0.643,0.1149999999999999,0.189,0.02,0.652,0.132,0.053,0.456,0.063,0.035,6.48,1.95
Viet Nam,H451303,2019-03-15,2019,3,15,27.5,7.37,23.0,6.53,0.141,0.253,0.194,0.069,0.455,0.106,0.036,0.454,0.024,0.027,6.4,3.7
Viet Nam,H451303,2010-09-15,2010,9,15,27.9,6.52,46.0,8.91,0.51,0.12,0.187,0.055,0.639,0.129,0.14,0.317,0.019,0.093,5.470752231252893,3.31
Viet Nam,H451303,2007-04-15,2007,4,15,29.5,7.22,34.0,7.6,0.228,0.229,0.246,0.056,0.606,0.008,0.064,0.338,0.026,0.171,7.55,2.54
Viet Nam,H451303,2008-01-15,2008,1,15,26.3,6.3,48.0,6.6,0.189,0.259,0.119,0.034,0.35,0.205,0.046,0.543,0.016,0.091,5.73,2.95
Viet Nam,H451303,2018-03-15,2018,3,15,26.2,7.16,69.0,7.25,0.277,0.187,0.179,0.017,0.439,0.113,0.098,0.497,0.1,0.066,4.94,3.74
Viet Nam,H451303,2005-03-15,2005,3,15,26.5,7.63,2.5,6.8,0.186,0.157,0.226,0.046,0.326,0.251,0.072,0.36,0.031,0.067,7.73,2.0
Viet Nam,H451303,2011-03-15,2011,3,15,26.9,6.63,22.0,6.96,0.292,0.134,0.185,0.016,0.416,0.196,0.019,0.26,0.011,0.038,6.29,1.74
Viet Nam,H451303,2006-10-15,2006,10,15,19.8,7.04,25.5,5.7,0.184,0.2,0.153,0.033,0.375,0.162,0.027,0.343,0.0,0.177,6.41,2.73
Viet Nam,H451303,2008-07-15,2008,7,15,27.5,6.37,116.0,7.7,0.253,0.152,0.334,0.039,0.247,0.402,0.042,0.432,0.102,0.141,6.72,2.83
Viet Nam,H451303,2017-03-15,2017,3,15,26.1,6.57,34.0,7.01,0.208,0.157,0.269,0.049,0.417,0.128,0.098,0.381,0.065,0.022,5.8,2.05
Viet Nam,H451303,2011-10-15,2011,10,15,27.4,7.07,33.0,6.0,0.281,0.0949999999999999,0.211,0.012,0.405,0.145,0.027,0.27,0.003,0.17,7.44,3.91
Viet Nam,H451303,2006-07-15,2006,7,15,21.4,7.08,60.0,6.6,0.225,0.116,0.221,0.059,0.357,0.249,0.057,0.401,0.136,0.135,7.12,3.36
Viet Nam,H451303,2005-02-15,2005,2,15,25.5,7.28,9.0,6.2,0.169,0.111,0.289,0.041,0.26,0.251,0.066,0.31,0.023,0.141,7.92,3.46
Viet Nam,H451303,2005-10-15,2005,10,15,26.4,7.2,58.5,5.8,0.154,0.217,0.177,0.043,0.452,0.015,0.101,0.436,0.012,0.048,7.86,2.0
Viet Nam,H451303,2007-06-15,2007,6,15,27.7,6.98,117.5,7.2,0.16,0.29,0.242,0.052,0.583,0.103,0.089,0.171,0.003,0.03,7.61,7.55
Viet Nam,H451303,2009-02-15,2009,2,15,27.2,6.63,19.5,6.9,0.029,0.4009999999999999,0.182,0.021,0.376,0.213,0.045,0.178,0.0,0.054,6.23,2.45
Viet Nam,H451303,2010-04-15,2010,4,15,25.7,6.94,31.0,5.62,0.26,0.13,0.118,0.038,0.4,0.166,0.011,0.064,0.052,0.052,3.6129421707177287,5.29
Viet Nam,H451303,2005-05-15,2005,5,15,27.5,7.38,10.5,7.5,0.165,0.178,0.278,0.057,0.328,0.287,0.103,0.108,0.029,0.061,7.36,2.24
Viet Nam,H451303,2007-12-15,2007,12,15,23.5,6.38,95.0,6.3,0.169,0.2389999999999999,0.187,0.022,0.323,0.201,0.099,0.486,0.022,0.17,7.63,3.15
Viet Nam,H451303,2006-02-15,2006,2,15,20.7,6.69,8.8,6.0,0.179,0.194,0.217,0.035,0.385,0.185,0.026,0.381,0.03,0.169,6.78,1.76
Viet Nam,H451303,2006-06-15,2006,6,15,26.0,6.73,46.0,7.4,0.269,0.2089999999999999,0.202,0.049,0.272,0.34,0.073,0.386,0.142,0.225,7.17,2.59
Viet Nam,H451303,2013-03-15,2013,3,15,27.4,7.08,69.0,6.0,0.32,0.104,0.13,0.035,0.3,0.166,0.062,0.388,0.003,0.175,6.52,4.13
Viet Nam,H451303,2004-09-15,2004,9,15,23.0,7.18,78.0,5.6,0.208,0.186,0.157,0.036,0.473,0.094,0.028,0.304,0.08,0.089,8.2,3.0
Viet Nam,H451303,2005-11-15,2005,11,15,28.5,7.2,45.5,6.8,0.202,0.256,0.185,0.047,0.566,0.043,0.061,0.499,0.017,0.029,7.94,1.69
Viet Nam,H451303,2007-03-15,2007,3,15,31.2,7.0,18.5,7.5,0.208,0.398,0.167,0.046,0.535,0.134,0.087,0.357,0.023,0.05,9.07,1.68
Viet Nam,H451303,2020-04-16,2020,4,16,27.5,7.25,78.0,6.03,0.229,0.094,0.21,0.038,0.392,0.091,0.08,0.19,0.079,0.076,5.14,3.06
Viet Nam,H451303,2014-03-15,2014,3,15,25.5,7.07,28.0,10.13,0.398,0.3159999999999999,0.289,0.033,0.959,0.098,0.073,0.114,0.03,0.102,6.85,2.12
Viet Nam,H451303,2005-01-15,2005,1,15,24.2,7.26,11.5,7.7,0.136,0.317,0.215,0.035,0.372,0.226,0.143,0.359,0.042,0.029,7.87,2.0
Viet Nam,H451303,2004-12-15,2004,12,15,20.0,7.26,3.5,6.0,0.168,0.1879999999999999,0.21,0.039,0.325,0.195,0.044,0.162,0.081,0.098,7.9,1.65
Viet Nam,H451303,2020-03-15,2020,3,15,26.85,7.4,27.0,7.2,0.229,0.215,0.262,0.051,0.54,0.195,0.011,0.257,0.086,0.081,5.67,2.82
