MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H013401,2008-02-13,2008,2,13,23.5,7.0,27.0,23.5,1.339,0.645,0.482,0.039,1.778,0.322,0.368,0.154,0.046,0.049,9.64,0.991
Lao PDR,H013401,2002-12-17,2002,12,17,26.0,7.27,76.0,15.6,1.477,0.101,0.102,0.02,1.815,0.132,0.115,0.002,0.029,0.024,6.51,0.5
Lao PDR,H013401,2002-06-15,2002,6,15,29.4,8.01,90.0,23.8,0.932,0.137,0.09,0.011,1.806,0.098,0.087,0.2,0.095,0.033,7.93,1.124
Lao PDR,H013401,2004-02-20,2004,2,20,23.0,8.28,22.0,13.2,0.689,0.47,0.16,0.005,0.871,0.158,0.281,0.051,0.018,0.025,7.1,1.168
Lao PDR,H013401,2007-04-22,2007,4,22,31.0,7.23,74.0,25.8,1.445,0.545,0.397,0.01,1.761,0.328,0.425,0.132,0.078,0.057,10.822,2.669
Lao PDR,H013401,2003-07-18,2003,7,18,30.0,7.31,93.0,19.13,1.367,0.388,0.234,0.042,1.503,0.158,0.258,0.215,0.041,0.037,6.91,1.3
Lao PDR,H013401,2015-04-21,2015,4,21,27.7,8.14,24.0,23.8,1.55,0.691358024691358,0.3826086956521739,0.0589743589743589,1.4,0.5352112676056338,0.5208333333333334,0.44,0.01,0.03,5.85,1.6
Lao PDR,H013401,2006-05-17,2006,5,17,28.9,7.6,36.0,25.3,1.325,0.626,0.423,0.032,1.755,0.298,0.329,0.033,0.056,0.032,5.5,0.86
Lao PDR,H013401,2016-12-19,2016,12,19,28.2,6.88,29.4,22.2,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.3,0.01,0.03,6.34,3.12
Lao PDR,H013401,2013-06-13,2013,6,13,25.7,7.03,65.0,18.7,1.0,0.6172839506172839,0.3260869565217391,0.023076923076923,1.4,0.2338028169014084,0.3541666666666667,0.38,0.03,0.13,8.64,2.0
Lao PDR,H013401,2007-05-19,2007,5,19,31.0,7.7,25.0,29.0,1.523,0.631,0.587,0.016,1.811,0.3,0.551,0.143,0.039,0.011,7.865,0.138
Lao PDR,H013401,2005-03-21,2005,3,21,28.0,7.9,6.0,26.5,1.568,0.458,0.47,0.051,1.86,0.277,0.481,0.21,0.036,0.023,5.3,0.088
Lao PDR,H013401,2016-06-20,2016,6,20,30.1,7.31,54.25,20.9,1.01995012468827,0.5530864197530864,0.3760869565217391,0.0552429667519181,1.0264,0.4890140845070422,0.3125,0.33,0.05,0.01,6.18,2.8
Lao PDR,H013401,2002-03-19,2002,3,19,26.1,8.1,42.0,24.5,1.467,0.167,0.116,0.012,1.907,0.24,0.463,0.095,0.068,0.018,7.11,1.2
Lao PDR,H013401,2003-01-14,2003,1,14,23.0,7.64,22.0,19.5,1.472,0.376,0.168,0.06,1.641,0.173,0.201,0.178,0.03,0.04,7.1,1.6
Lao PDR,H013401,2009-10-17,2009,10,17,27.0,7.47,23.0,21.13,1.542,0.472,0.219,0.03,1.808,0.127,0.233,0.288,0.056,0.058,5.85,0.9
Lao PDR,H013401,2008-03-14,2008,3,14,24.5,7.97,10.0,25.0,1.438,0.527,0.4,0.041,2.03,0.4,0.209,0.212,0.023,0.018,8.56,1.555
Lao PDR,H013401,2008-05-15,2008,5,15,30.0,7.57,10.0,19.65,1.073,0.457,0.38,0.038,1.309,0.337,0.283,0.494,0.017,0.064,8.64,1.276
Lao PDR,H013401,2004-04-20,2004,4,20,24.8,6.68,20.0,24.6,1.51,0.573,0.195,0.006,1.772,0.244,0.469,0.054,0.009,0.013,6.7,1.175
Lao PDR,H013401,2002-11-15,2002,11,15,26.0,7.43,103.0,18.2,1.489,0.201,0.094,0.016,1.619,0.096,0.212,0.185,0.027,0.053,7.54,0.8
Lao PDR,H013401,2003-02-21,2003,2,21,28.0,6.39,20.0,21.55,1.536,0.353,0.184,0.056,1.707,0.176,0.371,0.16,0.017,0.023,7.32,1.9
Lao PDR,H013401,2006-01-12,2006,1,12,24.0,7.1,60.0,23.1,1.16,0.632,0.505,0.036,1.568,0.358,0.432,0.177,0.064,0.029,7.3,0.69
Lao PDR,H013401,2001-12-13,2001,12,13,26.0,8.13,76.0,21.1,1.023,0.511,0.11,0.025,1.784,0.188,0.265,0.237,0.02,0.034,7.1,1.8
Lao PDR,H013401,2005-08-15,2005,8,15,26.1,6.7,18.0,13.1,0.859,0.314,0.108,0.032,1.127,0.059,0.054,0.298,0.025,0.023,6.67,3.98
Lao PDR,H013401,2006-04-23,2006,4,23,30.0,7.8,23.0,24.6,1.29,0.542,0.597,0.04,1.812,0.343,0.378,0.087,0.045,0.032,7.5,0.862
Lao PDR,H013401,2016-07-22,2016,7,22,28.5,6.6,114.25,14.3,0.752992518703242,0.3209876543209876,0.1508695652173913,0.0414322250639386,0.8009999999999999,0.2523943661971831,0.1720833333333333,0.27,0.02,0.01,6.02,6.24
Lao PDR,H013401,2009-06-19,2009,6,19,30.0,7.55,115.0,18.9,1.237,0.339,0.32,0.04,1.538,0.169,0.213,0.292,0.082,0.054,7.2,2.4
