MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Cambodia,H020103,2001-11-12,2001,11,12,28.2,7.47,12.66,9.27,0.2193,0.505,0.14987,0.0312,0.748,0.0202,0.151,0.0278,0.0051,0.004,6.5,2.382
Cambodia,H020103,1997-04-24,1997,4,24,30.5,6.73,14.0,7.9,0.269,0.36,0.26,0.05,0.713,0.101,0.079,0.56,0.03,0.06,2.7,6.1
Cambodia,H020103,2006-07-20,2006,7,20,30.2,7.01,94.0,9.38,0.56,0.18,0.2221,0.0354,0.7389,0.111,0.1163,0.2618,0.05,0.1775,7.559,1.9171
Cambodia,H020103,2001-01-17,2001,1,17,27.6,7.26,21.67,6.83,0.243,0.129,0.21,0.03,0.552,0.053,0.093,0.11,0.02,0.01,6.05,4.68
Cambodia,H020103,2007-10-22,2007,10,22,29.2,6.95,14.000013999999984,9.98,0.4623115577889447,0.1748743718592965,0.2099,0.0364,0.6482758620689657,0.0839469808541973,0.2380854,0.0001,0.0367256,0.0449432,5.354075244125509,0.7156267255659863
Cambodia,H020103,2004-06-18,2004,6,18,29.8,6.51,64.0,16.0,0.9552,0.4338,0.2777,0.0405,1.2502,0.16,0.2112,0.1647,0.01,0.0917,7.075,3.2
Cambodia,H020103,2007-05-23,2007,5,23,31.9,7.28,101.00010099999996,8.43,0.3187969924812031,0.1082706766917293,0.3334,0.0881,0.4760330578512397,0.1240135287485907,0.262804,0.3867845,0.0210225,0.1745489999999999,7.29,3.34474327628362
Cambodia,H020103,2005-12-25,2005,12,25,26.0,6.46,35.0,8.7,0.502,0.243,0.198,0.0456,0.7298,0.1,0.104,0.018,0.0483,0.0274,7.623,1.269
Cambodia,H020103,1995-10-16,1995,10,16,30.4,7.1,5.8,7.0,0.413,0.14,0.12,0.03,0.593,0.054,0.032,0.024,0.05,0.03,4.63,2.1
Cambodia,H020103,2017-06-23,2017,6,23,31.22142857142857,7.503571428571428,94.64285714285714,18.0,0.723810788530244,0.3911047045669914,0.4783596010562406,0.065193898179659,1.1135465993313622,0.1976838022766374,0.4506206857142857,0.12779531375,0.0529103575,0.1236336052,6.331414826331017,2.4240056801962675
Cambodia,H020103,1997-06-24,1997,6,24,31.5,7.08,66.0,6.4,0.197,0.182,0.28,0.07,0.462,0.086,0.171,0.5,0.08,0.08,5.8,9.8
Cambodia,H020103,2013-08-22,2013,8,22,29.4,7.2,89.99999999999994,10.25,0.522658126501201,0.1710168134507607,0.2595,0.0388,0.6758709677419354,0.1014160766347355,0.2192287999999999,0.3619487999999999,0.0499332,0.0444793,6.835759202882065,2.7182497331910347
Cambodia,H020103,2001-10-19,2001,10,19,30.6,7.26,6.0,7.07,0.1581,0.39,0.1231,0.02934,0.622,0.0337,0.196,0.0872,0.0333,0.005,4.9,2.582
Cambodia,H020103,2013-11-28,2013,11,28,29.7,6.73,30.999999999999915,5.31,0.3016921837228042,0.096696212731668,0.1323,0.01265,0.4264077669902912,0.0807081126289378,0.0494823999999999,0.021003,0.0378425,0.0781455999999999,5.320258720722012,3.0349946977730644
Cambodia,H020103,2008-08-18,2008,8,18,27.5,7.15,58.0,10.03,0.5826589595375724,0.2041288191577208,0.2202,0.0408,0.83702479338843,0.0618668596237337,0.0847542,0.083686,0.011,0.1213978,4.47216,1.077642656688493
Cambodia,H020103,2012-12-24,2012,12,24,28.0,6.78,23.50000000000005,8.74,0.4267505900865461,0.166168371361133,0.2057712,0.0704732,0.5874178403755868,0.1473929109073491,0.107271,0.0204275,0.0360742,0.0433246,6.269765121498434,3.123287671232875
