MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H019805,2017-08-15,2017,8,15,27.94,6.45,50.0,11.84,0.556,0.2079999999999999,0.284,0.084,0.7,0.179,0.167,0.495,0.057,0.105,5.88,3.95
Viet Nam,H019805,2005-02-15,2005,2,15,29.0,7.21,51.0,19.0,0.88,0.46,0.523,0.05,1.138,0.487,0.166,0.063,0.12,0.162,6.43,3.02
Viet Nam,H019805,2015-09-15,2015,9,15,29.0,7.04,93.0,13.9,0.74,0.3919999999999999,0.254,0.035,1.019,0.246,0.096,0.111,0.012,0.186,5.3,2.56
Viet Nam,H019805,2018-08-15,2018,8,15,29.8,6.27,58.0,22.1,0.931,0.6930000000000001,0.481,0.049,1.221,0.534,0.304,0.538,0.077,0.134,5.71,4.32
Viet Nam,H019805,2005-05-15,2005,5,15,26.8,7.26,25.0,28.6,1.218,0.65,0.66,0.053,1.678,0.588,0.399,0.108,0.022,0.051,6.22,1.35
Viet Nam,H019805,2003-11-15,2003,11,15,28.5,6.9,24.0,14.1,0.701,0.3219999999999999,0.23,0.062,0.985,0.182,0.213,0.25,0.0,0.098,7.12,2.28
Viet Nam,H019805,2005-11-15,2005,11,15,28.8,6.89,57.0,14.0,0.655,0.3519999999999998,0.337,0.059,0.899,0.146,0.233,0.51,0.019,0.139,6.57,2.41
Viet Nam,H019805,2006-03-15,2006,3,15,27.1,7.27,61.0,19.3,0.787,0.628,0.55,0.054,1.131,0.368,0.375,0.071,0.06,0.18,5.73,4.06
Viet Nam,H019805,2003-04-15,2003,4,15,30.0,7.57,57.5,23.6,0.72,0.7,0.68,0.061,1.24,0.745,0.333,0.2,0.065,0.055,6.58,2.67
Viet Nam,H019805,2012-10-15,2012,10,15,27.81,6.96,94.0,13.28,0.542,0.372,0.282,0.085,0.89,0.287,0.204,0.551,0.026,0.223,5.67,4.36
Viet Nam,H019805,2008-06-15,2008,6,15,29.1,6.59,105.0,22.6,0.84,0.56,0.561,0.077,0.932,0.497,0.597,0.237,0.0,0.154,6.4,6.6
Viet Nam,H019805,2003-08-15,2003,8,15,28.5,6.73,112.5,23.6,0.856,0.537,0.774,0.065,0.944,0.861,0.301,0.259,0.0,0.07,6.74,2.96
Viet Nam,H019805,2004-01-15,2004,1,15,29.0,7.12,63.0,20.63,0.802,0.758,0.398,0.046,1.23,0.542,0.326,0.124,0.02,0.01,6.89,3.24
Viet Nam,H019805,2017-09-15,2017,9,15,27.03,6.47,69.0,13.42,0.56,0.1739999999999999,0.461,0.099,0.777,0.252,0.176,0.232,0.013,0.146,5.34,2.8
Viet Nam,H019805,2007-07-15,2007,7,15,28.2,6.95,67.0,19.3,0.803,0.4539999999999998,0.51,0.05,1.027,0.375,0.486,0.44,0.01,0.091,6.83,4.61
Viet Nam,H019805,2008-02-15,2008,2,15,29.7,6.58,25.5,15.2,0.74,0.4039999999999999,0.362,0.042,1.054,0.368,0.178,0.391,0.105,0.142,6.03,5.23
Viet Nam,H019805,2007-06-15,2007,6,15,27.1,7.68,38.5,21.8,0.95,0.52,0.606,0.064,1.24,0.574,0.422,0.407,0.016,0.116,6.56,6.94
Viet Nam,H019805,2006-11-15,2006,11,15,29.2,6.79,56.5,12.7,0.349,0.553,0.267,0.047,0.758,0.38,0.173,0.219,0.0,0.129,5.71,5.21
Viet Nam,H019805,2018-03-15,2018,3,15,29.8,8.1,49.0,23.1,0.958,0.7410000000000001,0.521,0.05,1.187,0.529,0.342,0.417,0.087,0.136,5.14,3.91
Viet Nam,H019805,2008-07-15,2008,7,15,28.5,6.68,59.5,15.9,0.788,0.2629999999999999,0.435,0.038,1.043,0.43,0.146,0.598,0.12,0.174,5.88,3.69
Viet Nam,H019805,2018-09-15,2018,9,15,28.9,6.84,50.0,13.57,0.653,0.3369999999999999,0.3,0.031,1.015,0.316,0.082,0.063,0.076,0.112,5.9,5.95
Viet Nam,H019805,2007-12-15,2007,12,15,30.0,6.49,87.0,14.9,0.577,0.597,0.234,0.056,0.906,0.293,0.167,0.436,0.002,0.157,6.82,5.76
Viet Nam,H019805,2008-11-15,2008,11,15,28.4,6.64,60.0,14.9,0.74,0.29,0.471,0.044,0.94,0.318,0.235,0.168,0.103,0.079,6.49,3.8
Viet Nam,H019805,2006-02-15,2006,2,15,25.3,7.43,60.0,15.8,0.8,0.292,0.394,0.046,0.82,0.361,0.257,0.43,0.011,0.188,5.9,3.02
Viet Nam,H019805,2003-12-15,2003,12,15,28.0,6.91,10.0,14.5,0.744,0.302,0.281,0.039,1.044,0.153,0.238,0.086,0.0,0.029,7.02,2.44
Viet Nam,H019805,2003-03-15,2003,3,15,29.5,6.86,64.0,13.6,0.681,0.395,0.269,0.039,1.011,0.18,0.162,0.467,0.022,0.135,5.61,2.31
Viet Nam,H019805,2006-04-15,2006,4,15,28.5,7.47,39.5,26.2,0.899,0.72,0.757,0.063,1.266,0.689,0.4,0.109,0.005,0.139,5.93,2.44
Viet Nam,H019805,2003-02-15,2003,2,15,29.0,6.84,15.5,12.6,0.665,0.3269999999999999,0.239,0.033,0.977,0.156,0.173,0.238,0.0,0.031,7.12,2.12
Viet Nam,H019805,2005-10-15,2005,10,15,26.3,7.89,89.0,13.1,0.617,0.3419999999999999,0.271,0.045,0.76,0.214,0.273,0.381,0.001,0.154,6.58,3.4
