MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H988316,2005-07-15,2005,7,15,28.1,6.91,72.0,17.5,0.899,0.4619999999999999,0.355,0.074,0.785,0.289,0.591,0.337,0.11,0.191,6.66,3.4
Viet Nam,H988316,2015-03-15,2015,3,15,30.2,7.48,38.0,18.9,0.751,0.4669999999999999,0.446,0.06,1.174,0.347,0.276,0.177,0.0,0.08,4.6,2.52
Viet Nam,H988316,2005-10-15,2005,10,15,25.6,7.23,38.0,11.2,0.598,0.2309999999999999,0.22,0.043,0.792,0.126,0.103,0.262,0.023,0.119,7.12,1.92
Viet Nam,H988316,2009-02-15,2009,2,15,27.6,6.82,33.5,11.2,0.48,0.29,0.256,0.029,0.854,0.162,0.066,0.211,0.011,0.052,2.68,6.06
Viet Nam,H988316,2017-08-15,2017,8,15,28.96,6.34,25.0,10.65,0.47,0.294,0.228,0.081,0.66,0.202,0.156,0.163,0.141,0.087,5.84,3.63
Viet Nam,H988316,2012-09-15,2012,9,15,27.01,7.94,49.0,10.65,0.698,0.1130000000000001,0.3022608695652174,0.0581282051282051,0.888,0.18,0.034,0.128,0.005,0.147,6.08,5.8
Viet Nam,H988316,2006-11-15,2006,11,15,26.9,6.53,31.5,8.9,0.374,0.2239999999999999,0.264,0.046,0.595,0.234,0.048,0.089,0.0,0.109,5.14,6.36
Viet Nam,H988316,2013-03-15,2013,3,15,28.3,7.04,69.0,20.1,1.09,0.526,0.497,0.095,1.384,0.57,0.197,0.204,0.0,0.117,6.46,3.65
Viet Nam,H988316,2012-03-15,2012,3,15,28.01,7.27,80.0,11.8,0.67,0.1129999999999999,0.337,0.082,0.821,0.342,0.034,0.538,0.01,0.158,4.84,4.74
Viet Nam,H988316,2008-12-15,2008,12,15,28.3,6.89,86.0,9.3,0.43,0.27,0.234,0.029,0.759,0.153,0.094,0.101,0.083,0.089,5.82,3.85
