Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
2643,Thailand,H310102,1985-07-15,1985,7,15,29.6,7.1,104.0,7.3,0.11,0.33,0.32,0.05,0.46,0.26,0.03,0.071,0.065,0.037,6.61,3.4
2644,Thailand,H310102,1985-09-16,1985,9,16,28.5,6.9,43.0,6.8,0.26,0.09,0.31,0.03,0.34,0.3,0.1,0.224,0.028,0.006,6.64,2.1
2645,Thailand,H310102,1985-10-16,1985,10,16,28.0,7.24,40.0,14.5,0.27,0.16,0.8,0.06,0.53,0.68,0.12,0.292,0.075,0.007,6.8,0.7
2646,Thailand,H310102,1985-11-12,1985,11,12,27.6,7.49,8.0,15.1,0.45,0.15,0.77,0.04,0.48,0.78,0.03,0.308,0.043,0.02,7.52,2.0
2647,Thailand,H310102,1985-12-16,1985,12,16,21.4,7.3,16.0,18.1,0.53,0.22,0.88,0.07,0.65,0.8,0.21,0.078,0.063,0.007,8.16,2.0
2668,Thailand,H310102,1986-03-13,1986,3,13,27.0,7.51,12.0,19.5,0.69,0.18,0.83,0.08,0.91,0.77,0.06,0.04,0.037,0.005,7.49,2.9
2669,Thailand,H310102,1986-07-16,1986,7,16,29.7,7.23,20.0,11.0,0.44,0.1,0.46,0.05,0.52,0.46,0.03,0.113,0.006,0.032,6.47,3.0
2670,Thailand,H310102,1986-08-18,1986,8,18,30.4,6.94,58.0,6.8,0.25,0.07,0.3,0.04,0.29,0.31,0.04,0.059,0.076,0.025,6.01,2.6
2671,Thailand,H310102,1986-09-15,1986,9,15,31.4,6.73,60.0,5.8,0.22,0.06,0.25,0.03,0.3,0.25,0.01,0.052,0.08,0.019,5.6,2.2
2691,Thailand,H310102,1987-02-16,1987,2,16,29.0,7.29,32.0,16.5,0.54,0.18,0.69,0.07,0.76,0.66,0.07,0.295,0.065,0.016,6.91,1.9
2692,Thailand,H310102,1987-09-14,1987,9,14,30.8,6.74,46.0,6.3,0.23,0.07,0.23,0.04,0.28,0.21,0.11,0.036,0.028,0.074,5.27,1.3
2693,Thailand,H310102,1987-10-14,1987,10,14,29.0,6.84,62.0,6.8,0.28,0.11,0.24,0.05,0.36,0.23,0.05,0.068,0.013,0.018,5.7,2.3
2694,Thailand,H310102,1987-11-16,1987,11,16,27.8,7.65,43.0,8.5,0.34,0.08,0.28,0.04,0.43,0.28,0.04,0.113,0.03,0.027,7.06,1.6
2711,Thailand,H310102,1988-07-13,1988,7,13,29.0,7.24,58.0,7.6,0.156,0.034,0.27,0.044,0.357,0.244,0.078,0.116,0.0,0.05,6.12,3.2
2712,Thailand,H310102,1988-08-15,1988,8,15,29.9,7.28,72.0,5.0,0.165,0.093,0.189,0.032,0.27,0.125,0.066,0.21,0.017,0.053,6.13,2.6
2713,Thailand,H310102,1988-09-16,1988,9,16,29.0,7.07,46.0,7.9,0.262,0.086,0.313,0.025,0.345,0.292,0.029,0.047,0.019,0.03,7.09,3.0
2714,Thailand,H310102,1988-10-17,1988,10,17,26.5,7.09,89.0,9.5,0.256,0.107,0.416,0.047,0.35,0.33,0.146,0.136,0.05,0.04,6.59,2.5
2735,Thailand,H310102,1989-05-15,1989,5,15,30.0,7.85,57.0,19.2,0.5,0.226,0.946,0.078,0.623,0.898,0.078,0.352,0.0,0.067,8.38,2.7
2736,Thailand,H310102,1989-06-14,1989,6,14,27.5,7.44,112.0,10.5,0.234,0.108,0.509,0.079,0.273,0.516,0.077,0.19,0.037,0.084,7.93,6.1
2737,Thailand,H310102,1989-07-13,1989,7,13,29.0,7.97,73.0,10.3,0.374,0.11,0.404,0.04,0.392,0.406,0.132,0.171,0.038,0.052,7.85,3.2
2738,Thailand,H310102,1989-08-14,1989,8,14,25.0,7.08,59.0,7.5,0.245,0.12,0.286,0.033,0.336,0.28,0.065,0.055,0.039,0.055,7.14,2.3
2739,Thailand,H310102,1989-09-14,1989,9,14,25.0,6.91,23.0,7.4,0.168,0.107,0.311,0.031,0.299,0.267,0.024,0.141,0.0,0.034,7.73,2.6
2740,Thailand,H310102,1989-10-17,1989,10,17,27.5,7.14,60.0,7.5,0.229,0.085,0.302,0.037,0.291,0.254,0.054,0.091,0.0,0.044,7.49,3.3
2741,Thailand,H310102,1989-11-13,1989,11,13,29.0,7.44,13.0,12.5,0.37,0.143,0.805,0.034,0.614,0.524,0.066,0.065,0.002,0.027,7.89,2.2
2742,Thailand,H310102,1989-12-13,1989,12,13,23.5,6.98,16.0,11.8,0.329,0.157,0.503,0.047,0.62,0.48,0.06,0.322,0.003,0.027,8.63,1.8
2757,Thailand,H310102,1990-08-13,1990,8,13,30.4,7.03,58.0,6.3,0.224,0.085,0.23,0.033,0.316,0.175,0.051,0.071,0.04,0.036,5.43,3.1
2758,Thailand,H310102,1990-10-15,1990,10,15,27.8,7.2,69.0,9.0,0.278,0.072,0.237,0.033,0.35,0.167,0.063,0.299,0.082,0.039,6.82,1.6
2759,Thailand,H310102,1990-11-15,1990,11,15,23.5,7.22,79.0,14.3,0.455,0.191,0.63,0.043,0.624,0.54,0.095,0.541,0.083,0.029,7.95,2.1
