Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7,Cambodia,H020102,1993-11-16,1993,11,16,29.0,7.17,6.0,10.7,0.561,0.203,0.128,0.036,0.773,0.071,0.088,0.03,0.115,0.004,3.96,3.6
8,Cambodia,H020102,1993-12-15,1993,12,15,27.8,7.52,18.0,10.3,0.564,0.198,0.15,0.039,0.787,0.083,0.075,0.05,0.028,0.063,7.67,3.1
32,Cambodia,H020102,1994-01-18,1994,1,18,28.5,7.27,4.0,8.7,0.58,0.21,0.15,0.041,0.87,0.07,0.08,0.05,0.014,0.013,4.33,3.4
33,Cambodia,H020102,1994-02-17,1994,2,17,29.8,7.02,4.0,6.6,0.29,0.162,0.175,0.037,0.491,0.05,0.125,0.221,0.026,0.034,3.85,4.3
34,Cambodia,H020102,1994-06-17,1994,6,17,30.2,7.77,106.0,18.0,0.78,0.201,0.28,0.032,0.981,0.291,0.1,0.39,0.081,0.042,6.4,3.2
35,Cambodia,H020102,1994-07-14,1994,7,14,27.8,7.79,32.0,11.4,0.637,0.255,0.2,0.053,0.846,0.117,0.074,0.266,0.122,0.029,6.3,8.1
36,Cambodia,H020102,1994-08-16,1994,8,16,28.4,7.53,34.0,10.9,0.684,0.21,0.139,0.05,0.904,0.069,0.043,0.202,0.058,0.018,5.19,3.4
37,Cambodia,H020102,1994-09-21,1994,9,21,29.4,7.49,13.0,10.7,0.667,0.23,0.127,0.039,0.905,0.026,0.077,0.045,0.08,0.021,5.22,4.1
38,Cambodia,H020102,1994-10-17,1994,10,17,31.0,7.22,4.0,9.8,0.628,0.2,0.138,0.053,0.853,0.024,0.058,0.042,0.059,0.009,2.84,3.5
39,Cambodia,H020102,1994-11-21,1994,11,21,29.2,7.42,2.0,9.3,0.471,0.197,0.155,0.046,0.779,0.068,0.029,0.031,0.057,0.012,5.15,3.7
40,Cambodia,H020102,1994-12-20,1994,12,20,28.8,7.36,10.0,9.0,0.35,0.329,0.147,0.034,0.75,0.08,0.021,0.286,0.003,0.018,4.97,4.2
67,Cambodia,H020102,1995-01-17,1995,1,17,26.6,7.03,10.0,8.2,0.361,0.253,0.148,0.037,0.687,0.032,0.068,0.044,0.097,0.026,4.85,6.1
68,Cambodia,H020102,1995-02-17,1995,2,17,29.0,7.4,4.0,8.8,0.442,0.236,0.175,0.039,0.739,0.095,0.095,0.013,0.134,0.057,4.84,4.5
69,Cambodia,H020102,1995-07-19,1995,7,19,29.2,7.46,92.0,10.7,0.631,0.234,0.18,0.04,0.821,0.104,0.107,0.421,0.02,0.04,7.02,2.0
70,Cambodia,H020102,1995-09-19,1995,9,19,29.8,7.72,21.3,11.1,0.689,0.217,0.18,0.04,0.927,0.066,0.081,0.124,0.02,0.03,4.58,1.9
71,Cambodia,H020102,1995-11-18,1995,11,18,28.7,7.2,8.7,8.3,0.481,0.184,0.15,0.03,0.696,0.069,0.05,0.062,0.02,0.02,5.06,2.6
72,Cambodia,H020102,1995-12-21,1995,12,21,28.1,7.31,24.0,7.9,0.431,0.177,0.17,0.04,0.653,0.08,0.056,0.072,0.04,0.02,5.11,3.4
126,Cambodia,H020102,1996-01-17,1996,1,17,27.8,7.18,1.0,7.7,0.414,0.172,0.17,0.04,0.604,0.074,0.06,0.137,0.01,0.02,4.87,3.5
127,Cambodia,H020102,1996-02-17,1996,2,17,29.0,7.36,15.0,6.4,0.271,0.154,0.17,0.04,0.47,0.063,0.054,0.165,0.04,0.03,5.08,4.1
128,Cambodia,H020102,1996-03-16,1996,3,16,30.8,7.41,6.0,7.3,0.308,0.162,0.19,0.04,0.542,0.079,0.065,0.298,0.07,0.03,6.22,4.3
129,Cambodia,H020102,1996-05-29,1996,5,29,30.2,7.7,65.0,16.3,0.867,0.353,0.37,0.04,1.149,0.195,0.224,0.269,0.01,0.06,6.06,1.6
130,Cambodia,H020102,1996-07-10,1996,7,10,31.4,7.33,65.0,15.4,0.79,0.299,0.39,0.05,1.045,0.283,0.154,0.296,0.08,0.04,6.21,1.3
131,Cambodia,H020102,1996-10-22,1996,10,22,30.0,6.96,22.0,8.4,0.501,0.188,0.16,0.03,0.698,0.088,0.031,0.12,0.02,0.01,4.19,1.9
132,Cambodia,H020102,1996-11-19,1996,11,19,28.8,6.95,40.0,8.8,0.204,0.498,0.15,0.03,0.723,0.075,0.079,0.052,0.07,0.01,5.31,4.4
200,Cambodia,H020102,1997-01-21,1997,1,21,27.6,6.52,14.0,7.9,0.405,0.197,0.19,0.03,0.635,0.073,0.055,0.23,0.08,0.01,4.7,5.7
201,Cambodia,H020102,1997-02-17,1997,2,17,29.8,7.08,20.0,7.1,0.317,0.288,0.2,0.04,0.629,0.076,0.202,0.05,0.11,0.02,3.95,4.8
202,Cambodia,H020102,1997-03-19,1997,3,19,30.6,6.63,23.0,6.0,0.237,0.166,0.22,0.03,0.536,0.071,0.055,0.38,0.03,0.03,0.95,5.5
203,Cambodia,H020102,1997-04-24,1997,4,24,31.8,6.61,16.0,6.4,0.222,0.084,0.25,0.04,0.41,0.082,0.075,0.47,0.03,0.04,3.61,5.1
204,Cambodia,H020102,1997-06-24,1997,6,24,31.2,7.34,28.0,13.1,0.598,0.486,0.25,0.05,0.887,0.203,0.272,0.22,0.05,0.02,6.32,5.7
205,Cambodia,H020102,1997-09-17,1997,9,17,28.4,7.08,115.0,9.8,0.653,0.265,0.18,0.04,0.816,0.091,0.066,0.19,0.14,0.02,5.13,2.1
206,Cambodia,H020102,1997-10-17,1997,10,17,30.7,7.27,12.9,8.8,0.482,0.189,0.2,0.04,0.749,0.064,0.075,0.1,0.04,0.01,4.36,1.9
207,Cambodia,H020102,1997-11-24,1997,11,24,29.8,7.31,12.1,8.3,0.545,0.152,0.2,0.04,0.673,0.063,0.112,0.13,0.13,0.01,4.89,3.9
208,Cambodia,H020102,1997-12-29,1997,12,29,28.8,6.92,21.2,7.1,0.389,0.233,0.14,0.03,0.607,0.068,0.064,0.098,0.02,0.02,4.78,4.0
259,Cambodia,H020102,1998-01-27,1998,1,27,29.6,7.12,15.7,8.2,0.422,0.262,0.21,0.04,0.726,0.089,0.069,0.22,0.03,0.02,4.77,4.4
260,Cambodia,H020102,1998-02-19,1998,2,19,30.8,7.1,8.0,8.0,0.354,0.289,0.2,0.04,0.608,0.059,0.171,0.33,0.012,0.03,4.46,7.8
261,Cambodia,H020102,1998-06-26,1998,6,26,31.8,7.47,9.0,19.4,1.031,0.412,0.41,0.04,1.209,0.238,0.506,0.46,0.005,0.04,3.18,2.0
278,Cambodia,H020102,1999-09-21,1999,9,21,31.8,6.91,50.0,12.05,0.697,0.309,0.16,0.04,0.82,0.076,0.11,0.102,0.04,0.03,6.389,3.345
279,Cambodia,H020102,1999-10-13,1999,10,13,30.8,6.55,12.0,10.74,0.586,0.306,0.24,0.02,0.879,0.06,0.062,0.39,0.03,0.01,4.26,2.424
