Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
63,Cambodia,H020101,1995-09-20,1995,9,20,29.0,7.62,75.0,10.4,0.672,0.22,0.16,0.04,0.873,0.069,0.068,0.15,0.005,0.03,6.35,1.3
64,Cambodia,H020101,1995-10-16,1995,10,16,29.8,7.21,13.8,9.8,0.579,0.222,0.15,0.03,0.845,0.066,0.048,0.074,0.02,0.02,3.8,2.1
65,Cambodia,H020101,1995-11-21,1995,11,21,28.4,7.32,44.0,8.9,0.512,0.197,0.16,0.03,0.736,0.072,0.061,0.022,0.05,0.02,5.23,2.4
66,Cambodia,H020101,1995-12-20,1995,12,20,28.0,7.26,18.0,8.1,0.433,0.181,0.16,0.04,0.65,0.84,0.039,0.064,0.08,0.02,5.12,3.3
119,Cambodia,H020101,1996-01-18,1996,1,18,27.8,7.19,29.0,7.8,0.403,0.182,0.18,0.04,0.629,0.078,0.061,0.157,0.01,0.02,4.53,3.6
120,Cambodia,H020101,1996-02-22,1996,2,22,29.0,7.37,18.0,6.4,0.283,0.159,0.18,0.04,0.506,0.063,0.056,0.16,0.04,0.04,5.07,4.3
121,Cambodia,H020101,1996-03-14,1996,3,14,29.4,7.27,15.0,7.3,0.319,0.173,0.2,0.04,0.586,0.134,0.05,0.355,0.03,0.04,5.516,4.3
122,Cambodia,H020101,1996-05-29,1996,5,29,30.0,7.63,34.0,12.4,0.654,0.264,0.22,0.04,0.875,0.142,0.175,0.256,0.01,0.04,6.19,1.9
123,Cambodia,H020101,1996-06-20,1996,6,20,31.0,7.02,5.0,15.4,0.776,0.335,0.37,0.05,0.989,0.245,0.221,0.361,0.03,0.04,6.08,1.5
124,Cambodia,H020101,1996-07-11,1996,7,11,30.6,7.41,77.5,13.3,0.727,0.243,0.33,0.04,0.94,0.195,0.139,0.298,0.09,0.04,6.53,1.3
125,Cambodia,H020101,1996-09-19,1996,9,19,26.9,6.69,52.0,8.3,0.501,0.171,0.18,0.04,0.663,0.067,0.099,0.093,0.03,0.05,6.82,2.4
192,Cambodia,H020101,1997-01-20,1997,1,20,26.2,6.94,84.0,8.0,0.425,0.185,0.2,0.03,0.653,0.073,0.059,0.15,0.07,0.02,4.05,7.2
193,Cambodia,H020101,1997-02-18,1997,2,18,29.3,7.02,11.0,17.3,0.951,0.416,0.34,0.03,1.325,0.18,0.206,0.01,0.06,0.01,3.75,1.9
194,Cambodia,H020101,1997-03-18,1997,3,18,30.2,6.79,17.0,6.0,0.259,0.144,0.22,0.03,0.502,0.074,0.056,0.42,0.02,0.03,1.95,5.3
195,Cambodia,H020101,1997-04-22,1997,4,22,30.8,7.07,18.0,6.3,0.214,0.172,0.2,0.04,0.437,0.082,0.076,0.5,0.02,0.03,4.5,3.9
196,Cambodia,H020101,1997-06-16,1997,6,16,30.6,7.43,54.0,15.4,0.794,0.495,0.35,0.04,1.008,0.221,0.331,0.21,0.03,0.02,5.07,3.1
197,Cambodia,H020101,1997-10-13,1997,10,13,30.4,7.43,31.0,9.2,0.506,0.195,0.21,0.04,0.777,0.074,0.086,0.2,0.02,0.01,4.99,1.8
198,Cambodia,H020101,1997-11-19,1997,11,19,28.6,7.24,32.0,8.0,0.506,0.208,0.19,0.05,0.718,0.065,0.127,0.09,0.09,0.01,5.15,3.5
199,Cambodia,H020101,1997-12-26,1997,12,26,28.8,6.9,19.0,7.9,0.461,0.228,0.16,0.04,0.66,0.069,0.085,0.15,0.02,0.02,4.48,3.9
256,Cambodia,H020101,1998-01-22,1998,1,22,29.2,6.85,38.0,7.9,0.417,0.29,0.19,0.04,0.701,0.078,0.079,0.11,0.02,0.02,4.99,3.9
257,Cambodia,H020101,1998-02-17,1998,2,17,29.4,7.05,8.0,8.0,0.389,0.286,0.2,0.04,0.623,0.067,0.171,0.38,0.03,0.03,4.14,5.0
258,Cambodia,H020101,1998-03-25,1998,3,25,30.6,7.35,10.0,11.6,0.602,0.357,0.25,0.05,0.901,0.126,0.161,0.23,0.01,0.03,5.55,5.2
276,Cambodia,H020101,1999-10-15,1999,10,15,30.6,6.69,45.33,10.45,0.597,0.265,0.2,0.03,0.847,0.075,0.051,0.13,0.049,0.01,3.64,2.696
277,Cambodia,H020101,1999-11-15,1999,11,15,28.8,6.19,37.0,6.81,0.348,0.181,0.18,0.03,0.53,0.066,0.042,0.12,0.1,0.08,6.58,2.31
319,Cambodia,H020101,2000-01-26,2000,1,26,30.0,6.66,50.0,6.4,0.271,0.18,0.18,0.03,0.464,0.067,0.073,0.175,0.09,0.01,4.05,6.281
