Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
0,Cambodia,H019801,1993-10-20,1993,10,20,29.2,7.66,78.0,15.2,0.834,0.313,0.19,0.039,1.08,0.124,0.157,0.392,0.122,0.023,5.98,1.8
1,Cambodia,H019801,1993-11-16,1993,11,16,29.0,7.27,30.0,11.3,0.581,0.229,0.148,0.037,0.844,0.082,0.087,0.044,0.016,0.004,4.3,4.0
2,Cambodia,H019801,1993-12-16,1993,12,16,27.7,7.69,16.0,12.6,0.688,0.269,0.177,0.039,0.934,0.086,0.136,0.16,0.099,0.006,5.29,2.6
11,Cambodia,H019801,1994-01-19,1994,1,19,28.1,7.97,5.0,17.8,1.07,0.43,0.28,0.035,1.4,0.11,0.28,0.09,0.017,0.011,7.59,2.4
12,Cambodia,H019801,1994-02-16,1994,2,16,30.0,7.68,7.0,11.6,0.541,0.331,0.235,0.038,0.895,0.08,0.206,0.264,0.029,0.02,5.03,3.2
13,Cambodia,H019801,1994-03-17,1994,3,17,30.0,8.12,1.0,20.3,1.162,0.506,0.349,0.038,1.551,0.02,0.456,0.021,0.11,0.009,7.13,0.8
14,Cambodia,H019801,1994-04-21,1994,4,21,31.4,8.13,3.0,25.0,1.207,0.454,0.41,0.046,1.502,0.232,0.241,0.123,0.045,0.009,7.09,1.0
15,Cambodia,H019801,1994-10-15,1994,10,15,28.4,7.79,114.0,11.5,0.687,0.212,0.218,0.059,0.912,0.039,0.12,0.163,0.01,0.069,6.79,3.7
16,Cambodia,H019801,1994-11-21,1994,11,21,27.8,8.08,34.0,14.4,0.89,0.245,0.25,0.043,1.166,0.057,0.117,0.201,0.002,0.061,7.23,3.8
17,Cambodia,H019801,1994-12-19,1994,12,19,28.8,8.29,3.0,15.7,0.877,0.361,0.248,0.027,1.264,0.112,0.085,0.111,0.005,0.062,7.56,1.1
46,Cambodia,H019801,1995-01-16,1995,1,16,26.9,7.86,3.0,16.4,0.815,0.558,0.26,0.033,1.345,0.149,0.063,0.097,0.049,0.027,7.31,2.3
47,Cambodia,H019801,1995-02-15,1995,2,15,28.0,7.98,3.0,18.2,1.038,0.476,0.335,0.03,1.494,0.174,0.083,0.018,0.041,0.03,7.69,0.9
48,Cambodia,H019801,1995-06-16,1995,6,16,31.0,7.89,64.0,20.3,1.051,0.438,0.48,0.06,1.276,0.285,0.374,0.22,0.05,0.04,6.55,1.4
49,Cambodia,H019801,1995-11-21,1995,11,21,27.4,7.15,34.0,14.1,0.788,0.27,0.31,0.03,1.03,0.203,0.126,0.184,0.04,0.05,7.36,1.2
50,Cambodia,H019801,1995-12-20,1995,12,20,26.6,8.01,22.0,1.6,0.906,0.366,0.29,0.04,1.248,0.134,0.171,0.195,0.07,0.04,7.45,1.2
96,Cambodia,H019801,1996-01-18,1996,1,18,26.8,8.23,3.0,16.7,0.867,0.508,0.3,0.03,1.319,0.142,0.187,0.148,0.01,0.02,7.63,0.8
97,Cambodia,H019801,1996-03-14,1996,3,14,28.6,8.14,1.0,19.6,1.097,0.443,0.39,0.03,1.552,0.227,0.206,0.008,0.02,0.02,7.36,0.6
98,Cambodia,H019801,1996-04-20,1996,4,20,31.2,7.64,2.0,19.1,0.864,0.619,0.37,0.04,1.448,0.232,0.202,0.018,0.03,0.01,7.05,1.1
99,Cambodia,H019801,1996-05-29,1996,5,29,30.0,7.44,50.0,16.5,0.626,0.252,0.41,0.04,0.983,0.128,0.173,0.257,0.02,0.04,6.18,3.3
