Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
2180,Lao PDR,H013900,2004-07-15,2004,7,15,28.3,7.78,112.0,18.02,1.269,0.39,0.095,0.015,1.302,0.13,0.361,0.35,0.076,0.101,6.66,0.088
2181,Lao PDR,H013900,2004-10-11,2004,10,11,27.0,7.78,65.0,16.81,1.286,0.312,0.057,0.005,1.239,0.11,0.29,0.184,0.033,0.012,6.7,1.753
2182,Lao PDR,H013900,2004-11-16,2004,11,16,27.6,7.89,69.0,19.39,1.352,0.471,0.056,0.005,1.54,0.048,0.407,0.222,0.022,0.006,6.4,0.245
2183,Lao PDR,H013900,2004-12-15,2004,12,15,27.5,8.19,51.0,21.5,1.43,0.623,0.081,0.002,1.753,0.165,0.319,0.242,0.061,0.016,6.2,0.424
2219,Lao PDR,H013900,2005-01-17,2005,1,17,25.3,7.93,25.0,22.6,1.585,0.54,0.085,0.017,1.68,0.221,0.342,0.148,0.021,0.03,6.92,3.4
2220,Lao PDR,H013900,2005-03-17,2005,3,17,27.5,8.1,2.0,23.3,1.413,0.452,0.45,0.037,1.6,0.196,0.503,0.183,0.039,0.02,6.75,0.227
2221,Lao PDR,H013900,2005-04-15,2005,4,15,27.2,7.5,26.0,24.5,1.463,0.513,0.465,0.05,1.615,0.29,0.532,0.167,0.027,0.043,6.89,0.919
2222,Lao PDR,H013900,2005-05-16,2005,5,16,27.7,8.06,32.0,23.9,1.329,0.494,0.449,0.055,1.571,0.151,0.646,0.23,0.033,0.043,6.4,0.491
2223,Lao PDR,H013900,2005-06-14,2005,6,14,28.1,7.98,117.0,22.4,1.2,0.441,0.475,0.048,0.967,0.803,0.191,0.413,0.059,0.142,7.01,1.318
2224,Lao PDR,H013900,2005-08-18,2005,8,18,22.8,6.3,26.0,10.8,0.798,0.135,0.085,0.036,0.792,0.147,0.063,0.295,0.022,0.034,7.4,1.9
2273,Lao PDR,H013900,2006-01-15,2006,1,15,24.8,7.5,14.0,22.6,1.253,0.523,0.493,0.057,1.523,0.322,0.386,0.171,0.045,0.035,9.4,0.91
2274,Lao PDR,H013900,2006-02-14,2006,2,14,25.2,7.3,14.0,22.3,1.176,0.639,0.454,0.039,1.55,0.435,0.374,0.098,0.018,0.017,8.2,0.71
2275,Lao PDR,H013900,2006-03-13,2006,3,13,25.6,7.0,16.0,23.1,1.156,0.599,0.48,0.059,1.623,0.334,0.374,0.058,0.016,0.017,7.8,0.194
2276,Lao PDR,H013900,2006-04-18,2006,4,18,26.2,7.5,10.0,20.2,1.028,0.512,0.432,0.043,1.335,0.368,0.412,0.107,0.036,0.03,7.6,0.862
2277,Lao PDR,H013900,2006-05-15,2006,5,15,26.5,8.0,5.0,21.5,1.094,0.523,0.548,0.038,1.426,0.422,0.378,0.152,0.045,0.025,6.5,1.114
2278,Lao PDR,H013900,2006-06-14,2006,6,14,27.9,6.9,74.0,20.8,1.055,0.375,0.638,0.047,1.18,0.441,0.403,0.326,0.048,0.025,7.7,1.75
2279,Lao PDR,H013900,2006-12-13,2006,12,13,28.3,8.08,38.0,21.1,1.208,0.511,0.378,0.037,1.545,0.221,0.384,0.222,0.025,0.031,7.9,0.68
2329,Lao PDR,H013900,2007-01-20,2007,1,20,28.0,7.68,6.0,23.5,1.342,0.527,0.351,0.008,1.789,0.056,0.329,0.059,0.015,0.032,8.11,0.82
2330,Lao PDR,H013900,2007-02-13,2007,2,13,25.0,7.94,8.0,24.4,1.417,0.524,0.364,0.008,1.801,0.088,0.244,0.07,0.024,0.018,8.74,1.224
2331,Lao PDR,H013900,2007-03-15,2007,3,15,28.0,7.33,1.0,22.6,1.168,0.561,0.456,0.01,1.597,0.275,0.287,0.012,0.019,0.01,8.203,0.597
2332,Lao PDR,H013900,2007-04-18,2007,4,18,27.8,7.68,4.0,25.6,1.379,0.444,0.576,0.009,1.647,0.368,0.529,0.057,0.066,0.023,8.495,0.459
2333,Lao PDR,H013900,2007-05-21,2007,5,21,28.2,8.18,12.0,26.2,1.402,0.475,0.59,0.01,1.575,0.287,0.532,0.32,0.042,0.024,7.703,3.32
2334,Lao PDR,H013900,2007-12-14,2007,12,14,28.9,6.89,44.0,19.8,1.389,0.29,0.288,0.034,1.624,0.269,0.118,0.172,0.026,0.036,7.3,1.487
