Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3072,Thailand,H380128,2004-06-15,2004,6,15,28.8,6.72,65.0,10.5,0.313,0.152,0.644,0.092,0.52,0.694,0.069,0.24,0.0,0.071,5.5,2.98
3073,Thailand,H380128,2004-08-16,2004,8,16,30.0,6.67,35.0,9.2,0.209,0.245,0.377,0.044,0.404,0.451,0.03,0.04,0.044,0.062,3.9,5.59
3114,Thailand,H380128,2005-07-18,2005,7,18,31.6,6.4,44.0,16.08,0.475,0.172,0.755,0.074,0.65,0.698,0.046,0.4,0.047,0.085,6.7,6.968
3115,Thailand,H380128,2005-08-15,2005,8,15,29.0,6.39,51.0,10.51,0.229,0.135,0.535,0.062,0.429,0.536,0.03,0.205,0.035,0.037,5.45,2.148
3116,Thailand,H380128,2005-09-14,2005,9,14,29.0,6.77,38.0,7.37,0.167,0.151,0.398,0.029,0.31,0.384,0.011,0.08,0.016,0.027,5.55,3.779
3117,Thailand,H380128,2005-10-17,2005,10,17,30.0,7.15,22.0,10.18,0.243,0.21,0.46,0.045,0.437,0.451,0.022,0.077,0.062,0.053,5.4,3.126
3118,Thailand,H380128,2005-11-14,2005,11,14,30.5,7.13,11.0,14.51,0.277,0.253,0.804,0.038,0.461,0.828,0.033,0.092,0.057,0.034,5.35,5.969
3160,Thailand,H380128,2006-02-14,2006,2,14,27.0,7.47,4.333,14.09,0.287,0.279,0.681,0.066,0.556,0.737,0.108,0.09,0.03,0.014,7.1,8.067
3161,Thailand,H380128,2006-03-13,2006,3,13,29.5,7.66,1.5,13.67,0.302,0.195,0.696,0.037,0.494,0.728,0.078,0.1,0.026,0.018,7.35,1.748
3162,Thailand,H380128,2006-05-15,2006,5,15,31.0,7.58,13.0,12.09,0.105,0.281,0.615,0.041,0.396,0.609,0.066,0.11,0.067,0.03,7.3,3.733
3163,Thailand,H380128,2006-07-17,2006,7,17,31.0,7.31,58.0,13.93,0.304,0.218,0.742,0.076,0.53,0.674,0.04,0.375,0.046,0.077,6.65,4.16
3164,Thailand,H380128,2006-08-15,2006,8,15,26.0,7.4,74.667,8.95,0.197,0.161,0.4,0.028,0.525,0.26,0.014,0.155,0.027,0.073,5.9,7.658
3165,Thailand,H380128,2006-09-18,2006,9,18,31.0,7.25,16.833,10.42,0.174,0.201,0.504,0.029,0.389,0.476,0.02,0.155,0.052,0.084,5.2,4.271
