Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5,Cambodia,H019806,1993-11-15,1993,11,15,29.3,7.55,44.0,15.2,0.667,0.454,0.18,0.038,1.079,0.076,0.192,0.135,0.038,0.007,5.82,2.6
6,Cambodia,H019806,1993-12-16,1993,12,16,27.5,7.71,18.0,13.9,0.972,0.105,0.197,0.039,1.028,0.099,0.146,0.107,0.009,0.008,6.79,1.7
23,Cambodia,H019806,1994-01-17,1994,1,17,28.8,7.98,4.0,13.5,0.8,0.33,0.22,0.04,1.09,0.12,0.17,0.135,0.017,0.01,6.45,2.2
24,Cambodia,H019806,1994-02-16,1994,2,16,29.0,8.17,2.0,15.9,0.898,0.409,0.285,0.036,1.254,0.07,0.319,0.129,0.053,0.014,6.43,1.8
25,Cambodia,H019806,1994-03-16,1994,3,16,30.0,7.92,1.0,17.6,1.026,0.409,0.335,0.037,1.356,0.04,0.404,0.032,0.14,0.07,7.52,6.1
26,Cambodia,H019806,1994-04-22,1994,4,22,31.8,7.72,2.0,12.8,1.078,0.428,0.375,0.045,1.394,0.217,0.218,0.149,0.05,0.015,7.21,2.1
27,Cambodia,H019806,1994-10-19,1994,10,19,29.0,7.41,17.0,11.3,0.744,0.288,0.2,0.04,0.914,0.084,0.174,0.15,0.07,0.03,6.69,2.8
28,Cambodia,H019806,1994-11-15,1994,11,15,29.0,7.38,4.1,12.4,0.803,0.33,0.21,0.03,1.023,0.096,0.16,0.19,0.01,0.01,6.27,2.6
29,Cambodia,H019806,1994-11-21,1994,11,21,28.5,7.64,4.0,11.5,0.614,0.178,0.195,0.044,0.946,0.073,0.062,0.186,0.009,0.024,6.41,2.7
30,Cambodia,H019806,1994-12-16,1994,12,16,29.6,7.47,7.0,14.2,0.83,0.498,0.23,0.03,1.176,0.134,0.172,0.1,0.05,0.01,6.38,2.8
31,Cambodia,H019806,1994-12-20,1994,12,20,28.8,7.82,22.0,12.2,0.64,0.337,0.202,0.03,1.001,0.104,0.055,0.089,0.008,0.025,6.44,2.7
56,Cambodia,H019806,1995-01-16,1995,1,16,26.8,7.35,22.0,12.7,0.574,0.429,0.215,0.034,1.037,0.121,0.042,0.122,0.054,0.022,5.62,5.4
57,Cambodia,H019806,1995-01-17,1995,1,17,29.2,7.58,4.0,15.3,0.908,0.476,0.26,0.04,1.16,0.027,0.393,0.17,0.04,0.02,6.42,3.2
58,Cambodia,H019806,1995-02-15,1995,2,15,27.2,7.68,1.0,15.2,0.822,0.383,0.265,0.034,1.207,0.129,0.025,0.081,0.039,0.031,6.46,2.3
59,Cambodia,H019806,1995-02-16,1995,2,16,30.2,7.82,5.0,17.9,1.054,0.525,0.38,0.04,1.395,0.204,0.233,0.24,0.01,0.02,7.3,2.9
60,Cambodia,H019806,1995-05-15,1995,5,15,31.8,7.87,51.5,17.6,0.917,0.373,0.4,0.04,1.134,0.261,0.404,0.46,0.0,0.04,6.59,2.4
61,Cambodia,H019806,1995-11-17,1995,11,17,28.4,7.12,64.0,11.4,0.627,0.254,0.24,0.03,0.868,0.136,0.099,0.142,0.04,0.03,6.28,1.7
