Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
6598,Thailand,H013801,2007-02-13,2007,2,13,24.0,8.25,4.166666666666554,23.42,1.3318129988597491,0.4378563283922462,0.4610700304480209,0.0301790281329923,1.7604790419161676,0.2673703041144901,0.301238891047426,0.115,0.0334023334587881,0.0313600884161083,8.6,0.813559322033899
6732,Thailand,H013801,2010-12-14,2010,12,14,25.0,7.78,3.0,20.1,1.2990918163672656,0.628,0.2888212266202697,0.0359539641943734,1.6944801026957637,0.1611428571428572,0.4481678117843015,0.247360221568288,0.0334871006321544,0.0375451263537906,7.8,0.2117647058823522
5154,Thailand,H013801,1987-02-16,1987,2,16,25.4,8.17,8.0,21.3,1.35,0.46,0.37,0.03,1.81,0.2,0.26,0.146,0.026,0.027,7.71,1.0
6647,Thailand,H013801,2008-03-17,2008,3,17,28.0,6.69,6.166666666666682,21.93,1.403921568627451,0.5372549019607844,0.4760200086994345,0.0362276214833759,1.875,0.2896693140794223,0.3533330883883847,0.045,0.0041516442696383,0.0243076016499705,7.7,1.9230769230769231
5531,Thailand,H013801,1993-10-13,1993,10,13,27.4,8.0,129.0,18.8,1.263,0.354,0.296,0.036,1.728,0.103,0.2,0.264,0.071,0.066,8.49,1.6
6197,Thailand,H013801,2001-01-17,2001,1,17,24.8,7.87,36.0,23.5,1.352,0.44,0.318,0.034,1.616,0.302,0.338,0.205,0.132,0.031,8.94,1.7
5919,Thailand,H013801,1998-05-14,1998,5,14,32.2,8.03,17.0,24.2,1.209,0.501,0.605,0.109,1.945,0.286,0.356,0.201,0.032,0.023,8.02,1.5
5295,Thailand,H013801,1989-04-17,1989,4,17,28.0,8.74,8.0,24.5,1.415,0.522,0.53,0.039,1.812,0.317,0.198,0.05,0.028,0.076,7.01,1.0
7216,Thailand,H013801,2020-11-16,2020,11,16,24.5,7.59,4.583333333333349,20.9,1.1105297580117726,0.5256176637637259,0.3117029143105698,0.0418631713554987,1.3948787061994607,0.33135,0.33613783052259,0.3669398484614194,0.0460910151691948,0.0569480280132694,8.24,2.0883977900552475
6104,Thailand,H013801,2000-05-18,2000,5,18,29.2,7.58,129.0,20.9,1.191,0.378,0.482,0.049,1.392,0.414,0.124,0.378,0.03,0.051,8.14,0.5
5399,Thailand,H013801,1991-05-15,1991,5,15,31.0,8.2,25.0,25.2,1.367,0.517,0.48,0.05,1.748,0.323,0.326,0.378,0.011,0.041,8.46,0.9
6906,Thailand,H013801,2014-02-17,2014,2,17,26.0,7.01,14.333333333333352,22.0,1.3641916167664672,0.557046482928836,0.358755980861244,0.0409104859335038,1.7543859649122806,0.2603076923076923,0.4083510306058713,0.0613931523022431,0.0300019868865487,0.0327683615819209,7.98,1.456647398843932
6599,Thailand,H013801,2007-03-13,2007,3,13,28.5,8.09,3.499999999999962,22.4,1.3125295508274233,0.5144208037825059,0.4053145636442722,0.0341412410950803,1.5849056603773586,0.2615652173913044,0.3182529182399278,0.045,0.0110913930789707,0.0323417987933211,8.05,0.4247787610619472
6003,Thailand,H013801,1999-05-17,1999,5,17,28.1,7.15,105.0,17.8,0.786,0.509,0.388,0.047,1.152,0.345,0.158,0.523,0.041,0.085,8.56,1.6
6312,Thailand,H013801,2002-02-14,2002,2,14,23.8,7.82,32.0,22.5,1.32,0.498,0.416,0.033,1.703,0.278,0.228,0.19,0.018,0.03,5.95,0.65
6103,Thailand,H013801,2000-04-19,2000,4,19,28.6,7.68,65.0,20.0,1.17,0.37,0.385,0.035,1.461,0.279,0.094,0.124,0.109,0.046,8.3,0.8
7156,Thailand,H013801,2019-02-11,2019,2,11,28.0,7.755,20.91666666666669,27.45,1.8820143884892084,0.4252900041135335,0.2284297520661157,0.0586739130434782,1.642651296829971,0.442755994358251,0.3690245679783469,0.3388406209941604,0.0314229704797048,0.0610790634543603,6.97,1.5428571428571436
5294,Thailand,H013801,1989-01-16,1989,1,16,25.6,8.63,13.0,23.4,1.306,0.493,0.43,0.032,1.773,0.192,0.333,0.154,0.003,0.028,7.52,0.4
5161,Thailand,H013801,1987-12-15,1987,12,15,21.8,7.93,83.0,19.8,1.32,0.36,0.3,0.03,1.59,0.14,0.27,0.226,0.02,0.051,8.31,0.5
6106,Thailand,H013801,2000-11-15,2000,11,15,25.6,7.47,73.0,21.8,1.02,0.484,0.619,0.041,1.171,0.606,0.246,0.202,0.013,0.025,8.38,1.5
7213,Thailand,H013801,2020-07-13,2020,7,13,31.0,7.685,73.58333333333329,21.285,1.0072992700729928,0.6049270072992701,0.4046476729012614,0.0519156010230179,1.182654402102497,0.4301694915254238,0.4941369977097647,0.3740448293428425,0.0893679363750523,0.0861101367941073,7.09,1.6906077348066286
6602,Thailand,H013801,2007-07-16,2007,7,16,30.0,7.81,105.5,14.59,0.7393432835820897,0.4183880597014925,0.2361896476729012,0.0323529411764705,1.1838697743248243,0.141,0.2329793878825733,0.315,0.0322814653608995,0.0906888196607823,6.85,1.5094339622641508
6485,Thailand,H013801,2005-02-15,2005,2,15,27.0,7.38,6.0,23.4,1.6367265469061876,0.3356643356643357,0.4240974336668117,0.0330754511970266,1.705,0.3440399999999999,0.3283915581180944,0.0621,0.0154,0.039,7.7,1.768
7107,Thailand,H013801,2018-12-17,2018,12,17,25.0,7.904999999999999,21.25000000000001,23.3,1.345738522954092,0.670633484162896,0.3001609395389299,0.0619028132992327,1.6355810616929696,0.3629569377990431,0.3257318342702477,0.3864348112741058,0.030539397144368,0.0688800792864222,8.29,1.5168539325842694
6543,Thailand,H013801,2006-05-15,2006,5,15,32.0,8.15,25.66666666666661,20.088,0.9764433052605886,0.6991334065665815,0.3871248368856024,0.0441236226306857,1.4878375790078533,0.2873728905824714,0.3189844996033201,0.365,0.0642552435122644,0.0517337031900138,7.4,2.3111111111111096
5160,Thailand,H013801,1987-11-16,1987,11,16,27.4,8.34,172.0,20.2,1.35,0.4,0.3,0.03,1.56,0.14,0.29,0.265,0.032,0.056,7.43,0.2
5084,Thailand,H013801,1986-01-15,1986,1,15,20.4,8.08,45.5,20.9,1.39,0.31,0.38,0.03,1.45,0.22,0.26,0.213,0.017,0.028,8.58,0.5
5922,Thailand,H013801,1998-11-16,1998,11,16,25.6,7.93,48.0,24.9,1.622,0.525,0.454,0.045,1.964,0.212,0.417,0.199,0.075,0.031,9.78,0.5
6542,Thailand,H013801,2006-04-17,2006,4,17,32.0,8.08,7.833333333333442,23.95,1.25140562248996,0.6522088353413655,0.5163895116048227,0.0363688868747489,1.5660203139427515,0.3962099999999999,0.4828218061651971,0.085,0.0443927175991354,0.0214592274678111,7.45,1.6901408450704227
5341,Thailand,H013801,1990-01-15,1990,1,15,25.4,7.86,30.0,22.3,1.251,0.45,0.363,0.033,1.681,0.21,0.152,0.228,0.096,0.08,8.32,0.8
7048,Thailand,H013801,2017-01-16,2017,1,16,26.0,7.875,14.916666666666794,23.4,1.722440119760479,0.7534965034965035,0.4183340582862114,0.0342621483375959,1.7142857142857144,0.4121071932299012,0.5973808036643764,0.1656620021528525,0.0286343612334801,0.0596989394457748,7.93,1.9490445859872605
6963,Thailand,H013801,2015-03-16,2015,3,16,29.0,7.95,6.000000000000103,21.6,1.1347280334728032,0.4669456066945607,0.4192127011744237,0.0405473145780051,1.6236162361623618,0.20304,0.387965854674162,0.0497664026000406,0.0149330587023686,0.0452705189547294,7.15,1.536585365853657
7053,Thailand,H013801,2017-11-13,2017,11,13,26.0,7.695,157.08333333333334,17.4,1.2936052894211576,0.5290168654874537,0.2799043062200957,0.0625754475703324,1.34,0.4216600846262341,0.2941255465334166,0.4349840498253076,0.0658778381835625,0.1338541666666666,6.79,3.872093023255813
6540,Thailand,H013801,2006-02-14,2006,2,14,25.0,8.06,11.166666666666757,22.25,1.221494749845584,0.6542310067943178,0.3463044132900592,0.0313012940413024,1.6795363002259556,0.2791799999999999,0.3868214645380746,0.14,0.020821187640543,0.0266400495628829,7.55,2.8235294117647065
