Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
1234,Cambodia,H620101,2006-08-18,2006,8,18,28.8,6.92,114.0,4.47,0.22,0.12,0.128,0.0358,0.3229,0.044,0.1056,0.1356,0.0247,0.1502,7.0462,4.9102
1432,Cambodia,H620101,2007-02-22,2007,2,22,29.1,7.51,108.00108000000004,6.83,0.28,0.18,0.1019,0.0555,0.5331046312178389,0.098687963491158,0.047912036508842,0.1258710999999999,0.1261252,0.1662455999999999,7.4516,5.668348623853213
1629,Cambodia,H620101,2008-10-23,2008,10,23,30.5,6.86,50.0,4.98,0.1242784380305602,0.1609507640067911,0.1573999999999999,0.0175,0.2816720257234726,0.0442641091848026,0.126005,0.0432758999999999,0.1170523999999999,0.0891368,5.22,2.566687154271666
1439,Cambodia,H620101,2007-10-19,2007,10,19,29.2,6.78,31.00030999999999,3.63,0.1608040201005025,0.0984924623115577,0.1038,0.0256,0.3093596059113301,0.0215390279823269,0.0350566,0.0324276,0.0223504,0.0585304,5.963847751408186,1.8884594146880176
1230,Cambodia,H620101,2006-03-21,2006,3,21,30.0,7.74,137.0,5.86,0.227,0.207,0.119,0.029,0.4474,0.1079,0.005,0.0475,0.0778,0.098,7.659,1.223
1235,Cambodia,H620101,2006-10-21,2006,10,21,29.5,6.78,30.0,4.37,0.12,0.15,0.1112,0.0263,0.3261,0.052,0.048,0.0299,0.0373,0.0534,8.5489,3.849
1622,Cambodia,H620101,2008-02-19,2008,2,19,26.5,7.23,115.0,6.01,0.2323907455012852,0.1706940874035989,0.1477,0.0323,0.3909238249594814,0.0614798694232861,0.1080989,0.1389184,0.098381,0.0787194999999999,7.606851736565486,1.1529541689674214
1059,Cambodia,H620101,2005-06-16,2005,6,16,32.2,7.4,72.0,7.6,0.3323,0.1528,0.1817,0.0512,0.301,0.0607,0.312,0.206,0.101,0.0773,5.541,7.404
1625,Cambodia,H620101,2008-05-27,2008,5,27,30.8,7.1,50.0,3.42,0.0876348547717842,0.1095435684647303,0.1182999999999999,0.0337,0.1904132231404959,0.0531837916063675,0.1247853,0.0191634,0.03132714,0.0583731999999999,6.7926391146391145,5.811111111111112
1232,Cambodia,H620101,2006-06-20,2006,6,20,32.2,6.75,47.5,4.05,0.184,0.076,0.1006,0.077,0.2935,0.09,0.0376,0.0808,0.0066,0.0818,8.037,2.642
1237,Cambodia,H620101,2006-12-21,2006,12,21,29.5,7.13,10.0,2.91,0.087,0.091,0.1458,0.0235,0.223,0.069,0.023,0.0375,0.0441816,0.0650925,6.33574,6.4504
899,Cambodia,H620101,2004-11-20,2004,11,20,27.6,6.4,23.0,3.1,0.0916,0.0875,0.11,0.028,0.275,0.027,0.0409,0.146,0.01,0.0392,6.542,4.4622
1236,Cambodia,H620101,2006-11-22,2006,11,22,29.4,6.88,51.0,4.82,0.37,0.06,0.1183,0.02605,0.439,0.046,0.037,0.2176,0.0171808,0.1051166,7.65,3.388235294
898,Cambodia,H620101,2004-10-19,2004,10,19,30.0,6.48,29.0,3.8,0.114,0.1433,0.0992,0.0154,0.295,0.0185,0.0534999999999999,0.133,0.01,0.0412,6.542,6.4923
1626,Cambodia,H620101,2008-07-14,2008,7,14,31.0,6.33,38.0,3.46,0.0901502504173622,0.106176961602671,0.1138,0.03035,0.1892617449664429,0.0451289398280802,0.1146599999999999,0.049828,0.0284962,0.0549872,7.022220618356201,2.506053268765134
1065,Cambodia,H620101,2005-12-28,2005,12,28,27.6,6.3,49.0,4.4,0.127,0.057,0.156,0.0458,0.285,0.053,0.062,0.064,0.0517,0.0191,7.029,4.196
1624,Cambodia,H620101,2008-04-23,2008,4,23,31.9,7.58,35.0,6.2,0.2741721854304635,0.0794701986754967,0.2668,0.0444,0.3747508305647841,0.076511066969353,0.191796,0.0585589999999999,0.1015267999999999,0.0442048,7.712,5.193832599118943
