Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5495,Thailand,H371499,1992-04-05,1992,4,5,25.0,6.98,9.0,11.4,0.448,0.19,0.372,0.063,0.677,0.319,0.049,0.29,0.021,0.039,6.03,2.2
5873,Thailand,H371499,1997-08-20,1997,8,20,27.0,7.42,89.0,10.9,0.413,0.156,0.404,0.08,0.592,0.404,0.002,0.269,0.036,0.083,7.58,3.9
5968,Thailand,H371499,1998-09-16,1998,9,16,25.0,7.31,62.0,10.0,0.317,0.267,0.411,0.062,0.594,0.334,0.071,0.216,0.033,0.023,7.47,2.7
6158,Thailand,H371499,2000-04-19,2000,4,19,26.7,6.98,55.0,11.6,0.452,0.128,0.28,0.056,0.506,0.428,0.021,0.048,0.146,0.032,8.97,1.6
6165,Thailand,H371499,2000-12-13,2000,12,13,28.0,7.17,13.0,10.7,0.489,0.208,0.267,0.06,0.668,0.266,0.064,0.076,0.026,0.023,9.81,3.7
5569,Thailand,H371499,1993-10-13,1993,10,13,28.4,7.65,18.0,11.6,0.624,0.049,0.428,0.089,0.801,0.315,0.004,0.232,0.069,0.03,8.69,3.0
5785,Thailand,H371499,1996-11-14,1996,11,14,27.0,7.03,123.0,10.2,0.374,0.143,0.445,0.055,0.614,0.354,0.028,0.155,0.09,0.018,8.24,2.5
6058,Thailand,H371499,1999-06-15,1999,6,15,29.0,7.39,20.0,11.0,0.43,0.17,0.385,0.081,0.648,0.494,0.008,0.171,0.002,0.023,8.43,2.3
5203,Thailand,H371499,1987-07-16,1987,7,16,28.0,7.21,3.0,12.3,0.46,0.21,0.4,0.06,0.7,0.43,0.02,0.051,0.043,0.008,6.28,2.3
6056,Thailand,H371499,1999-04-19,1999,4,19,28.6,7.46,20.0,23.2,1.371,0.639,0.365,0.07,2.082,0.165,0.107,0.349,0.13,0.011,7.8,2.8
5777,Thailand,H371499,1996-01-15,1996,1,15,30.0,7.62,2.0,11.0,0.368,0.282,0.439,0.068,0.675,0.409,0.143,0.066,0.134,0.034,7.27,3.3
5684,Thailand,H371499,1995-06-13,1995,6,13,34.5,7.02,35.0,5.2,0.119,0.077,0.231,0.065,0.271,0.204,0.043,0.312,0.07,0.164,6.84,3.8
5783,Thailand,H371499,1996-09-15,1996,9,15,30.0,7.49,12.0,10.5,0.236,0.213,0.449,0.095,0.511,0.374,0.036,0.294,0.012,0.008,8.7,2.8
6157,Thailand,H371499,2000-03-16,2000,3,16,23.8,7.04,33.0,10.9,0.5,0.08,0.436,0.061,0.616,0.406,0.018,0.123,0.051,0.014,8.88,2.2
5969,Thailand,H371499,1998-10-14,1998,10,14,27.5,7.17,31.0,9.6,0.3,0.229,0.361,0.052,0.629,0.277,0.027,0.118,0.099,0.037,7.23,2.2
5786,Thailand,H371499,1996-12-16,1996,12,16,25.5,7.07,5.0,10.3,0.407,0.116,0.348,0.052,0.563,0.349,0.095,0.212,0.018,0.015,8.33,3.3
