Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7034,Thailand,H380128,2016-03-14,2016,3,14,21.2,7.72,47.99999999999999,12.37,0.8484580838323353,0.3560756890168655,0.2633101348412353,0.0679616368286445,1.5,0.0282,0.1367437018530085,0.2189002717959439,0.0473022912047302,0.0791465932553337,8.61,3.1
7035,Thailand,H380128,2016-06-13,2016,6,13,28.0,7.01,3.333333333333244,10.9,0.4638173652694611,0.1771534348004936,0.5652240104393215,0.0421815856777493,0.8,0.423,0.0790901519883406,0.0261342253815596,0.0036954915003695,0.0075705437026841,6.27,3.1
7146,Thailand,H380128,2018-12-17,2018,12,17,27.0,7.14,8.499999999999966,12.3,0.4423353293413173,0.1761990950226244,0.5021966072205307,0.0527263427109974,0.6025824964131993,0.483043062200957,0.1087799292109098,0.1300477995714521,0.0230037017451084,0.0829203832177072,6.84,2.932584269662921
7240,Thailand,H380128,2020-02-17,2020,2,17,26.0,7.14,4.333333333333273,8.9,0.3952095808383234,0.237125748502994,0.2217094388864724,0.0469974424552429,0.5145118733509235,0.3011186440677966,0.1147387049760566,0.0261934938741022,0.0295268985572083,0.0189141856392294,6.24,2.98342541436464
6576,Thailand,H380128,2006-02-14,2006,2,14,27.0,7.47,4.333333333333411,14.09,0.2865966646077826,0.2786905497220507,0.680898049319102,0.0659290322228826,0.556439728853522,0.7371479999999999,0.1076005256005068,0.09,0.0299825102023819,0.0142493288359606,7.1,8.067226890756302
6582,Thailand,H380128,2006-08-15,2006,8,15,26.0,7.4,74.6666666666667,8.95,0.1965372016846046,0.160973327094057,0.4003970511147545,0.0279223709944335,0.525487256371814,0.2595868881903907,0.014474019691347,0.155,0.0267527675276752,0.0732497534864065,5.9,7.657945118059986
6635,Thailand,H380128,2007-09-17,2007,9,17,30.0,7.41,51.3333333333333,9.08,0.134777376654633,0.2310469314079422,0.4805401934588538,0.0369566834044121,0.4043126684636119,0.3881895261845388,0.1322582178789175,0.125,0.0266721378744357,0.0384934712053739,6.8,8.153846153846153
6886,Thailand,H380128,2013-03-18,2013,3,18,30.0,6.82,2.83,8.0,0.2668313373253493,0.1229452900041135,0.365276207046542,0.0439104859335038,0.4499999999999999,0.3701250000000001,0.0476348115760982,0.0373134328358208,0.0029200359389038,0.0574374079528718,7.7,2.022471910112359
6519,Thailand,H380128,2005-09-14,2005,9,14,29.0,6.77,38.0,7.37,0.1672473867595818,0.1513190642110503,0.3976884359659479,0.0287935502447451,0.3096632503660322,0.38352,0.0111980210857137,0.0804163052905463,0.0164406083025071,0.0273420636062742,5.55,3.779195915762604
6465,Thailand,H380128,2004-08-16,2004,8,16,30.0,6.67,35.0,9.2,0.2090818363273453,0.2451665981077745,0.3774432081269556,0.0441402423682815,0.404,0.4513399153737658,0.0297,0.04,0.0435,0.062,3.9,5.59
6743,Thailand,H380128,2010-04-19,2010,4,19,33.0,7.62,3.0,15.6,0.3804640718562874,0.1565693130399013,0.956628969117007,0.038769820971867,0.7053941908713691,0.8459999999999999,0.0502810743285446,0.003883495145631,0.0098621582514659,0.0196772053946495,7.2,2.8965517241379284
6946,Thailand,H380128,2014-07-15,2014,7,15,30.0,7.1,28.333333333333336,7.55,0.1766233766233766,0.2077922077922077,0.4505263157894737,0.049923273657289,0.483271375464684,0.3222857142857143,0.0655465334166146,0.1181695017311455,0.0792342904702455,0.1072867081655071,5.48,7.411764705882353
7082,Thailand,H380128,2017-02-14,2017,2,14,26.0,7.47,2.999999999999877,20.7,1.0096057884231535,0.3195475113122172,0.6176598521096129,0.0303734015345268,1.12987012987013,0.7095483870967741,0.1100624609618988,0.1206136145733461,0.0078665283540802,0.051881993896236,7.24,3.017341040462427
6774,Thailand,H380128,2011-10-18,2011,10,18,28.5,7.07,18.0,9.91,0.289620758483034,0.1656903765690376,0.4881687690300131,0.0309641943734015,0.5042016806722688,0.4478823529411765,0.0295294607536956,0.0799827064418504,0.0392286647250904,0.060948905109489,4.8,4.395348837209301
7087,Thailand,H380128,2017-09-11,2017,9,11,31.0,6.76,18.16666666666675,14.03,0.4994760479041916,0.1563307280954339,0.8202261852979557,0.0580460358056265,0.7747489239598278,0.5922000000000001,0.072750364355611,0.1155152887882219,0.0274076481421297,0.1598615916955017,4.16,5.593220338983052
6579,Thailand,H380128,2006-05-15,2006,5,15,31.0,7.58,13.0,12.09,0.1054558769681435,0.2812156719150495,0.6154849934754242,0.0409366509708312,0.3960927025474048,0.60913228089276,0.065742213180552,0.11,0.0669214361891219,0.0295423023578363,7.3,3.733333333333333
6889,Thailand,H380128,2013-07-15,2013,7,15,31.5,6.53,11.333333333333542,13.51,0.3783783783783784,0.172972972972973,0.8825706829056111,0.0454910485933503,0.5921052631578948,0.870169252468265,0.0536914428482198,0.1942803854522847,0.0887656033287101,0.0999632488055861,3.64,4.499999999999999
6950,Thailand,H380128,2014-12-15,2014,12,15,26.5,7.72,3.500000000000031,15.99,0.3607515657620042,0.2655532359081419,0.9595128316659418,0.0595703324808184,0.6699751861042185,0.7519308885754583,0.0704913595669373,0.1422764227642276,0.0060561299852289,0.0331302361005331,7.08,4.319999999999999
