MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Cambodia,H020108,2006-11-21,2006,11,21,30.8,7.05,74.0,8.09,0.34,0.15,0.278,0.037,0.609,0.111,0.103,0.016,0.003,0.062,7.47,5.294
Cambodia,H020108,2012-01-24,2012,1,24,28.4,7.1,20.0,8.59,0.297,0.102,0.385,0.041,0.57,0.104,0.175,0.046,0.042,0.055,6.184,6.333
Cambodia,H020108,2011-08-29,2011,8,29,29.4,6.9,16.0,14.12,0.654,0.273,0.316,0.084,0.917,0.147,0.331,0.057,0.025,0.086,7.516,1.581
Cambodia,H020108,2014-01-24,2014,1,24,25.8,7.12,24.0,8.852,0.305,0.274,0.28,0.031,0.556,0.196,0.192,0.116,0.083,0.074,6.054,4.068
Cambodia,H020108,2012-08-23,2012,8,23,29.0,6.84,12.0,13.78,0.621,0.281,0.32,0.076,0.908,0.163,0.328,0.07,0.103,0.086,7.934,1.794
Cambodia,H020108,2010-10-24,2010,10,24,28.9,7.2,9.5,9.32,0.364,0.239,0.205,0.047,0.716,0.039,0.17,0.079,0.016,0.071,7.908,2.221
Cambodia,H020108,2013-09-26,2013,9,26,29.5,6.85,59.0,10.54,0.465,0.331,0.236,0.024,0.808,0.136,0.195,0.048,0.148,0.068,7.165,1.44
Cambodia,H020108,2005-12-27,2005,12,27,24.2,6.83,51.0,8.8,0.36,0.125,0.295,0.045,0.643,0.102,0.125,0.037,0.032,0.019,4.747,2.559
Cambodia,H020108,2007-12-26,2007,12,26,27.6,6.89,15.0,9.09,0.36,0.22,0.297,0.043,0.618,0.117,0.175,0.016,0.077,0.237,6.262,4.968
Cambodia,H020108,2008-11-20,2008,11,20,27.8,6.99,7.0,8.57,0.366,0.178,0.232,0.031,0.563,0.135,0.166,0.031,0.138,0.071,4.532,5.348
Cambodia,H020108,2012-10-22,2012,10,22,30.0,6.38,12.5,10.68,0.438,0.215,0.281,0.042,0.633,0.16,0.227,0.022,0.041,0.015,4.989,3.536
Cambodia,H020108,2007-11-21,2007,11,21,27.6,7.31,8.0,9.31,0.427,0.222,0.186,0.034,0.688,0.099,0.169,0.25,0.074,0.096,8.462,1.97
Cambodia,H020108,2012-12-25,2012,12,25,29.0,6.58,8.0,7.08,0.181,0.215,0.22,0.075,0.392,0.098,0.213,0.024,0.042,0.02,7.392,6.349
Cambodia,H020108,2010-12-21,2010,12,21,29.0,7.34,17.5,10.83,0.411,0.227,0.421,0.047,0.687,0.151,0.236,0.038,0.091,0.063,4.822,6.464
Cambodia,H020108,2011-10-30,2011,10,30,31.0,6.67,17.0,10.68,0.451,0.277,0.261,0.046,0.78,0.125,0.199,0.039,0.024,0.036,4.758,2.283
Cambodia,H020108,2012-09-25,2012,9,25,29.3,6.53,34.8,12.8,0.654,0.161,0.369,0.09,0.814,0.196,0.282,0.188,0.027,0.143,6.506,1.82
Cambodia,H020108,2005-11-25,2005,11,25,27.5,7.01,6.0,10.09,0.563,0.176,0.226,0.048,0.731,0.068,0.159,0.025,0.074,0.025,6.103,3.076
Cambodia,H020108,2005-01-19,2005,1,19,28.2,6.5,34.0,9.4,0.37,0.229,0.331,0.03,0.648,0.098,0.204,0.186,0.019,0.052,5.35,6.766
Cambodia,H020108,2010-02-21,2010,2,21,28.2,6.95,16.0,9.98,0.348,0.184,0.382,0.041,0.499,0.27,0.143,0.163,0.093,0.109,3.959,5.013
