Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
8214,Viet Nam,H988115,2012-09-15,2012,9,15,27.35,7.47,89.0,11.34,0.698,0.164,0.2170434782608695,0.0615384615384615,0.784,0.229,0.073,0.063,0.037,0.298,5.58,3.04
7604,Viet Nam,H988115,2005-10-15,2005,10,15,25.4,7.22,96.5,11.2,0.646,0.241,0.18,0.035,0.889,0.058,0.093,0.146,0.01,0.194,6.53,1.72
8185,Viet Nam,H988115,2011-04-15,2011,4,15,28.2,7.18,55.0,19.41,1.083,0.518,0.417,0.032,1.346,0.325,0.366,0.537,0.072,0.118,5.19,3.17
8262,Viet Nam,H988115,2014-10-15,2014,10,15,29.1,7.59,46.0,9.49,0.6,0.12,0.261,0.024,0.737,0.212,0.039,0.364,0.126,0.141,5.06,2.8
7603,Viet Nam,H988115,2005-08-15,2005,8,15,28.4,6.9,74.0,12.5,0.623,0.284,0.293,0.066,0.675,0.196,0.311,0.174,0.048,0.131,5.96,3.38
8093,Viet Nam,H988115,2009-01-15,2009,1,15,26.6,6.9,48.0,13.9,0.66,0.36,0.374,0.024,1.047,0.298,0.129,0.522,0.013,0.119,5.06,3.72
8083,Viet Nam,H988115,2008-12-15,2008,12,15,28.0,6.93,126.0,12.0,0.61,0.29,0.356,0.029,0.859,0.229,0.147,0.339,0.085,0.207,5.44,4.39
7943,Viet Nam,H988115,2008-01-15,2008,1,15,29.6,6.99,90.0,13.4,0.697,0.3179999999999999,0.274,0.031,1.049,0.174,0.176,0.414,0.001,0.162,4.96,2.54
8187,Viet Nam,H988115,2011-10-15,2011,10,15,26.8,7.67,99.0,8.6,0.492,0.35,0.172,0.018,0.772,0.144,0.054,0.123,0.087,0.122,4.92,4.07
7838,Viet Nam,H988115,2007-03-15,2007,3,15,32.0,7.02,167.0,17.6,1.251,0.208,0.383,0.043,1.031,0.37,0.314,0.045,0.019,0.316,5.33,3.73
8342,Viet Nam,H988115,2018-04-15,2018,4,15,29.6,7.91,30.0,23.7,1.037,0.6520000000000001,0.415,0.041,1.146,0.502,0.554,0.778,0.089,0.112,3.68,3.77
8186,Viet Nam,H988115,2011-09-15,2011,9,15,27.5,6.99,57.0,8.8,0.704,0.21,0.248,0.023,0.891,0.144,0.099,0.037,0.055,0.154,5.23,4.55
8105,Viet Nam,H988115,2009-02-15,2009,2,15,27.4,6.9,63.0,14.8,0.75,0.39,0.321,0.036,0.866,0.263,0.325,0.397,0.017,0.102,4.8,4.0
7601,Viet Nam,H988115,2005-06-15,2005,6,15,27.0,7.13,79.0,19.4,0.947,0.4640000000000001,0.453,0.054,1.216,0.303,0.275,0.13,0.055,0.169,5.92,3.08
7876,Viet Nam,H988115,2007-08-15,2007,8,15,27.8,6.93,117.0,10.2,0.532,0.2189999999999999,0.182,0.039,0.688,0.264,0.117,0.339,0.037,0.108,5.72,4.59
