Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5614,Thailand,H380134,1994-09-14,1994,9,14,30.5,6.93,42.0,11.7,0.192,0.101,0.61,0.03,0.218,0.626,0.101,0.133,0.148,0.107,7.5,3.9
5215,Thailand,H380134,1987-09-15,1987,9,15,30.0,6.24,131.0,12.9,0.17,0.03,0.8,0.03,0.1,0.9,0.09,0.11,0.147,0.021,6.36,4.9
5796,Thailand,H380134,1996-10-16,1996,10,16,29.0,6.53,18.0,13.7,0.252,0.173,0.729,0.031,0.323,0.781,0.167,0.564,0.053,0.024,9.13,4.7
5575,Thailand,H380134,1993-09-15,1993,9,15,29.5,7.11,125.0,15.5,0.237,0.157,0.843,0.033,0.208,0.949,0.078,0.107,0.109,0.084,6.1,3.9
5450,Thailand,H380134,1991-09-16,1991,9,16,30.0,6.88,201.0,10.0,0.181,0.177,0.525,0.049,0.194,0.6,0.207,0.135,0.116,0.115,8.4,6.3
5889,Thailand,H380134,1997-09-16,1997,9,16,30.5,6.58,76.0,15.0,0.271,0.126,0.858,0.038,0.383,0.822,0.026,0.4,0.023,0.039,7.24,3.6
5978,Thailand,H380134,1998-07-15,1998,7,15,30.0,7.33,20.0,10.0,0.552,0.344,0.094,0.083,0.96,0.064,0.031,0.174,0.058,0.012,8.02,1.4
5385,Thailand,H380134,1990-08-13,1990,8,13,30.5,6.74,196.0,13.8,0.18,0.155,0.8,0.049,0.186,0.897,0.199,0.309,0.027,0.148,4.56,8.0
6290,Thailand,H380134,2001-09-12,2001,9,12,28.5,6.63,54.0,11.5,0.174,0.163,0.655,0.029,0.224,0.643,0.174,0.119,0.107,0.045,5.88,2.9
6289,Thailand,H380134,2001-08-16,2001,8,16,29.9,7.12,64.0,11.3,0.278,0.172,0.648,0.049,0.415,0.69,0.066,0.212,0.028,0.079,6.34,3.4
5138,Thailand,H380134,1986-10-15,1986,10,15,29.0,6.92,38.0,10.9,0.28,0.1,0.6,0.05,0.34,0.6,0.03,0.194,0.038,0.024,5.8,3.5
5888,Thailand,H380134,1997-08-14,1997,8,14,28.5,6.94,84.0,11.9,0.229,0.209,0.645,0.036,0.329,0.654,0.029,0.187,0.111,0.095,4.83,6.5
6378,Thailand,H380134,2002-09-17,2002,9,17,29.5,6.72,11.0,9.3,0.231,0.087,0.387,0.026,0.299,0.44,0.022,0.091,0.085,0.059,4.55,5.19
6522,Thailand,H380134,2005-09-14,2005,9,14,27.8,6.54,30.0,13.59,0.207,0.109,0.8947989809233828,0.0274077644040889,0.206,0.95034,0.0279950527142843,0.0607574443480773,0.0404164954103301,0.0309397035544682,5.45,4.832163369495851
5387,Thailand,H380134,1990-10-15,1990,10,15,27.5,6.76,25.0,19.5,0.201,0.088,0.848,0.029,0.225,0.967,0.099,0.259,0.002,0.046,5.57,3.9
5137,Thailand,H380134,1986-09-15,1986,9,15,29.8,6.5,88.0,8.0,0.18,0.08,0.48,0.04,0.25,0.41,0.01,0.241,0.108,0.045,3.72,5.1
6523,Thailand,H380134,2005-10-17,2005,10,17,30.6,7.08,22.0,13.4,0.1741496598639455,0.2374768089053803,0.7166677023136356,0.0265238976720455,0.311608968,0.7896000000000001,0.0251099344316837,0.031,0.049,0.0514854240589995,6.1,3.693110949963742
5386,Thailand,H380134,1990-09-13,1990,9,13,29.5,6.85,80.0,11.8,0.137,0.095,0.583,0.031,0.139,0.764,0.003,0.384,0.066,0.079,4.18,5.8
5504,Thailand,H380134,1992-09-14,1992,9,14,30.4,6.74,135.0,9.6,0.253,0.03,0.392,0.045,0.177,0.467,0.149,0.132,0.036,0.115,8.0,5.6
5069,Thailand,H380134,1985-09-16,1985,9,16,33.7,6.4,91.0,7.0,0.18,0.03,0.47,0.02,0.18,0.43,0.11,0.313,0.044,0.013,5.07,3.3
5282,Thailand,H380134,1988-06-16,1988,6,16,29.9,6.63,181.0,11.1,0.165,0.082,0.622,0.04,0.175,0.649,0.132,0.159,0.14,0.063,5.15,5.4
