Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5255,Thailand,H370115,1988-12-15,1988,12,15,23.0,7.81,34.0,26.9,1.137,0.461,0.962,0.071,1.623,0.794,0.128,0.186,0.003,0.047,3.82,2.8
5604,Thailand,H370115,1994-08-16,1994,8,16,25.0,7.36,86.0,10.4,0.249,0.139,0.515,0.086,0.377,0.454,0.081,0.404,0.046,0.1,7.82,4.2
6131,Thailand,H370115,2000-03-16,2000,3,16,28.0,7.7,34.0,27.4,1.475,0.357,0.92,0.071,1.888,0.669,0.025,0.199,0.07,0.026,9.15,3.4
6027,Thailand,H370115,1999-09-14,1999,9,14,30.0,7.65,91.0,21.1,0.858,0.263,0.803,0.085,1.264,0.604,0.102,0.427,0.098,0.052,9.31,2.3
5474,Thailand,H370115,1992-04-05,1992,4,5,26.0,7.26,11.0,22.2,1.002,0.401,0.625,0.072,1.501,0.511,0.066,0.306,0.029,0.05,6.28,3.4
5755,Thailand,H370115,1996-06-13,1996,6,13,27.5,8.07,15.0,20.5,1.142,0.535,0.483,0.079,1.768,0.205,0.259,0.462,0.018,0.019,8.0,3.9
6132,Thailand,H370115,2000-05-15,2000,5,15,29.8,7.83,60.0,23.5,1.285,0.34,0.559,0.08,1.636,0.513,0.036,0.403,0.032,0.03,8.58,3.7
5602,Thailand,H370115,1994-01-18,1994,1,18,24.0,7.6,6.0,5.2,0.276,0.077,0.148,0.06,0.371,0.103,0.039,0.259,0.093,0.035,7.34,2.0
5654,Thailand,H370115,1995-10-16,1995,10,16,31.0,7.64,59.0,22.6,0.834,0.471,0.64,0.054,1.091,0.598,0.481,0.231,0.046,0.036,7.41,3.3
6028,Thailand,H370115,1999-10-14,1999,10,14,30.0,7.39,79.0,22.5,0.855,0.258,0.95,0.068,1.031,0.838,0.108,0.185,0.076,0.038,6.78,2.2
6133,Thailand,H370115,2000-06-15,2000,6,15,30.5,7.65,53.0,25.2,1.129,0.344,0.861,0.074,1.427,0.896,0.028,0.479,0.142,0.029,8.58,3.4
5942,Thailand,H370115,1998-09-16,1998,9,16,27.0,7.47,23.0,17.8,0.723,0.285,0.722,0.074,1.15,0.611,0.011,0.419,0.009,0.067,7.84,3.0
5416,Thailand,H370115,1991-09-16,1991,9,16,30.0,7.55,133.0,19.2,0.716,0.278,0.86,0.089,1.003,0.746,0.273,0.317,0.061,0.068,4.4,3.8
5478,Thailand,H370115,1992-10-14,1992,10,14,29.5,7.75,60.0,18.4,0.81,0.271,0.544,0.059,1.115,0.482,0.166,0.288,0.033,0.072,7.47,3.3
5603,Thailand,H370115,1994-07-13,1994,7,13,26.0,7.38,149.0,19.7,0.701,0.266,0.913,0.115,0.873,0.898,0.094,0.286,0.074,0.236,7.11,3.8
6341,Thailand,H370115,2002-04-10,2002,4,10,30.7,7.55,45.0,23.4,1.077,0.37,0.788,0.07,1.461,0.624,0.077,0.404,0.015,0.02,6.3,3.07
6339,Thailand,H370115,2002-02-12,2002,2,12,26.0,7.84,48.0,24.2,1.142,0.314,0.859,0.077,1.441,0.727,0.089,0.258,0.001,0.027,6.76,2.0
5846,Thailand,H370115,1997-07-14,1997,7,14,25.5,7.83,15.0,19.9,0.935,0.392,0.638,0.103,1.527,0.422,0.087,0.408,0.016,0.068,5.76,3.8
6343,Thailand,H370115,2002-06-11,2002,6,11,31.0,7.47,67.0,20.6,1.036,0.387,0.59,0.07,1.365,0.59,0.125,0.304,0.02,0.035,8.11,1.61
6450,Thailand,H370115,2004-05-18,2004,5,18,31.0,7.48,36.0,18.2,0.848303,0.413492,0.8243,0.0761,1.342,0.6469,0.1607,0.14,0.0524,0.097,4.95,0.84
5756,Thailand,H370115,1996-08-15,1996,8,15,26.5,6.03,72.0,26.5,1.014,0.57,0.856,0.074,1.539,0.768,0.074,0.62,0.001,0.07,6.98,4.3
