Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7339,Viet Nam,H988308,2003-06-15,2003,6,15,30.0,6.64,144.0,15.2,0.725,0.4029999999999999,0.39,0.046,0.851,0.445,0.293,0.36,0.006,0.16,4.52,4.31
7878,Viet Nam,H988308,2007-08-15,2007,8,15,29.3,6.43,85.0,12.5,0.6,0.119,0.454,0.077,0.647,0.335,0.171,0.234,0.028,0.156,4.67,4.31
7959,Viet Nam,H988308,2008-02-15,2008,2,15,29.3,6.51,80.0,13.8,0.66,0.365,0.342,0.029,0.911,0.435,0.101,0.69,0.009,0.185,4.23,4.57
7449,Viet Nam,H988308,2004-02-15,2004,2,15,29.0,6.83,58.0,18.3,0.992,0.355,0.438,0.048,1.145,0.245,0.31,0.482,0.032,0.061,5.96,3.5
7633,Viet Nam,H988308,2005-11-15,2005,11,15,22.5,6.78,76.0,8.4,0.381,0.289,0.211,0.043,0.505,0.059,0.263,0.29,0.024,0.139,5.0,2.81
8073,Viet Nam,H988308,2008-11-15,2008,11,15,27.3,6.7,150.0,10.8,0.36,0.34,0.303,0.038,0.698,0.147,0.234,0.467,0.016,0.082,3.64,5.25
7450,Viet Nam,H988308,2004-07-15,2004,7,15,29.0,6.84,124.0,21.0,1.516,0.085,0.405,0.085,0.921,0.361,0.651,0.542,0.026,0.07,6.58,3.21
8143,Viet Nam,H988308,2009-06-15,2009,6,15,25.5,7.4,72.0,18.6,0.81,0.46,0.436,0.052,1.178,0.256,0.36,0.776,0.001,0.108,5.18,5.53
7454,Viet Nam,H988308,2004-11-15,2004,11,15,31.0,6.73,75.0,12.4,0.666,0.2229999999999999,0.259,0.055,0.975,0.122,0.219,0.378,0.008,0.068,5.89,5.23
7629,Viet Nam,H988308,2005-03-15,2005,3,15,28.8,7.24,172.0,19.3,1.001,0.4740000000000002,0.431,0.055,1.012,0.378,0.511,0.558,0.052,0.204,6.42,2.63
7338,Viet Nam,H988308,2003-03-15,2003,3,15,29.5,7.11,160.0,17.18,0.921,0.431,0.306,0.052,1.299,0.202,0.127,0.27,0.006,0.134,6.03,4.26
7452,Viet Nam,H988308,2004-09-15,2004,9,15,30.0,6.65,64.0,12.7,0.726,0.298,0.216,0.056,1.0,0.176,0.105,0.362,0.028,0.09,7.25,4.0
7340,Viet Nam,H988308,2003-11-15,2003,11,15,26.5,6.56,129.0,12.4,0.546,0.368,0.217,0.042,0.628,0.275,0.365,0.083,0.004,0.231,6.34,6.21
7779,Viet Nam,H988308,2006-06-15,2006,6,15,26.7,6.94,86.0,20.4,0.937,0.518,0.422,0.058,0.935,0.658,0.463,0.09,0.047,0.103,5.87,4.0
8004,Viet Nam,H988308,2008-07-15,2008,7,15,28.5,6.48,62.5,15.8,0.798,0.2129999999999998,0.509,0.051,0.95,0.504,0.115,0.517,0.001,0.212,2.66,4.02
8019,Viet Nam,H988308,2008-08-15,2008,8,15,28.4,6.25,63.0,15.3,0.666,0.503,0.271,0.084,1.069,0.312,0.26,0.176,0.014,0.098,4.26,5.37
7782,Viet Nam,H988308,2006-11-15,2006,11,15,28.4,6.97,76.0,8.8,0.359,0.314,0.214,0.043,0.518,0.198,0.219,0.322,0.033,0.092,4.97,5.37
