Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
4489,Lao PDR,H013900,2008-01-16,2008,1,16,29.1,7.5,47.0,22.6,1.314,0.486,0.44,0.037,1.595,0.357,0.137,0.172,0.041,0.015,7.13,1.388
4655,Lao PDR,H013900,2010-04-21,2010,4,21,28.5,7.61,7.0,21.06,1.057,0.504,0.366,0.038,1.363,0.396,0.331,0.008,0.064,0.02,6.96,1.038
4245,Lao PDR,H013900,2006-02-14,2006,2,14,25.2,7.3,14.0,22.3,1.176,0.639,0.454,0.039,1.55,0.435,0.374,0.098,0.018,0.017,8.2,0.71
4656,Lao PDR,H013900,2010-06-19,2010,6,19,29.5,7.42,51.0,25.3,1.134,0.505,0.642,0.05,1.254,0.578,0.557,0.43,0.044,0.039,5.7,1.901
4741,Lao PDR,H013900,2013-08-20,2013,8,20,26.6,7.3,181.0,16.2,1.009725685785536,0.3086419753086419,0.1791304347826087,0.0358056265984654,1.19,0.0676056338028169,0.294375,0.026,0.01,0.12,8.7,4.8
4116,Lao PDR,H013900,2005-01-17,2005,1,17,25.3,7.93,25.0,22.6,1.585,0.54,0.085,0.017,1.68,0.221,0.342,0.148,0.021,0.03,6.92,3.4
4377,Lao PDR,H013900,2007-12-14,2007,12,14,28.9,6.89,44.0,19.8,1.389,0.29,0.288,0.034,1.624,0.269,0.118,0.172,0.026,0.036,7.3,1.487
4119,Lao PDR,H013900,2005-04-15,2005,4,15,27.2,7.5,26.0,24.5,1.463,0.513,0.465,0.05,1.615,0.29,0.532,0.167,0.027,0.043,6.89,0.919
4117,Lao PDR,H013900,2005-02-16,2005,2,16,27.5,8.0,27.0,24.2,1.78,0.507,0.094,0.017,1.745,0.266,0.393,0.046,0.046,0.011,6.81,0.435
4658,Lao PDR,H013900,2010-10-19,2010,10,19,28.0,7.28,198.0,14.36,0.833,0.31,0.25,0.041,1.096,0.191,0.167,0.249,0.034,0.072,6.01,3.528
4490,Lao PDR,H013900,2008-02-13,2008,2,13,28.2,7.3,29.0,22.3,1.252,0.456,0.449,0.036,1.54,0.362,0.174,0.143,0.035,0.024,6.38,1.189
3986,Lao PDR,H013900,2004-11-16,2004,11,16,27.6,7.89,69.0,19.39,1.352,0.471,0.056,0.005,1.54,0.048,0.407,0.222,0.022,0.006,6.4,0.245
4244,Lao PDR,H013900,2006-01-15,2006,1,15,24.8,7.5,14.0,22.6,1.253,0.523,0.493,0.057,1.523,0.322,0.386,0.171,0.045,0.035,9.4,0.91
4764,Lao PDR,H013900,2014-05-20,2014,5,20,25.4,7.56,80.0,19.0,1.22,0.55,0.4,0.05,1.62,0.28,0.38,0.32,0.02,0.02,8.1,0.19
4499,Lao PDR,H013900,2008-12-15,2008,12,15,20.5,7.58,93.0,23.0,1.13,0.469,0.541,0.044,1.422,0.482,0.213,0.244,0.074,0.056,6.91,1.197
3984,Lao PDR,H013900,2004-09-13,2004,9,13,26.1,7.2,132.0,10.15,0.738,0.219,0.028,0.005,0.7,0.056,0.235,0.239,0.018,0.016,7.3,1.58
4247,Lao PDR,H013900,2006-04-18,2006,4,18,26.2,7.5,10.0,20.2,1.028,0.512,0.432,0.043,1.335,0.368,0.412,0.107,0.036,0.03,7.6,0.862
