Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3560,7348,Viet Nam,H988312,2003-11-15,2003,11,15,29.0,6.14,84.0,9.9,0.279,0.4289999999999999,0.261,0.047,0.276,0.204,0.516,0.331,0.006,0.052,7.24,6.62
3895,7467,Viet Nam,H988312,2004-09-15,2004,9,15,30.0,6.42,72.5,14.9,0.807,0.2739999999999999,0.264,0.074,0.53,0.242,0.614,0.234,0.02,0.041,6.34,4.52
3942,7468,Viet Nam,H988312,2004-10-15,2004,10,15,30.0,7.31,52.0,15.0,0.949,0.29,0.204,0.045,0.823,0.308,0.337,0.25,0.008,0.08,6.95,3.14
4395,7642,Viet Nam,H988312,2005-09-15,2005,9,15,28.4,6.76,102.0,11.6,0.534,0.386,0.233,0.063,0.705,0.116,0.346,0.041,0.027,0.236,5.9,9.09
4435,7643,Viet Nam,H988312,2005-10-15,2005,10,15,25.5,6.96,39.0,10.9,0.588,0.263,0.2,0.036,0.727,0.091,0.228,0.172,0.039,0.044,5.45,2.61
4501,7644,Viet Nam,H988312,2005-11-15,2005,11,15,24.4,6.85,38.5,10.4,0.564,0.25,0.192,0.035,0.717,0.059,0.195,0.253,0.076,0.047,5.69,1.0
4567,7645,Viet Nam,H988312,2005-12-15,2005,12,15,24.4,6.61,123.0,9.7,0.386,0.241,0.295,0.048,0.283,0.146,0.556,0.441,0.029,0.318,5.88,5.28
4937,7793,Viet Nam,H988312,2006-09-15,2006,9,15,23.4,6.64,64.0,9.3,0.439,0.204,0.22,0.057,0.64,0.251,0.107,0.084,0.102,0.097,5.77,5.12
4981,7794,Viet Nam,H988312,2006-10-15,2006,10,15,23.2,6.68,51.5,9.4,0.463,0.225,0.203,0.035,0.595,0.163,0.242,0.065,0.038,0.095,6.34,4.09
5024,7795,Viet Nam,H988312,2006-11-15,2006,11,15,26.1,7.01,62.0,9.0,0.349,0.274,0.241,0.043,0.442,0.214,0.191,0.101,0.039,0.096,6.65,6.36
5152,7830,Viet Nam,H988312,2007-02-15,2007,2,15,28.9,6.45,106.5,16.1,0.89,0.34,0.328,0.038,0.902,0.221,0.434,0.923,0.06,0.256,4.0,4.45
5545,7940,Viet Nam,H988312,2007-12-15,2007,12,15,28.2,6.29,134.0,9.4,0.388,0.2089999999999999,0.307,0.041,0.635,0.222,0.127,0.262,0.116,0.212,4.19,8.96
6085,8091,Viet Nam,H988312,2008-12-15,2008,12,15,27.9,6.06,220.0,9.4,0.34,0.17,0.353,0.045,0.515,0.236,0.211,0.513,0.007,0.242,3.55,8.41
6182,8126,Viet Nam,H988312,2009-04-15,2009,4,15,26.0,6.4,184.0,22.2,0.85,0.58,0.543,0.041,0.98,0.746,0.228,0.995,0.003,0.177,5.11,6.14
