Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3875,3956,Lao PDR,H010500,2004-08-17,2004,8,17,26.42,7.01,8.0,22.9,1.42,0.558,0.065,0.004,1.41,0.391,0.309,0.61,0.068,0.078,7.0,1.263
3963,3957,Lao PDR,H010500,2004-10-21,2004,10,21,21.0,8.05,9.0,22.9,1.506,0.525,0.071,0.006,1.454,0.147,0.614,0.34,0.021,0.058,6.9,1.633
5552,4353,Lao PDR,H010500,2007-12-15,2007,12,15,18.0,7.63,62.0,21.6,1.248,0.687,0.312,0.035,1.946,0.211,0.161,0.323,0.053,0.035,6.318,2.339
5607,4461,Lao PDR,H010500,2008-01-15,2008,1,15,24.0,7.4,72.0,34.8,1.845,0.702,0.684,0.089,2.746,0.399,0.52,0.323,0.068,0.024,8.92,0.495
5642,4462,Lao PDR,H010500,2008-02-14,2008,2,14,22.0,7.6,48.0,33.1,1.736,0.66,0.578,0.046,1.98,0.478,0.665,0.324,0.048,0.026,8.26,0.951
5692,4463,Lao PDR,H010500,2008-03-15,2008,3,15,22.0,7.6,8.0,32.7,1.662,0.712,0.525,0.047,2.264,0.399,0.442,0.31,0.02,0.02,7.84,3.091
6042,4464,Lao PDR,H010500,2008-11-16,2008,11,16,19.0,7.1,108.0,20.74,1.277,0.408,0.28,0.036,1.541,0.164,0.344,0.447,0.094,0.052,8.03,0.948
6096,4465,Lao PDR,H010500,2008-12-16,2008,12,16,17.0,7.2,173.0,27.0,1.611,0.647,0.342,0.038,1.918,0.246,0.543,0.334,0.086,0.155,7.88,1.097
6147,4603,Lao PDR,H010500,2009-02-15,2009,2,15,18.0,8.08,34.0,30.9,1.744,0.654,0.44,0.045,2.083,0.301,0.666,0.241,0.041,0.015,9.22,0.666
6376,4642,Lao PDR,H010500,2010-08-12,2010,8,12,26.0,7.46,115.0,22.7,1.332,0.544,0.351,0.047,1.52,0.238,0.597,0.426,0.11,0.048,7.79,2.312
6410,4643,Lao PDR,H010500,2010-10-17,2010,10,17,25.0,7.34,88.0,23.8,1.429,0.606,0.32,0.049,1.653,0.227,0.568,0.466,0.05,0.044,8.36,5.528
6562,4687,Lao PDR,H010500,2011-08-18,2011,8,18,29.0,7.75,42.0,25.8,1.485,0.561,0.372,0.051,1.633,0.261,0.582,0.415,0.011,0.034,7.25,1.615
6594,4688,Lao PDR,H010500,2011-10-16,2011,10,16,25.0,7.72,49.0,24.9,1.536,0.512,0.355,0.045,1.719,0.187,0.572,0.425,0.035,0.029,7.23,1.066
6858,4720,Lao PDR,H010500,2012-10-13,2012,10,13,27.0,7.74,57.0,25.4,1.473,0.633,0.286,0.146,1.654,0.221,0.609,0.514,0.086,0.049,7.86,1.593
7105,4729,Lao PDR,H010500,2013-09-19,2013,9,19,26.0,7.3,180.0,23.0,1.42,0.43,0.3069565217391304,0.0557544757033248,1.68,0.152112676056338,0.37625,0.393,0.01,0.05,7.54,5.45
7133,4730,Lao PDR,H010500,2013-10-17,2013,10,17,21.8,6.9,104.0,26.0,1.52,0.49,0.34,0.07,2.174,0.1380281690140845,0.1845833333333333,0.1475,0.01,0.25,6.0,3.45
7352,4753,Lao PDR,H010500,2014-08-15,2014,8,15,24.9,8.13,84.0,23.7,1.57,0.18,0.12,0.05,1.4,0.1,0.5,0.4,0.01,0.09,5.59,3.7
7385,4754,Lao PDR,H010500,2014-09-26,2014,9,26,26.4,7.4,102.0,15.8,0.72,0.43,0.16,0.04,1.02,0.08,0.35,0.3,0.01,0.03,5.0,2.1
7587,4794,Lao PDR,H010500,2015-10-20,2015,10,20,26.2,7.54,142.0,20.3,1.095,0.59670781893004,0.3004347826086956,0.0569230769230769,1.5292,0.1766197183098591,0.4166666666666667,0.12,0.01,0.12,5.22,2.96
7646,4832,Lao PDR,H010500,2016-04-25,2016,4,25,25.6,7.02,9.21,33.6,1.08,0.79,0.65,0.04,1.95,0.43,0.46,0.58,0.01,0.01,6.5,2.32
7698,4833,Lao PDR,H010500,2016-09-14,2016,9,14,25.5,7.56,158.6,20.4,1.4,0.53,0.41,0.06,1.65,0.15,0.48,0.76,0.08,0.02,6.02,3.64
7721,4834,Lao PDR,H010500,2016-10-21,2016,10,21,25.1,7.66,68.0,22.4,1.51,0.69,0.54,0.07,2.17,0.14,0.28,0.45,0.04,0.01,5.22,2.01
