Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
317,2728,Lao PDR,H230206,1988-05-16,1988,5,16,28.4,7.66,32.0,20.9,1.415,0.572,0.175,0.031,1.834,0.02,0.372,0.174,0.062,0.017,6.5,0.6
327,2729,Lao PDR,H230206,1988-06-13,1988,6,13,30.4,8.51,32.0,20.7,1.499,0.615,0.205,0.018,1.885,0.079,0.249,0.008,0.04,0.012,8.3,1.1
339,2730,Lao PDR,H230206,1988-08-15,1988,8,15,25.6,7.53,194.0,14.3,0.825,0.49,0.12,0.011,1.319,0.029,0.156,0.136,0.045,0.026,7.5,2.2
367,2731,Lao PDR,H230206,1988-10-17,1988,10,17,25.6,7.62,176.0,12.4,0.804,0.332,0.22,0.019,1.116,0.139,0.319,0.124,0.041,0.043,7.3,2.2
380,2732,Lao PDR,H230206,1988-11-14,1988,11,14,23.2,7.72,20.0,15.7,1.387,0.496,0.22,0.012,1.836,0.012,0.431,0.012,0.017,0.018,8.3,4.6
393,2733,Lao PDR,H230206,1988-12-15,1988,12,15,20.7,8.02,8.0,22.0,1.956,0.263,0.24,0.007,2.136,0.06,0.384,0.007,0.017,0.009,8.46,0.4
427,2785,Lao PDR,H230206,1989-05-15,1989,5,15,26.2,7.4,92.0,14.7,1.249,0.283,0.14,0.055,1.379,0.026,0.326,0.032,0.003,0.048,5.94,3.7
470,2786,Lao PDR,H230206,1989-10-19,1989,10,19,26.0,7.19,47.0,15.4,0.757,0.367,0.22,0.019,1.158,0.033,0.203,0.133,0.025,0.03,7.8,0.4
483,2787,Lao PDR,H230206,1989-11-16,1989,11,16,26.0,7.96,5.0,20.5,1.411,0.352,0.22,0.012,1.397,0.065,0.266,0.021,0.089,0.028,7.54,0.3
487,2788,Lao PDR,H230206,1989-12-11,1989,12,11,22.5,8.45,3.0,23.4,1.671,0.424,0.13,0.03,1.568,0.12,0.407,0.09,0.07,0.007,8.2,0.2
522,2840,Lao PDR,H230206,1990-02-19,1990,2,19,24.2,8.27,2.0,27.7,1.594,0.398,0.255,0.047,1.606,0.084,0.48,0.002,0.06,0.009,8.09,0.7
531,2841,Lao PDR,H230206,1990-03-15,1990,3,15,25.6,7.81,2.0,25.7,1.559,0.316,0.21,0.03,1.606,0.081,0.442,0.05,0.042,0.028,7.12,1.2
539,2842,Lao PDR,H230206,1990-05-14,1990,5,14,30.6,7.35,10.0,24.2,1.574,0.393,0.33,0.04,1.622,0.114,0.402,0.034,0.036,0.012,2.68,0.8
551,2843,Lao PDR,H230206,1990-06-14,1990,6,14,26.2,7.29,60.0,11.5,1.198,0.336,0.11,0.002,1.42,0.052,0.28,0.009,0.031,0.058,5.96,2.2
556,2844,Lao PDR,H230206,1990-07-16,1990,7,16,26.0,7.27,66.0,14.2,0.894,0.224,0.24,0.03,1.098,0.031,0.279,0.012,0.037,0.075,3.37,1.8
576,2845,Lao PDR,H230206,1990-08-14,1990,8,14,25.8,7.32,204.0,12.6,0.863,0.216,0.113,0.02,1.003,0.016,0.255,0.015,0.025,0.039,7.64,0.1
633,2846,Lao PDR,H230206,1990-12-17,1990,12,17,23.6,7.82,10.0,22.3,1.042,0.629,0.2,0.04,1.143,0.077,0.528,0.097,0.076,0.015,7.22,0.1
644,2913,Lao PDR,H230206,1991-01-18,1991,1,18,24.0,8.08,3.0,25.8,1.46,0.597,0.3,0.02,1.739,0.055,0.449,0.086,0.04,0.031,8.01,0.2
652,2914,Lao PDR,H230206,1991-03-12,1991,3,12,27.8,7.89,1.0,28.4,1.598,0.531,0.4,0.075,1.98,0.043,0.696,0.011,0.034,0.014,8.19,0.2
670,2915,Lao PDR,H230206,1991-04-30,1991,4,30,29.6,7.78,3.0,26.6,1.432,0.487,0.364,0.024,1.545,0.05,0.677,0.095,0.03,0.017,8.02,0.9
671,2916,Lao PDR,H230206,1991-05-13,1991,5,13,31.4,7.8,6.0,20.9,0.75,0.504,0.358,0.08,1.138,0.053,0.616,0.095,0.028,0.016,8.6,1.1
689,2917,Lao PDR,H230206,1991-06-18,1991,6,18,27.6,7.72,120.0,21.1,0.967,0.488,0.387,0.072,1.53,0.036,0.537,0.244,0.025,0.026,6.39,1.0
708,2918,Lao PDR,H230206,1991-08-14,1991,8,14,24.8,7.78,29.0,16.0,0.885,0.312,0.228,0.055,1.182,0.016,0.348,0.127,0.022,0.077,6.79,2.1
742,2919,Lao PDR,H230206,1991-12-11,1991,12,11,23.6,8.01,1.0,24.0,1.678,0.432,0.133,0.095,1.956,0.112,0.323,0.011,0.016,0.008,8.03,0.2
814,2999,Lao PDR,H230206,1992-05-27,1992,5,27,28.0,7.58,28.0,19.3,1.224,0.341,0.12,0.028,1.265,0.079,0.358,0.01,0.035,0.019,7.99,1.9
823,3000,Lao PDR,H230206,1992-06-17,1992,6,17,27.2,7.32,72.0,12.2,0.858,0.332,0.122,0.022,0.935,0.026,0.328,0.019,0.039,0.042,7.8,2.4
831,3001,Lao PDR,H230206,1992-07-15,1992,7,15,25.1,6.94,102.0,10.3,0.861,0.12,0.048,0.033,0.828,0.016,0.246,0.206,0.037,0.07,7.11,2.1
857,3002,Lao PDR,H230206,1992-09-14,1992,9,14,26.4,7.72,185.0,11.4,0.661,0.167,0.067,0.034,0.659,0.114,0.184,0.237,0.053,0.015,6.37,1.8
875,3003,Lao PDR,H230206,1992-10-20,1992,10,20,24.5,8.35,120.0,18.1,1.143,0.404,0.166,0.18,1.341,0.179,0.4,0.133,0.06,0.034,7.12,2.1
933,3081,Lao PDR,H230206,1993-02-16,1993,2,16,23.8,8.04,2.0,29.0,1.652,0.733,0.297,0.02,2.175,0.365,0.437,0.051,0.014,0.007,8.34,0.7
950,3082,Lao PDR,H230206,1993-03-22,1993,3,22,27.0,8.0,7.0,29.8,1.55,0.784,0.313,0.017,2.116,0.228,0.328,0.036,0.019,0.012,8.22,1.2
976,3083,Lao PDR,H230206,1993-06-17,1993,6,17,27.6,7.64,37.0,18.9,1.225,0.267,0.122,0.041,1.302,0.047,0.337,0.122,0.016,0.032,7.96,0.9
990,3084,Lao PDR,H230206,1993-07-16,1993,7,16,27.2,7.28,124.0,13.6,0.976,0.278,0.104,0.122,1.211,0.042,0.102,0.108,0.019,0.023,7.61,1.6
994,3085,Lao PDR,H230206,1993-08-15,1993,8,15,26.8,7.59,122.0,15.0,1.104,0.273,0.113,0.02,1.475,0.048,0.134,0.175,0.021,0.023,6.6,1.0
1006,3086,Lao PDR,H230206,1993-09-13,1993,9,13,26.1,7.36,202.0,11.6,0.709,0.177,0.104,0.026,0.851,0.019,0.141,0.202,0.032,0.04,5.51,4.8
1082,3151,Lao PDR,H230206,1994-02-15,1994,2,15,29.0,8.05,2.0,27.0,1.8,0.6,0.214,0.027,2.31,0.186,0.255,0.01,0.05,0.004,7.12,0.9
1100,3152,Lao PDR,H230206,1994-03-17,1994,3,17,26.2,7.53,2.0,26.4,1.752,0.654,0.104,0.034,2.175,0.294,0.43,0.035,0.035,0.01,7.25,0.9
1107,3153,Lao PDR,H230206,1994-04-20,1994,4,20,27.2,7.48,1.0,29.6,1.826,0.638,0.115,0.034,2.15,0.255,0.486,0.058,0.033,0.016,7.23,0.9
1138,3154,Lao PDR,H230206,1994-09-14,1994,9,14,26.6,7.49,100.0,14.0,0.912,0.256,0.068,0.011,1.329,0.015,0.069,0.008,0.052,0.033,6.21,0.5
1154,3155,Lao PDR,H230206,1994-10-17,1994,10,17,28.8,7.64,96.0,28.0,1.766,0.644,0.121,0.025,2.253,0.029,0.506,0.015,0.022,0.045,6.32,0.8
1165,3156,Lao PDR,H230206,1994-11-14,1994,11,14,27.4,7.81,20.0,29.1,1.885,0.659,0.215,0.036,2.304,0.175,0.412,0.02,0.039,0.048,7.22,0.8
1187,3157,Lao PDR,H230206,1994-12-16,1994,12,16,27.8,7.87,3.0,28.5,1.902,0.714,0.2,0.033,2.187,0.19,0.455,0.009,0.038,0.051,7.3,0.4
1214,3223,Lao PDR,H230206,1995-02-13,1995,2,13,27.0,8.05,2.0,26.4,1.934,0.484,0.324,0.013,2.238,0.102,0.455,0.026,0.065,0.017,9.68,1.3
1273,3224,Lao PDR,H230206,1995-05-16,1995,5,16,27.0,7.26,12.0,15.4,1.056,0.39,0.151,0.023,1.132,0.025,0.316,0.183,0.035,0.021,4.8,2.1
1292,3225,Lao PDR,H230206,1995-06-20,1995,6,20,27.1,7.85,54.0,13.8,0.924,0.258,0.131,0.006,1.217,0.032,0.135,0.302,0.018,0.041,6.2,2.3
