Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3232,7337,Viet Nam,H988308,2003-02-15,2003,2,15,29.0,6.71,157.0,15.54,0.83,0.425,0.271,0.033,1.17,0.241,0.224,0.707,0.057,0.226,6.12,5.77
3276,7338,Viet Nam,H988308,2003-03-15,2003,3,15,29.5,7.11,160.0,17.18,0.921,0.431,0.306,0.052,1.299,0.202,0.127,0.27,0.006,0.134,6.03,4.26
3379,7339,Viet Nam,H988308,2003-06-15,2003,6,15,30.0,6.64,144.0,15.2,0.725,0.4029999999999999,0.39,0.046,0.851,0.445,0.293,0.36,0.006,0.16,4.52,4.31
3564,7340,Viet Nam,H988308,2003-11-15,2003,11,15,26.5,6.56,129.0,12.4,0.546,0.368,0.217,0.042,0.628,0.275,0.365,0.083,0.004,0.231,6.34,6.21
3648,7448,Viet Nam,H988308,2004-01-15,2004,1,15,31.0,6.55,90.0,15.9,0.824,0.432,0.327,0.044,0.995,0.284,0.358,0.981,0.011,0.072,6.35,3.63
3677,7449,Viet Nam,H988308,2004-02-15,2004,2,15,29.0,6.83,58.0,18.3,0.992,0.355,0.438,0.048,1.145,0.245,0.31,0.482,0.032,0.061,5.96,3.5
3836,7450,Viet Nam,H988308,2004-07-15,2004,7,15,29.0,6.84,124.0,21.0,1.516,0.085,0.405,0.085,0.921,0.361,0.651,0.542,0.026,0.07,6.58,3.21
3864,7451,Viet Nam,H988308,2004-08-15,2004,8,15,30.5,6.86,40.0,16.0,0.806,0.405,0.264,0.062,1.132,0.23,0.262,0.274,0.011,0.117,6.85,4.5
3898,7452,Viet Nam,H988308,2004-09-15,2004,9,15,30.0,6.65,64.0,12.7,0.726,0.298,0.216,0.056,1.0,0.176,0.105,0.362,0.028,0.09,7.25,4.0
3935,7453,Viet Nam,H988308,2004-10-15,2004,10,15,30.0,6.85,69.0,11.7,0.766,0.147,0.176,0.05,0.875,0.135,0.094,0.25,0.005,0.165,6.97,4.37
3987,7454,Viet Nam,H988308,2004-11-15,2004,11,15,31.0,6.73,75.0,12.4,0.666,0.2229999999999999,0.259,0.055,0.975,0.122,0.219,0.378,0.008,0.068,5.89,5.23
4025,7455,Viet Nam,H988308,2004-12-15,2004,12,15,30.0,6.77,131.0,12.6,0.668,0.266,0.285,0.047,0.857,0.238,0.203,0.661,0.016,0.255,6.85,4.22
4100,7628,Viet Nam,H988308,2005-02-15,2005,2,15,27.7,7.15,109.0,16.7,0.619,0.643,0.38,0.04,1.179,0.321,0.294,0.43,0.016,0.16,6.68,3.29
4132,7629,Viet Nam,H988308,2005-03-15,2005,3,15,28.8,7.24,172.0,19.3,1.001,0.4740000000000002,0.431,0.055,1.012,0.378,0.511,0.558,0.052,0.204,6.42,2.63
4297,7630,Viet Nam,H988308,2005-07-15,2005,7,15,26.8,6.92,133.0,15.4,0.776,0.4570000000000001,0.333,0.081,0.827,0.214,0.429,0.708,0.102,0.12,5.43,4.52
4336,7631,Viet Nam,H988308,2005-08-15,2005,8,15,27.2,6.81,80.0,13.24,0.633,0.261,0.357,0.078,0.782,0.306,0.139,0.394,0.013,0.23,5.44,4.89
4446,7632,Viet Nam,H988308,2005-10-15,2005,10,15,24.7,7.1,71.5,11.4,0.598,0.274,0.203,0.036,0.648,0.116,0.35,0.167,0.069,0.079,5.29,4.17
4510,7633,Viet Nam,H988308,2005-11-15,2005,11,15,22.5,6.78,76.0,8.4,0.381,0.289,0.211,0.043,0.505,0.059,0.263,0.29,0.024,0.139,5.0,2.81
4612,7777,Viet Nam,H988308,2006-01-15,2006,1,15,24.8,6.9,93.5,15.2,0.749,0.3989999999999999,0.317,0.045,0.737,0.157,0.492,0.649,0.022,0.085,5.88,4.71
4656,7778,Viet Nam,H988308,2006-02-15,2006,2,15,25.2,7.3,146.0,14.7,0.77,0.415,0.318,0.044,1.025,0.261,0.221,0.597,0.011,0.254,5.7,5.07
4830,7779,Viet Nam,H988308,2006-06-15,2006,6,15,26.7,6.94,86.0,20.4,0.937,0.518,0.422,0.058,0.935,0.658,0.463,0.09,0.047,0.103,5.87,4.0
4866,7780,Viet Nam,H988308,2006-07-15,2006,7,15,26.7,6.59,151.0,14.9,0.649,0.381,0.372,0.077,0.752,0.405,0.326,0.011,0.09,0.153,5.79,3.07
4982,7781,Viet Nam,H988308,2006-10-15,2006,10,15,26.5,6.8,94.0,10.5,0.538,0.2839999999999999,0.191,0.036,0.701,0.195,0.212,0.234,0.109,0.098,4.63,4.87
5022,7782,Viet Nam,H988308,2006-11-15,2006,11,15,28.4,6.97,76.0,8.8,0.359,0.314,0.214,0.043,0.518,0.198,0.219,0.322,0.033,0.092,4.97,5.37
5288,7857,Viet Nam,H988308,2007-06-15,2007,6,15,27.0,6.9,82.5,20.2,0.94,0.51,0.485,0.049,1.158,0.352,0.444,0.1,0.034,0.089,4.73,5.62
5324,7866,Viet Nam,H988308,2007-07-15,2007,7,15,28.3,7.05,178.0,15.4,0.725,0.319,0.367,0.057,0.857,0.409,0.262,0.693,0.001,0.206,5.15,4.1
