Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
118,2658,Lao PDR,H320101,1986-06-17,1986,6,17,27.2,7.52,36.0,17.6,1.636,0.116,0.067,0.022,1.695,0.042,0.115,0.146,0.024,0.017,6.21,2.7
127,2659,Lao PDR,H320101,1986-07-29,1986,7,29,24.6,7.46,78.0,16.8,1.502,0.16,0.208,0.009,1.605,0.028,0.106,0.069,0.01,0.008,7.36,1.5
134,2660,Lao PDR,H320101,1986-08-19,1986,8,19,27.0,7.54,52.0,20.3,1.851,0.181,0.057,0.012,2.015,0.028,0.108,0.054,0.021,0.022,6.29,1.6
181,2691,Lao PDR,H320101,1987-01-19,1987,1,19,22.0,7.42,88.0,21.4,1.249,0.493,0.336,0.037,1.713,0.117,0.323,0.081,0.019,0.012,8.2,0.1
183,2692,Lao PDR,H320101,1987-02-13,1987,2,13,24.8,7.73,16.0,22.4,1.378,0.464,0.369,0.036,1.777,0.223,0.419,0.064,0.002,0.011,8.5,0.4
245,2693,Lao PDR,H320101,1987-10-10,1987,10,10,28.0,7.37,24.0,27.9,1.67,0.441,0.175,0.015,1.924,0.001,0.381,0.098,0.004,0.011,8.3,0.9
262,2694,Lao PDR,H320101,1987-11-12,1987,11,12,25.0,7.67,92.0,22.1,1.58,0.356,0.308,0.045,2.386,0.041,0.084,0.159,0.039,0.018,7.8,1.2
316,2734,Lao PDR,H320101,1988-05-13,1988,5,13,28.0,7.55,84.0,23.4,1.792,0.615,0.06,0.042,2.431,0.033,0.12,0.274,0.032,0.034,6.84,2.2
424,2789,Lao PDR,H320101,1989-05-13,1989,5,13,32.0,7.86,100.0,10.9,0.77,0.188,0.19,0.012,0.98,0.101,0.017,0.267,0.043,0.009,6.65,3.6
511,2847,Lao PDR,H320101,1990-02-13,1990,2,13,27.2,7.94,7.0,31.0,1.926,0.775,0.062,0.037,2.666,0.002,0.133,0.044,0.018,0.005,6.99,0.4
545,2848,Lao PDR,H320101,1990-05-15,1990,5,15,32.0,7.47,4.0,26.4,1.511,0.569,0.11,0.03,2.013,0.051,0.208,0.1,0.016,0.024,7.34,1.0
552,2849,Lao PDR,H320101,1990-06-15,1990,6,15,27.0,7.5,37.0,24.4,1.759,0.483,0.06,0.004,1.951,0.056,0.272,0.014,0.032,0.024,5.55,2.5
566,2850,Lao PDR,H320101,1990-07-20,1990,7,20,27.0,7.42,61.0,23.2,1.861,0.372,0.06,0.02,2.032,0.028,0.256,0.018,0.048,0.03,6.53,1.6
624,2851,Lao PDR,H320101,1990-12-13,1990,12,13,24.0,7.93,41.0,31.6,1.949,0.68,0.12,0.03,2.273,0.029,0.269,0.172,0.039,0.043,8.55,0.1
666,2920,Lao PDR,H320101,1991-04-18,1991,4,18,32.0,7.83,9.0,30.4,1.822,0.751,0.129,0.04,2.51,0.053,0.194,0.091,0.022,0.034,6.72,0.1
682,2921,Lao PDR,H320101,1991-06-12,1991,6,12,25.0,7.52,119.0,22.1,1.432,0.611,0.124,0.03,1.655,0.033,0.362,0.668,0.042,0.057,7.19,0.7
697,2922,Lao PDR,H320101,1991-07-16,1991,7,16,25.0,7.52,210.0,20.8,1.283,0.592,0.118,0.033,1.643,0.036,0.257,0.428,0.022,0.059,7.13,0.4
714,2923,Lao PDR,H320101,1991-08-15,1991,8,15,27.0,7.45,84.0,19.4,1.191,0.578,0.12,0.042,1.664,0.018,0.241,0.248,0.023,0.015,7.19,0.4
815,3004,Lao PDR,H320101,1992-06-11,1992,6,11,29.0,7.54,34.0,28.8,1.9,0.562,0.094,0.028,2.412,0.022,0.38,0.128,0.031,0.013,6.51,2.0
828,3005,Lao PDR,H320101,1992-07-14,1992,7,14,29.0,8.35,46.0,21.1,1.448,0.549,0.183,0.03,1.794,0.008,0.323,0.244,0.037,0.016,7.82,1.8
846,3006,Lao PDR,H320101,1992-08-15,1992,8,15,26.0,8.1,89.0,21.0,1.8,0.403,0.13,0.026,2.135,0.11,0.326,0.263,0.012,0.027,7.0,1.6
847,3007,Lao PDR,H320101,1992-09-12,1992,9,12,27.0,7.92,60.0,19.4,1.394,0.398,0.133,0.044,1.602,0.123,0.295,0.302,0.065,0.025,8.5,1.0
867,3008,Lao PDR,H320101,1992-10-14,1992,10,14,24.0,7.93,78.0,24.3,1.732,0.433,0.144,0.019,1.825,0.1,0.388,0.453,0.027,0.066,7.66,1.0
887,3009,Lao PDR,H320101,1992-11-17,1992,11,17,24.6,7.8,25.0,27.3,1.755,0.642,0.185,0.057,1.984,0.052,0.384,0.388,0.028,0.013,8.78,0.1
896,3010,Lao PDR,H320101,1992-12-16,1992,12,16,25.0,7.75,20.0,32.5,1.928,0.744,0.543,0.075,2.322,0.116,0.553,0.097,0.077,0.011,8.49,0.5
948,3087,Lao PDR,H320101,1993-03-17,1993,3,17,26.8,7.78,4.0,26.3,1.537,0.688,0.09,0.021,1.876,0.17,0.449,0.046,0.026,0.017,8.12,0.1
984,3088,Lao PDR,H320101,1993-07-14,1993,7,14,27.4,7.6,56.0,15.9,1.422,0.191,0.035,0.026,1.557,0.012,0.152,0.009,0.027,0.015,7.26,2.0
995,3089,Lao PDR,H320101,1993-08-16,1993,8,16,27.4,7.3,100.0,16.3,1.456,0.23,0.039,0.022,1.661,0.012,0.112,0.152,0.011,0.046,7.88,1.2
1018,3090,Lao PDR,H320101,1993-09-15,1993,9,15,27.9,7.69,56.0,22.2,1.836,0.459,0.053,0.018,2.378,0.023,0.104,0.138,0.03,0.015,8.01,2.1
