Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3610,7289,Viet Nam,H988105,2003-12-15,2003,12,15,26.0,7.06,29.5,11.3,0.366,0.574,0.202,0.04,0.81,0.243,0.123,0.282,0.011,0.109,7.13,3.11
3826,7389,Viet Nam,H988105,2004-07-15,2004,7,15,30.0,6.5,22.0,11.0,0.495,0.412,0.194,0.035,0.524,0.208,0.324,0.289,0.012,0.115,5.62,3.1
3863,7390,Viet Nam,H988105,2004-08-15,2004,8,15,31.0,6.81,23.0,12.2,0.589,0.361,0.225,0.039,0.554,0.204,0.387,0.316,0.013,0.035,5.79,3.33
3906,7391,Viet Nam,H988105,2004-09-15,2004,9,15,29.5,6.73,56.5,10.9,0.619,0.2229999999999999,0.176,0.042,0.578,0.096,0.392,0.319,0.018,0.101,6.87,2.96
3934,7392,Viet Nam,H988105,2004-10-15,2004,10,15,30.0,6.97,24.0,10.2,0.686,0.2219999999999999,0.161,0.03,0.945,0.138,0.045,0.479,0.022,0.188,6.53,1.86
3979,7393,Viet Nam,H988105,2004-11-15,2004,11,15,29.0,6.67,65.0,11.5,0.753,0.1159999999999999,0.258,0.038,0.826,0.103,0.221,0.422,0.005,0.065,6.58,3.9
4015,7394,Viet Nam,H988105,2004-12-15,2004,12,15,30.0,6.78,117.0,13.8,0.764,0.2789999999999999,0.265,0.044,0.985,0.194,0.132,0.571,0.022,0.047,6.52,3.04
4063,7565,Viet Nam,H988105,2005-01-15,2005,1,15,27.3,7.06,43.0,18.6,0.813,0.3960000000000001,0.535,0.109,0.991,0.468,0.395,0.508,0.035,0.36,6.53,3.19
4112,7566,Viet Nam,H988105,2005-02-15,2005,2,15,27.7,7.09,67.0,19.1,0.872,0.5810000000000001,0.413,0.036,1.179,0.359,0.401,0.355,0.016,0.227,6.42,3.08
4135,7567,Viet Nam,H988105,2005-03-15,2005,3,15,28.7,7.11,163.0,19.8,0.964,0.6970000000000001,0.361,0.045,1.025,0.454,0.431,0.63,0.056,0.212,6.05,5.36
4298,7568,Viet Nam,H988105,2005-07-15,2005,7,15,27.6,6.95,124.0,14.2,0.776,0.351,0.255,0.067,0.711,0.203,0.436,0.573,0.094,0.129,5.17,3.64
4348,7569,Viet Nam,H988105,2005-08-15,2005,8,15,28.5,7.15,125.0,11.9,0.618,0.309,0.215,0.055,0.662,0.093,0.421,0.127,0.065,0.22,4.85,3.5
4441,7570,Viet Nam,H988105,2005-10-15,2005,10,15,24.9,7.04,95.0,10.7,0.675,0.2289999999999999,0.174,0.034,0.929,0.061,0.103,0.051,0.018,0.098,5.42,2.56
4496,7571,Viet Nam,H988105,2005-11-15,2005,11,15,23.0,7.25,50.5,11.2,0.612,0.287,0.196,0.036,0.889,0.054,0.1,0.05,0.018,0.14,5.87,1.69
4564,7572,Viet Nam,H988105,2005-12-15,2005,12,15,24.3,6.84,68.0,11.2,0.612,0.275,0.238,0.04,0.848,0.132,0.109,0.175,0.02,0.191,6.23,1.67
4754,7733,Viet Nam,H988105,2006-04-15,2006,4,15,28.1,6.95,34.5,19.2,0.954,0.486,0.455,0.075,1.519,0.27,0.272,0.034,0.051,0.07,6.08,1.72
4867,7734,Viet Nam,H988105,2006-07-15,2006,7,15,26.5,6.83,154.0,12.2,0.664,0.272,0.277,0.048,0.703,0.315,0.167,0.913,0.076,0.215,5.8,3.19
4944,7735,Viet Nam,H988105,2006-09-15,2006,9,15,24.1,7.11,115.0,10.3,0.618,0.244,0.16,0.033,0.712,0.197,0.092,0.492,0.009,0.191,3.85,3.08
5015,7736,Viet Nam,H988105,2006-11-15,2006,11,15,28.5,6.7,55.5,10.5,0.508,0.3389999999999999,0.235,0.032,0.758,0.232,0.105,0.126,0.02,0.204,4.96,3.92
5107,7818,Viet Nam,H988105,2007-01-15,2007,1,15,26.6,6.5,40.5,12.8,0.526,0.485,0.282,0.033,0.945,0.204,0.149,0.068,0.035,0.075,5.08,3.84
5219,7846,Viet Nam,H988105,2007-04-15,2007,4,15,30.3,7.0,35.5,18.5,0.953,0.5559999999999999,0.409,0.034,1.255,0.164,0.372,0.064,0.086,0.087,4.7,1.64
5253,7849,Viet Nam,H988105,2007-05-15,2007,5,15,26.5,6.66,79.0,14.0,0.625,0.259,0.454,0.047,0.49,0.316,0.398,0.961,0.029,0.314,3.5,8.08
5403,7886,Viet Nam,H988105,2007-09-15,2007,9,15,28.0,6.54,111.0,10.6,0.484,0.352,0.251,0.035,0.783,0.117,0.182,0.08,0.01,0.161,5.85,5.69
5610,7949,Viet Nam,H988105,2008-01-15,2008,1,15,29.1,6.5,96.0,13.0,0.637,0.358,0.257,0.027,1.008,0.217,0.152,0.252,0.026,0.136,5.04,2.46
5698,7968,Viet Nam,H988105,2008-03-15,2008,3,15,26.7,6.66,102.0,16.0,0.766,0.528,0.324,0.036,1.218,0.312,0.189,0.313,0.075,0.09,2.51,3.87
5850,7997,Viet Nam,H988105,2008-07-15,2008,7,15,27.5,6.45,65.5,13.8,0.758,0.2529999999999999,0.389,0.044,1.01,0.307,0.124,0.387,0.018,0.241,2.36,6.85
5888,8015,Viet Nam,H988105,2008-08-15,2008,8,15,28.0,6.41,163.0,11.5,0.677,0.246,0.182,0.041,0.83,0.193,0.133,0.234,0.037,0.076,3.22,5.86
5921,8031,Viet Nam,H988105,2008-09-15,2008,9,15,28.4,6.09,98.0,13.5,0.62,0.4,0.225,0.05,0.924,0.301,0.114,0.434,0.034,0.196,4.85,3.49
6092,8087,Viet Nam,H988105,2008-12-15,2008,12,15,27.6,6.71,83.0,12.7,0.62,0.33,0.327,0.026,0.894,0.192,0.184,0.45,0.025,0.195,4.3,8.53
6141,8112,Viet Nam,H988105,2009-02-15,2009,2,15,27.3,6.75,73.0,14.2,0.75,0.42,0.188,0.021,0.987,0.212,0.164,0.113,0.018,0.109,4.89,2.89
6204,8135,Viet Nam,H988105,2009-05-15,2009,5,15,27.1,7.36,55.0,17.7,0.83,0.44,0.372,0.042,1.023,0.472,0.095,0.6,0.034,0.138,3.24,3.47
