Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7801,4869,Lao PDR, H100101 ,2017-04-16,2017,4,16,27.3,7.7,45.0,21.0,1.1377245508982037,0.4888888888888889,0.52,0.0333333333333333,1.32629957391019,0.2925246826516219,0.49546117010202,0.15,0.03,0.16,6.33,4.0
7832,4870,Lao PDR, H100101 ,2017-05-19,2017,5,19,27.2,8.07,17.0,24.0,1.2744510978043913,0.5316872427983539,0.37,0.161538461538461,2.022287774500164,0.0937695590327169,0.177867999167187,0.37,0.02,0.04,6.6,1.42
7856,4871,Lao PDR, H100101 ,2017-06-13,2017,6,13,27.0,7.28,10.5,21.0,1.2445109780439123,0.51440329218107,0.27,0.0282051282051282,1.5896427400852178,0.096516220028208,0.228296897772225,0.03,0.01,0.01,6.95,0.48
7876,4872,Lao PDR, H100101 ,2017-07-17,2017,7,17,26.9,6.95,29.66,20.0,1.3547904191616766,0.4987654320987654,0.2,0.0698209718670076,1.9174041297935105,0.007052186177715,0.0599625234228607,0.17,0.03,0.12,6.89,0.64
7943,4873,Lao PDR, H100101 ,2017-09-14,2017,9,14,26.9,7.38,10.25,25.2,1.812874251497,0.4074074074074074,0.19,0.049616368286445,1.93462799082268,0.0798307475317348,0.3164688736206537,0.26,0.01,0.08,5.94,2.64
7982,4874,Lao PDR, H100101 ,2017-10-16,2017,10,16,27.0,6.46,52.5,24.2,1.7040918163672654,0.4691358024691358,0.06,0.0306905370843989,1.70458865945592,0.113258110014104,0.496089943785134,0.53,0.01,0.05,6.12,2.4
8072,4923,Lao PDR, H100101 ,2018-04-16,2018,4,16,22.4,8.3,12.0,23.7,1.58596009975062,0.4510288065843622,0.225652173913043,0.0365728900255754,1.7862995739101932,0.2947813822284907,0.1896731209660628,0.38,0.01,0.05,6.75,1.44
8081,4924,Lao PDR, H100101 ,2018-05-15,2018,5,15,25.8,7.87,41.0,21.4,1.40017456359102,0.429218106995885,0.295652173913044,0.0634271099744245,2.0321206161914125,0.0276445698166431,0.0630855715178013,0.35,0.011,0.01,7.6,1.52
8094,4925,Lao PDR, H100101 ,2018-06-19,2018,6,19,28.1,7.59,40.75,20.8,1.33690773067331,0.479835390946502,0.264782608695652,0.0432225063938618,1.95018026876434,0.007052186177715,0.0657505725588174,0.28,0.023,0.05,6.75,2.88
8144,4926,Lao PDR, H100101 ,2018-09-18,2018,9,18,30.09,7.58,74.5,16.5,1.01,0.44,0.2,0.05,1.3929859062602423,0.0829337094499294,0.2186133666458463,0.54,0.03,0.03,7.8,3.92
8159,4927,Lao PDR, H100101 ,2018-10-18,2018,10,18,26.37,7.58,31.5,17.5,1.18,0.31,0.25,0.03,1.607669616519174,0.0138222849083215,0.2054965646470955,0.26,0.031,0.08,7.3,1.44
8198,4958,Lao PDR, H100101 ,2019-04-19,2019,4,19,27.7,7.69,20.8,20.1,1.182,0.4888888888888889,0.19,0.031,1.799410029498525,0.0276445698166431,0.0641265875494482,0.13,0.01,0.04,7.01,0.31
8212,4959,Lao PDR, H100101 ,2019-05-13,2019,5,13,28.1,7.22,14.5,20.5,1.097,0.5267489711934157,0.29,0.15,1.7043592264831202,0.0823695345557122,0.2144493025192588,0.1,0.01,0.04,6.55,0.93
8217,4960,Lao PDR, H100101 ,2019-06-14,2019,6,14,28.6,7.76,30.4,24.8,1.78,0.4946502057613168,0.27,0.0282051282051282,1.4814814814814814,0.3009873060648801,0.5788049135956693,0.21,0.03,0.04,5.52,2.54
8228,4961,Lao PDR, H100101 ,2019-07-18,2019,7,18,27.6,7.04,43.3,22.2,1.31,0.4979423868312757,0.2,0.06,1.7699115044247786,0.0276445698166431,0.206017072662919,0.11,0.04,0.03,5.98,2.35
8248,4962,Lao PDR, H100101 ,2019-08-16,2019,8,16,27.2,7.54,57.5,21.3,1.41,0.4691358024691358,0.0944,0.0222506393861892,1.5044247787610618,0.0479548660084626,0.3789298355194669,0.51,0.02,0.02,6.32,1.48
8279,4963,Lao PDR, H100101 ,2019-10-19,2019,10,19,26.2,6.89,16.4,12.2,0.9281437125748504,0.2576131687242798,0.06,0.0306905370843989,1.083251392985906,0.0566995768688293,0.0968144909431605,0.12,0.037,0.02,6.0,1.6
8335,4999,Lao PDR, H100101 ,2020-07-30,2020,7,30,26.7,7.41,39.2,22.8,1.63373253493014,0.4995884773662551,0.2160869565217391,0.0368286445012787,1.809242871189774,0.0834978843441466,0.405996252342286,0.055,0.043,0.08,6.63,1.8
8356,5000,Lao PDR, H100101 ,2020-08-28,2020,8,28,26.3,7.14,42.83,20.8,1.5169660678642714,0.4123456790123456,0.1943478260869565,0.0524296675191815,1.8828253031792848,0.0555712270803949,0.173225067666042,0.33,0.026,0.04,6.92,3.4
8381,5001,Lao PDR, H100101 ,2020-10-25,2020,10,25,25.7,7.0,21.0,23.7,1.6097804391217565,0.5292181069958848,0.1721739130434782,0.0370843989769821,1.9188790560471976,0.0815232722143864,0.2621278367686862,0.214,0.016,0.11,7.13,1.54
