Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
26,5067,Thailand,H380127,1985-09-16,1985,9,16,29.4,6.6,79.0,6.3,0.2,0.06,0.33,0.03,0.25,0.3,0.02,0.362,0.023,0.01,5.42,2.8
33,5068,Thailand,H380127,1985-10-15,1985,10,15,29.6,7.14,41.0,15.6,0.41,0.13,0.74,0.07,0.41,0.84,0.06,0.218,0.038,0.014,5.46,2.2
124,5133,Thailand,H380127,1986-07-16,1986,7,16,30.4,7.09,78.0,11.6,0.38,0.09,0.6,0.09,0.46,0.49,0.04,0.347,0.009,0.05,5.82,4.1
141,5134,Thailand,H380127,1986-09-15,1986,9,15,30.0,6.64,114.0,6.7,0.21,0.07,0.33,0.04,0.29,0.28,0.01,0.227,0.097,0.03,4.45,3.1
155,5135,Thailand,H380127,1986-10-15,1986,10,15,29.2,6.91,18.0,9.0,0.29,0.1,0.42,0.04,0.17,0.43,0.31,0.168,0.033,0.01,5.88,2.6
163,5136,Thailand,H380127,1986-11-13,1986,11,13,27.0,7.22,13.0,16.0,0.45,0.19,0.82,0.05,0.59,0.81,0.05,0.224,0.07,0.011,6.84,2.6
226,5211,Thailand,H380127,1987-07-16,1987,7,16,29.8,6.66,163.0,10.3,0.24,0.13,0.56,0.07,0.26,0.68,0.1,0.241,0.061,0.048,5.33,5.5
233,5212,Thailand,H380127,1987-08-17,1987,8,17,30.2,7.1,188.0,13.1,0.34,0.12,0.68,0.08,0.38,0.75,0.16,0.348,0.039,0.057,5.74,3.8
238,5213,Thailand,H380127,1987-09-15,1987,9,15,30.0,6.41,142.0,5.5,0.14,0.06,0.27,0.03,0.19,0.24,0.12,0.08,0.044,0.054,5.92,4.2
258,5214,Thailand,H380127,1987-10-15,1987,10,15,30.4,6.81,82.0,13.5,0.41,0.11,0.66,0.06,0.46,0.67,0.14,0.176,0.087,0.051,5.28,3.3
331,5277,Thailand,H380127,1988-06-16,1988,6,16,20.0,6.92,160.0,8.4,0.264,0.074,0.394,0.064,0.327,0.327,0.218,0.198,0.048,0.046,4.95,4.8
347,5278,Thailand,H380127,1988-08-17,1988,8,17,30.8,7.71,90.0,14.2,0.478,0.173,0.616,0.059,0.65,0.497,0.122,0.313,0.018,0.075,5.86,2.7
359,5279,Thailand,H380127,1988-09-19,1988,9,19,31.0,7.23,96.0,12.7,0.353,0.126,0.594,0.049,0.449,0.543,0.075,0.189,0.031,0.049,5.42,2.8
366,5280,Thailand,H380127,1988-10-17,1988,10,17,28.0,7.24,73.0,8.6,0.275,0.048,0.378,0.041,0.321,0.286,0.102,0.113,0.063,0.05,5.85,2.8
382,5281,Thailand,H380127,1988-11-15,1988,11,15,24.8,7.54,57.0,19.6,0.486,0.263,0.89,0.055,0.72,0.919,0.043,0.162,0.046,0.048,6.73,2.9
475,5330,Thailand,H380127,1989-11-15,1989,11,15,29.4,7.55,21.0,17.5,0.552,0.219,0.745,0.054,0.635,0.766,0.049,0.168,0.002,0.059,7.2,3.0
