Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
1301,105,Cambodia,H033401,1995-07-14,1995,7,14,29.4,7.46,164.0,10.2,0.687,0.142,0.17,0.04,0.796,0.091,0.111,0.32,0.02,0.06,6.67,1.3
1383,106,Cambodia,H033401,1995-10-16,1995,10,16,30.0,7.03,75.0,9.8,0.618,0.182,0.15,0.03,0.844,0.081,0.043,0.081,0.007,0.02,3.83,2.0
1411,107,Cambodia,H033401,1995-11-17,1995,11,17,28.9,7.1,48.0,8.9,0.538,0.178,0.16,0.03,0.736,0.07,0.069,0.067,0.04,0.02,5.09,2.3
1440,108,Cambodia,H033401,1995-12-19,1995,12,19,27.8,7.23,23.0,9.7,0.409,0.237,0.17,0.04,0.685,0.087,0.056,0.071,0.007,0.01,5.04,3.1
1466,191,Cambodia,H033401,1996-01-16,1996,1,16,27.6,7.32,13.3,8.1,0.416,0.181,0.18,0.04,0.638,0.082,0.059,0.162,0.01,0.02,5.15,3.5
1503,192,Cambodia,H033401,1996-02-22,1996,2,22,29.0,7.31,11.3,6.5,0.278,0.182,0.18,0.04,0.596,0.063,0.061,0.198,0.01,0.03,4.9,4.1
1513,193,Cambodia,H033401,1996-03-15,1996,3,15,29.0,7.27,15.0,7.6,0.33,0.189,0.21,0.04,0.597,0.096,0.054,0.348,0.03,0.03,5.33,4.3
1534,194,Cambodia,H033401,1996-04-18,1996,4,18,31.3,7.28,1.6,12.7,0.558,0.295,0.28,0.04,0.898,0.064,0.232,0.42,0.01,0.02,5.55,3.4
1579,195,Cambodia,H033401,1996-05-29,1996,5,29,30.2,7.67,33.0,15.9,0.81,0.32,0.34,0.05,1.092,0.221,0.151,0.258,0.02,0.03,6.35,1.6
1677,196,Cambodia,H033401,1996-10-21,1996,10,21,30.4,6.64,87.0,8.6,0.501,0.194,0.17,0.03,0.74,0.073,0.06,0.141,0.01,0.001,4.21,3.9
1698,197,Cambodia,H033401,1996-11-18,1996,11,18,28.8,7.16,88.0,8.3,0.476,0.184,0.15,0.03,0.711,0.064,0.051,0.013,0.07,0.03,5.24,5.6
1721,198,Cambodia,H033401,1996-12-18,1996,12,18,27.4,7.07,44.0,8.8,0.719,0.202,0.16,0.03,0.771,0.061,0.066,0.057,0.1,0.006,5.19,3.1
1747,290,Cambodia,H033401,1997-01-22,1997,1,22,27.6,6.97,17.0,8.0,0.413,0.09,0.2,0.04,0.649,0.077,0.056,0.17,0.11,0.02,4.43,4.3
1754,291,Cambodia,H033401,1997-02-14,1997,2,14,29.2,7.08,16.0,7.3,0.346,0.181,0.22,0.04,0.591,0.077,0.059,0.13,0.02,0.03,4.0,4.8
1781,292,Cambodia,H033401,1997-03-17,1997,3,17,30.0,6.7,5.0,6.0,0.259,0.191,0.225,0.04,0.538,0.075,0.061,0.34,0.02,0.02,3.56,5.3
1811,293,Cambodia,H033401,1997-04-23,1997,4,23,30.8,6.69,4.0,7.4,0.261,0.178,0.23,0.04,0.49,0.098,0.092,0.5,0.03,0.04,3.82,4.1
1827,294,Cambodia,H033401,1997-05-22,1997,5,22,30.8,7.5,5.3,10.5,0.414,0.296,0.3,0.04,0.726,0.154,0.112,0.34,0.04,0.01,6.34,5.3
1836,295,Cambodia,H033401,1997-06-26,1997,6,26,31.2,7.7,14.0,19.6,1.183,0.409,0.35,0.04,1.195,0.325,0.468,0.22,0.11,0.02,6.89,3.6
1851,296,Cambodia,H033401,1997-07-23,1997,7,23,28.0,7.38,70.0,10.3,0.63,0.256,0.26,0.05,0.754,0.12,0.176,0.26,0.08,0.06,7.0,2.6
1913,297,Cambodia,H033401,1997-10-15,1997,10,15,29.8,7.16,95.0,9.2,0.498,0.213,0.21,0.04,0.793,0.065,0.09,0.12,0.03,0.01,5.51,2.1
1934,298,Cambodia,H033401,1997-11-21,1997,11,21,29.5,7.22,14.0,8.2,0.503,0.226,0.2,0.05,0.686,0.065,0.119,0.07,0.1,0.01,5.38,4.0
1947,299,Cambodia,H033401,1997-12-25,1997,12,25,29.8,7.02,20.0,8.4,0.507,0.202,0.19,0.03,0.694,0.075,0.09,0.19,0.01,0.02,4.75,4.2
1966,345,Cambodia,H033401,1998-01-26,1998,1,26,29.8,7.11,8.0,8.7,0.443,0.315,0.21,0.04,0.72,0.089,0.166,0.21,0.02,0.02,4.94,4.6
1979,346,Cambodia,H033401,1998-02-18,1998,2,18,29.2,7.04,26.0,9.8,0.431,0.305,0.31,0.05,0.712,0.114,0.232,0.51,0.03,0.04,4.73,5.6
1989,347,Cambodia,H033401,1998-03-23,1998,3,23,31.8,7.09,10.0,9.7,0.41,0.286,0.36,0.05,0.737,0.159,0.115,0.34,0.06,0.03,8.46,5.8
2020,348,Cambodia,H033401,1998-05-28,1998,5,28,31.8,7.94,1.7,21.4,1.089,0.565,0.35,0.05,1.498,0.207,0.395,0.08,0.03,0.01,7.95,2.8
2035,349,Cambodia,H033401,1998-06-29,1998,6,29,31.2,7.76,14.0,17.0,0.872,0.374,0.39,0.04,1.118,0.256,0.368,0.39,0.01,0.05,6.48,1.9
2218,379,Cambodia,H033401,1999-10-14,1999,10,14,30.4,6.64,69.0,10.63,0.636,0.26,0.2,0.03,0.86,0.075,0.057,0.085,0.041,0.008,5.1,3.156
2231,380,Cambodia,H033401,1999-11-10,1999,11,10,28.1,6.38,34.5,8.2,0.42,0.23,0.13,0.03,0.604,0.082,0.077,0.076,0.004,0.02,4.39,2.43
2295,472,Cambodia,H033401,2000-02-23,2000,2,23,29.8,6.39,25.0,6.7,0.451,0.186,0.22,0.02,0.492,0.07,0.076,0.333,0.018,0.05,3.824,4.6
2306,473,Cambodia,H033401,2000-03-11,2000,3,11,29.8,6.28,18.0,6.8,0.296,0.182,0.21,0.04,0.38,0.112,0.048,0.219,0.026,0.04,4.19,6.2
2329,474,Cambodia,H033401,2000-04-10,2000,4,10,31.6,6.08,4.67,6.33,0.203,0.183,0.24,0.04,0.343,0.05,0.138,0.429,0.054,0.04,5.93,5.018
2362,475,Cambodia,H033401,2000-05-25,2000,5,25,31.4,7.94,100.0,6.1,0.227,0.184,0.35,0.04,0.384,0.081,0.09,0.576,0.055,0.04,7.86,3.019
2441,476,Cambodia,H033401,2000-09-22,2000,9,22,28.9,7.81,170.0,11.14,0.708,0.183,0.2,0.04,0.984,0.026,0.099,0.16,0.007,0.04,4.865,3.52
2474,477,Cambodia,H033401,2000-10-30,2000,10,30,29.4,7.22,134.5,8.0,0.447,0.17,0.12,0.04,0.676,0.064,0.061,0.05,0.02,0.02,5.908,2.1
2489,478,Cambodia,H033401,2000-11-17,2000,11,17,28.4,7.25,82.0,7.9,0.423,0.171,0.21,0.03,0.632,0.037,0.125,0.03,0.008,0.01,5.819,2.419
2513,479,Cambodia,H033401,2000-12-20,2000,12,20,29.0,7.07,19.5,8.22,0.403,0.179,0.17,0.03,0.64,0.053,0.123,0.05,0.05,0.01,5.511,4.35
2541,579,Cambodia,H033401,2001-01-18,2001,1,18,27.8,6.99,20.67,6.68,0.295,0.172,0.21,0.04,0.52,0.075,0.088,0.1,0.01,0.02,6.227,4.26
2555,580,Cambodia,H033401,2001-02-14,2001,2,14,28.8,6.94,18.5,7.04,0.302,0.226,0.27,0.04,0.596,0.0044,0.112,0.15,0.01,0.02,4.942,3.857
2601,581,Cambodia,H033401,2001-03-14,2001,3,14,29.8,6.94,31.5,10.0,0.334,0.189,0.4,0.08,0.728,0.039,0.147,0.44,0.01,0.05,4.996,3.654
2641,582,Cambodia,H033401,2001-04-15,2001,4,15,32.0,6.76,34.5,9.5,0.282,0.179,0.47,0.06,0.548,0.027,0.169,0.47,0.006,0.07,5.09,5.4
2669,583,Cambodia,H033401,2001-05-16,2001,5,16,31.2,6.98,36.0,9.2,0.246,0.187,0.43,0.06,0.529,0.139,0.205,0.47,0.021,0.11,6.062,3.4
2684,584,Cambodia,H033401,2001-06-12,2001,6,12,30.6,7.48,86.0,15.43,0.312,0.269,0.39,0.04,0.992,0.0223,0.388,0.52,0.08,0.06,6.354,6.2
2784,585,Cambodia,H033401,2001-09-13,2001,9,13,28.2,7.45,67.0,10.95,0.2753,0.604,0.16526,0.0251,0.887,0.026,0.175,0.11951,0.014,0.006,6.799,8.5
2894,586,Cambodia,H033401,2001-12-22,2001,12,22,28.3,7.46,10.66,9.53,0.237,0.499,0.18859,0.0348,0.737,0.038,0.15,0.13279,0.001,0.03,7.5,2.976
2977,651,Cambodia,H033401,2002-03-22,2002,3,22,30.2,7.07,13.33,9.6,0.1935,0.45,0.2699,0.0388,0.727,0.0316,0.19,0.1428,0.0358,0.0189,6.52,4.332
3035,652,Cambodia,H033401,2002-05-18,2002,5,18,31.8,8.55,12.66,13.62,0.2323,0.668,0.2369,0.0451,0.6841,0.0745,0.365,0.1968,0.0465,0.004,7.3,5.32
3055,653,Cambodia,H033401,2002-06-17,2002,6,17,30.2,7.69,196.0,14.91,0.268,0.752,0.2634,0.0368,0.697,0.018,0.59,0.4836,0.004,0.0204,6.86,1.96
3152,654,Cambodia,H033401,2002-09-21,2002,9,21,28.6,7.02,76.66,9.11,0.2383,0.498,0.1735,0.0251,0.708,0.018,0.153,0.199,0.0127,0.0089,7.67,3.2
3183,655,Cambodia,H033401,2002-11-21,2002,11,21,30.2,7.16,34.66,9.76,0.2095,0.571,0.1698,0.03223,0.792,0.0249,0.119,0.03216,0.0325,0.0084,7.83,2.82
3249,764,Cambodia,H033401,2003-02-22,2003,2,22,30.0,7.09,8.66,9.21,0.4258,0.26667,0.2349,0.0437,0.763,0.0465,0.113,0.0805,0.1356,0.0085,5.801,3.2137
3299,765,Cambodia,H033401,2003-03-29,2003,3,29,30.0,7.32,139.33,11.75,0.4687,0.212,0.4386,0.07,0.88,0.0145,0.267,0.1306,0.068,0.0079,5.5866,3.68
3329,766,Cambodia,H033401,2003-04-23,2003,4,23,31.0,7.06,11.33,11.66,0.4771,0.291,0.29,0.051,0.756,0.0153,0.28,0.62,0.083,0.0316,9.301,3.88
3365,767,Cambodia,H033401,2003-05-26,2003,5,26,31.0,7.03,17.33,16.26,0.772,0.408,0.451,0.0468,1.076,0.0173,0.485,0.099,0.0497,0.032,7.201,1.64
3398,769,Cambodia,H033401,2003-06-18,2003,6,18,32.0,7.28,45.43,14.3,0.597,0.413,0.384,0.0382,0.876,0.0197,0.436,0.237,0.058,0.0234,6.982,1.38
3400,768,Cambodia,H033401,2003-06-18,2003,6,18,30.7,7.07,169.0,11.8,0.66,0.2985,0.2759,0.0404,0.836,0.0106,0.334,0.1763,0.012,0.0274,5.4,2.0
