Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
62,2635,Lao PDR,H011901,1986-01-16,1986,1,16,19.8,7.2,18.0,23.6,1.52,0.55,0.355,0.032,1.971,0.185,0.259,0.005,0.017,0.031,8.17,0.4
75,2636,Lao PDR,H011901,1986-02-18,1986,2,18,22.8,8.1,70.0,25.3,1.393,0.496,0.43,0.036,1.686,0.187,0.564,0.012,0.012,0.039,7.1,1.5
88,2637,Lao PDR,H011901,1986-03-17,1986,3,17,23.4,7.9,25.0,27.0,1.473,0.523,0.492,0.039,2.117,0.006,0.406,0.033,0.019,0.022,8.08,0.6
98,2638,Lao PDR,H011901,1986-04-18,1986,4,18,28.0,8.4,50.0,29.2,1.62,0.514,0.535,0.045,1.69,0.381,0.544,0.157,0.056,0.09,8.03,1.5
190,2678,Lao PDR,H011901,1987-02-17,1987,2,17,22.8,8.04,72.0,24.3,1.494,0.593,0.396,0.041,1.932,0.235,0.388,0.001,0.018,0.008,7.13,0.6
294,2711,Lao PDR,H011901,1988-03-14,1988,3,14,26.4,8.35,48.0,27.3,1.718,0.591,0.482,0.056,2.088,0.188,0.641,0.197,0.006,0.027,5.62,1.1
396,2712,Lao PDR,H011901,1988-12-19,1988,12,19,22.4,8.08,104.0,22.0,1.814,0.275,0.395,0.035,1.921,0.127,0.608,0.172,0.024,0.076,8.4,1.7
436,2761,Lao PDR,H011901,1989-05-17,1989,5,17,28.6,8.01,70.0,24.8,1.502,0.516,0.55,0.053,1.736,0.384,0.623,0.267,0.035,0.019,8.47,2.0
524,2813,Lao PDR,H011901,1990-02-20,1990,2,20,25.4,8.28,63.0,28.2,1.324,0.479,0.395,0.047,1.416,0.243,0.526,0.116,0.035,0.035,8.64,0.4
530,2814,Lao PDR,H011901,1990-03-15,1990,3,15,24.6,8.09,30.0,26.7,1.964,0.316,0.395,0.05,1.683,0.269,0.54,0.204,0.017,0.027,7.98,0.5
538,2815,Lao PDR,H011901,1990-04-20,1990,4,20,28.0,7.22,89.0,29.9,1.89,0.341,0.211,0.03,1.824,0.319,0.164,0.207,0.012,0.026,7.92,0.3
756,2954,Lao PDR,H011901,1992-01-13,1992,1,13,21.0,7.67,125.0,25.4,1.811,0.487,0.319,0.048,2.1,0.243,0.335,0.137,0.076,0.067,8.89,0.7
776,2955,Lao PDR,H011901,1992-02-18,1992,2,18,21.4,7.93,88.0,25.9,1.878,0.418,0.3,0.035,1.936,0.355,0.39,0.24,0.057,0.038,9.12,0.6
779,2956,Lao PDR,H011901,1992-03-11,1992,3,11,23.2,8.67,96.0,25.5,1.874,0.468,0.169,0.047,1.99,0.333,0.385,0.323,0.068,0.055,8.99,0.8
802,2957,Lao PDR,H011901,1992-04-18,1992,4,18,28.4,8.12,75.0,26.2,1.967,0.483,0.253,0.04,2.068,0.3,0.365,0.248,0.046,0.111,8.76,1.1
813,2958,Lao PDR,H011901,1992-05-27,1992,5,27,28.8,7.9,76.0,31.8,1.922,0.647,0.434,0.045,2.22,0.407,0.52,0.26,0.02,0.033,8.14,1.3
902,2959,Lao PDR,H011901,1992-12-17,1992,12,17,23.0,7.89,160.0,22.8,1.423,0.454,0.307,0.037,1.792,0.212,0.395,0.256,0.041,0.049,8.9,1.3
910,3046,Lao PDR,H011901,1993-01-13,1993,1,13,22.0,7.8,56.0,25.9,1.54,0.548,0.437,0.045,1.98,0.236,0.344,0.187,0.052,0.015,8.23,0.1
935,3047,Lao PDR,H011901,1993-02-18,1993,2,18,22.2,7.93,52.0,26.2,1.593,0.709,0.429,0.047,2.031,0.36,0.539,0.159,0.015,0.043,8.11,0.2
954,3048,Lao PDR,H011901,1993-03-23,1993,3,23,25.9,8.13,42.0,27.1,1.572,0.688,0.462,0.034,1.994,0.38,0.42,0.225,0.022,0.043,7.95,1.0
1073,3049,Lao PDR,H011901,1993-12-29,1993,12,29,31.2,8.13,130.0,25.6,1.636,0.576,0.212,0.072,1.989,0.282,0.457,0.114,0.045,0.106,6.22,0.9
1092,3131,Lao PDR,H011901,1994-02-17,1994,2,17,24.2,8.27,40.0,28.1,1.727,0.576,0.384,0.033,2.127,0.322,0.542,0.02,0.038,0.048,8.11,0.4
1102,3132,Lao PDR,H011901,1994-03-19,1994,3,19,25.8,7.89,53.0,27.3,1.811,0.422,0.211,0.039,2.011,0.2,0.496,0.124,0.04,0.05,8.01,0.5
