Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7809,4863,Lao PDR, H013900 ,2017-04-18,2017,4,18,27.2,7.5,68.0,23.6,1.67784431137725,0.6584362139917695,0.06,0.0307692307692307,1.327433628318584,0.4389280677009873,0.5829689777222569,0.58,0.06,0.08,7.3,4.24
7855,4864,Lao PDR, H013900 ,2017-06-12,2017,6,12,25.8,7.21,85.0,20.1,1.37145708582834,0.4872427983539094,0.13,0.08,1.13411996066863,0.38928067700987,0.4497189256714554,0.38,0.03,0.08,6.9,2.78
7884,4865,Lao PDR, H013900 ,2017-07-17,2017,7,17,26.15,7.52,90.66,18.0,1.38894211576846,0.2707818930041152,0.1,0.07,1.32274664044575,0.180112834978843,0.225919217155944,0.24,0.01,0.09,6.4,2.48
7919,4866,Lao PDR, H013900 ,2017-08-18,2017,8,18,29.0,7.1,116.0,9.19,0.622255489021956,0.2222222222222222,0.07,0.05,0.7784333005571943,0.076008462623413,0.142057047678534,0.18,0.01,0.07,7.1,3.96
7942,4867,Lao PDR, H013900 ,2017-09-14,2017,9,14,29.5,7.59,137.5,18.8,1.41894211576846,0.254320987654321,0.11,0.08,1.28274664044575,0.190112834978843,0.255919217155944,0.17,0.01,0.02,6.25,2.72
7971,4868,Lao PDR, H013900 ,2017-10-12,2017,10,12,28.7,7.55,51.0,15.26,1.1037924151696608,0.2757201646090535,0.07,0.0531969309462915,0.8521796132415601,0.3057827926657263,0.2602540079117218,0.22,0.01,0.01,5.81,4.32
8069,4916,Lao PDR, H013900 ,2018-04-15,2018,4,15,29.9,7.68,21.75,21.1,1.54,0.57,0.06,0.03,1.2291052114060963,0.3588152327221438,0.4409743910056214,0.45,0.054,0.06,7.01,1.44
8085,4917,Lao PDR, H013900 ,2018-05-15,2018,5,15,30.0,7.98,128.0,19.0,1.41,0.5,0.0131,0.05,1.071779744346116,0.3311706629055007,0.545492400582969,0.37,0.031,0.04,6.25,1.84
8090,4918,Lao PDR, H013900 ,2018-06-18,2018,6,18,29.2,8.15,36.0,20.4,1.47,0.49,0.08,0.04,1.2946574893477547,0.5382228490832157,0.2615032271496981,0.39,0.039,0.05,6.6,3.92
8110,4919,Lao PDR, H013900 ,2018-07-19,2018,7,19,27.5,8.03,104.3,11.94,0.82102,0.18,0.11,0.06,0.8407079646017698,0.1241184767277856,0.2644180720383093,0.38,0.01,0.09,6.57,0.69
8125,4920,Lao PDR, H013900 ,2018-08-16,2018,8,16,27.0,8.07,160.0,11.62,0.8807,0.17,0.07,0.05,0.9226483120288428,0.1977433004231311,0.0794087028940245,0.7,0.01,0.07,6.4,3.2
8127,4921,Lao PDR, H013900 ,2018-09-13,2018,9,13,28.3,8.42,85.5,12.99,1.02,0.15,0.1,0.05,0.9505080301540478,0.1971791255289139,0.1997085155111388,0.69,0.01,0.04,6.7,0.4
8148,4922,Lao PDR, H013900 ,2018-10-15,2018,10,15,29.2,8.5,60.5,5.0,0.415,0.03,0.03,0.01,0.3998688954441166,0.064033850493653,0.0301894649177597,0.59,0.017,0.1,5.0,3.28
8197,4952,Lao PDR, H013900 ,2019-04-19,2019,4,19,29.8,7.55,28.0,26.6,1.677,0.668312757201646,0.064,0.038,1.370042608980662,0.3915373765867418,0.6829065167603581,0.11,0.01,0.05,6.46,0.91
8210,4953,Lao PDR, H013900 ,2019-05-13,2019,5,13,31.3,8.87,9.33,12.23,0.8400519,0.1761316872427983,0.091,0.02,0.6719108489019993,0.1204513399153737,0.4268165729752238,0.65,0.01,0.07,6.5,0.31
8223,4954,Lao PDR, H013900 ,2019-07-11,2019,7,11,30.5,8.94,48.0,19.46,1.42,0.376954732510288,0.12,0.07,1.160275319567355,0.3469675599435825,0.4268165729752238,0.34,0.02,0.03,6.86,2.45
