Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
603,5383,Thailand,H380133,1990-10-15,1990,10,15,28.4,7.72,53.0,12.8,0.4,0.283,0.39,0.038,0.762,0.24,0.134,0.419,0.071,0.072,3.96,4.0
614,5384,Thailand,H380133,1990-11-14,1990,11,14,26.0,7.49,88.0,12.1,0.213,0.127,0.326,0.065,0.86,0.169,0.106,0.545,0.052,0.061,5.26,2.1
724,5448,Thailand,H380133,1991-09-16,1991,9,16,27.0,7.82,159.0,17.1,0.6,0.303,0.708,0.068,0.964,0.605,0.274,0.382,0.059,0.077,6.12,4.7
738,5449,Thailand,H380133,1991-11-14,1991,11,14,25.0,7.85,56.0,22.2,0.884,0.502,0.735,0.039,1.494,0.55,0.062,0.106,0.028,0.064,7.66,3.4
1023,5573,Thailand,H380133,1993-10-12,1993,10,12,22.0,7.78,78.0,18.0,0.592,0.404,0.887,0.046,1.21,0.491,0.105,0.226,0.069,0.061,7.2,4.1
1117,5611,Thailand,H380133,1994-06-15,1994,6,15,26.0,7.58,70.0,16.4,0.45,0.348,0.72,0.117,0.753,0.554,0.239,0.239,0.089,0.081,5.98,6.2
1134,5612,Thailand,H380133,1994-08-16,1994,8,16,24.0,7.94,69.0,22.5,1.042,0.327,0.79,0.08,1.358,0.604,0.168,0.432,0.022,0.079,8.91,3.2
1140,5613,Thailand,H380133,1994-09-14,1994,9,14,23.0,7.72,35.0,17.7,0.743,0.111,0.7,0.046,0.917,0.566,0.195,0.221,0.112,0.1,7.76,3.3
1336,5699,Thailand,H380133,1995-09-11,1995,9,11,24.5,7.38,53.0,13.4,0.424,0.365,0.493,0.043,0.896,0.311,0.014,0.277,0.096,0.081,8.18,3.0
1390,5700,Thailand,H380133,1995-10-17,1995,10,17,29.0,7.52,67.0,14.5,0.619,0.5,0.32,0.044,1.071,0.202,0.097,0.155,0.044,0.042,7.1,3.2
1394,5701,Thailand,H380133,1995-11-13,1995,11,13,25.0,7.66,25.0,24.3,1.183,0.534,0.53,0.04,1.555,0.492,0.378,0.371,0.045,0.016,7.52,4.4
1426,5702,Thailand,H380133,1995-12-13,1995,12,13,23.5,8.01,49.0,29.0,1.032,0.782,0.715,0.062,1.707,0.657,0.473,0.104,0.049,0.078,7.53,3.6
1666,5794,Thailand,H380133,1996-10-13,1996,10,13,28.2,7.47,23.0,12.6,0.525,0.37,0.314,0.046,0.915,0.204,0.18,0.115,0.08,0.049,6.48,3.2
1687,5795,Thailand,H380133,1996-11-13,1996,11,13,29.5,7.4,126.0,15.2,0.649,0.355,0.382,0.047,1.226,0.231,0.06,0.094,0.105,0.01,8.15,2.5
1871,5886,Thailand,H380133,1997-08-19,1997,8,19,26.5,7.78,42.0,17.8,0.65,0.307,0.715,0.079,0.95,0.616,0.074,0.124,0.071,0.118,7.43,5.0
1899,5887,Thailand,H380133,1997-10-14,1997,10,14,26.5,7.62,20.0,22.7,0.853,0.597,0.899,0.069,1.597,0.649,0.089,0.321,0.052,0.057,7.78,3.2
2061,5976,Thailand,H380133,1998-10-13,1998,10,13,26.0,7.56,19.0,18.6,0.565,0.714,0.742,0.05,1.463,0.382,0.084,0.257,0.121,0.011,7.46,3.3
2074,5977,Thailand,H380133,1998-11-16,1998,11,16,29.2,7.59,9.0,24.2,0.993,0.433,0.798,0.082,1.406,0.747,0.091,0.223,0.064,0.089,9.36,2.2
2169,6071,Thailand,H380133,1999-09-13,1999,9,13,28.0,7.69,49.0,27.2,0.953,0.463,0.84,0.083,1.731,0.788,0.017,0.475,0.061,0.059,6.22,3.1
2200,6072,Thailand,H380133,1999-10-13,1999,10,13,28.7,7.4,33.0,22.9,1.18,0.329,0.809,0.071,1.465,0.703,0.015,0.178,0.046,0.028,5.63,5.7
2238,6073,Thailand,H380133,1999-11-15,1999,11,15,27.6,7.67,64.0,23.5,1.109,0.436,0.804,0.079,1.569,0.643,0.007,0.439,0.016,0.017,8.63,2.1
2451,6174,Thailand,H380133,2000-10-16,2000,10,16,28.2,7.78,10.0,24.3,1.112,0.456,0.891,0.057,1.811,0.531,0.022,0.343,0.137,0.019,7.31,2.7
3094,6376,Thailand,H380133,2002-08-13,2002,8,13,29.0,6.92,144.0,17.8,0.527,0.387,0.749,0.058,0.923,0.666,0.181,0.272,0.101,0.121,5.57,3.7
3120,6377,Thailand,H380133,2002-09-16,2002,9,16,28.0,7.52,14.0,26.8,0.666,0.554,0.966,0.064,1.279,0.852,0.187,0.384,0.038,0.073,4.63,4.49
