Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
135,2673,Lao PDR,H910104,1986-08-19,1986,8,19,30.4,6.63,84.0,13.9,0.756,0.034,0.469,0.045,0.776,0.432,0.034,0.107,0.014,0.019,2.2,5.7
148,2674,Lao PDR,H910104,1986-09-16,1986,9,16,30.7,6.89,47.0,10.0,0.216,0.384,0.372,0.034,0.609,0.249,0.111,0.074,0.008,0.009,2.71,5.6
156,2675,Lao PDR,H910104,1986-10-15,1986,10,15,27.8,6.54,66.0,11.4,0.567,0.193,0.449,0.047,0.766,0.508,0.202,0.298,0.021,0.107,0.08,6.8
203,2706,Lao PDR,H910104,1987-03-17,1987,3,17,28.4,7.18,32.0,31.8,1.518,0.38,0.794,0.114,1.902,0.616,0.606,0.174,0.057,0.006,3.86,8.8
230,2707,Lao PDR,H910104,1987-08-15,1987,8,15,31.8,7.45,15.3,15.3,0.241,0.2,0.088,0.176,0.509,0.148,0.123,0.168,0.029,0.145,4.02,3.7
259,2708,Lao PDR,H910104,1987-10-15,1987,10,15,30.8,6.53,36.0,12.4,0.44,0.26,0.438,0.044,0.709,0.375,0.061,0.019,0.006,0.025,2.39,5.5
323,2752,Lao PDR,H910104,1988-05-23,1988,5,23,32.7,6.6,48.0,11.2,0.429,0.16,0.26,0.075,0.625,0.337,0.135,0.242,0.028,0.039,2.09,4.1
328,2753,Lao PDR,H910104,1988-06-14,1988,6,14,29.0,6.73,68.0,18.5,0.659,0.305,0.75,0.055,0.984,0.637,0.232,0.096,0.108,0.054,1.43,9.6
350,2754,Lao PDR,H910104,1988-09-14,1988,9,14,30.4,6.93,38.0,13.3,0.548,0.2,0.445,0.044,0.792,0.366,0.14,0.097,0.136,0.039,3.4,5.7
373,2755,Lao PDR,H910104,1988-10-18,1988,10,18,25.4,6.81,56.0,12.4,0.422,0.195,0.421,0.078,0.616,0.45,0.14,0.135,0.089,0.049,3.5,4.5
554,2888,Lao PDR,H910104,1990-06-18,1990,6,18,30.4,6.5,95.0,19.1,0.883,0.391,0.66,0.04,0.817,0.589,0.335,0.048,0.094,0.099,2.1,8.2
594,2889,Lao PDR,H910104,1990-09-18,1990,9,18,29.6,6.5,68.0,8.8,0.396,0.1,0.33,0.04,0.413,0.272,0.133,0.082,0.089,0.028,4.67,2.5
612,2890,Lao PDR,H910104,1990-10-18,1990,10,18,28.0,6.26,60.0,13.0,0.565,0.188,0.5,0.04,0.502,0.425,0.326,0.344,0.042,0.193,1.38,7.8
709,2946,Lao PDR,H910104,1991-08-14,1991,8,14,27.8,6.77,25.0,22.5,1.193,0.328,0.674,0.092,1.343,0.624,0.398,0.365,0.028,0.055,2.14,3.9
836,3038,Lao PDR,H910104,1992-07-16,1992,7,16,27.8,6.41,103.0,10.6,0.605,0.135,0.054,0.081,0.475,0.279,0.124,0.237,0.071,0.18,3.68,5.7
843,3039,Lao PDR,H910104,1992-08-13,1992,8,13,27.0,6.8,100.0,12.0,0.667,0.189,0.195,0.065,0.77,0.106,0.158,0.157,0.09,0.066,2.02,5.1
877,3040,Lao PDR,H910104,1992-10-20,1992,10,20,27.6,6.6,136.0,14.9,0.676,0.225,0.1,0.04,0.878,0.123,0.116,0.88,0.05,0.059,3.12,6.5
980,3126,Lao PDR,H910104,1993-06-18,1993,6,18,28.2,6.59,25.0,27.8,1.363,0.282,0.944,0.027,1.325,0.786,0.395,0.547,0.078,0.279,2.05,6.5
993,3127,Lao PDR,H910104,1993-07-17,1993,7,17,28.0,6.72,101.0,24.0,1.228,0.237,0.436,0.077,1.421,0.664,0.288,0.633,0.081,0.045,3.59,5.8
1004,3128,Lao PDR,H910104,1993-08-18,1993,8,18,27.2,6.76,49.0,20.6,0.856,0.239,0.744,0.094,1.074,0.573,0.413,0.458,0.02,0.042,2.34,5.3
1019,3129,Lao PDR,H910104,1993-09-16,1993,9,16,28.0,6.67,40.0,13.0,0.549,0.137,0.475,0.055,0.715,0.374,0.228,0.195,0.084,0.042,3.35,4.3
1141,3173,Lao PDR,H910104,1994-09-15,1994,9,15,29.0,6.42,42.0,10.6,0.51,0.122,0.367,0.042,0.525,0.358,0.052,0.221,0.054,0.165,1.58,4.4
1155,3174,Lao PDR,H910104,1994-10-17,1994,10,17,29.8,7.12,73.0,27.6,1.3,0.293,0.916,0.031,1.296,0.635,0.381,0.367,0.068,0.118,1.76,5.3
1171,3175,Lao PDR,H910104,1994-11-14,1994,11,14,29.6,7.34,80.0,33.5,1.211,0.545,0.863,0.044,1.366,0.753,0.412,0.401,0.079,0.098,2.31,5.6
