Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
8,5045,Thailand,H370115,1985-06-13,1985,6,13,30.5,7.7,52.0,19.6,1.06,0.42,0.67,0.1,1.35,0.51,0.18,0.306,0.026,0.036,6.56,3.6
20,5046,Thailand,H370115,1985-09-16,1985,9,16,28.5,7.2,195.0,18.3,0.77,0.25,0.8,0.09,0.95,0.73,0.14,0.494,0.031,0.019,6.02,2.8
46,5047,Thailand,H370115,1985-11-18,1985,11,18,28.0,7.71,142.0,21.7,1.0,0.29,0.83,0.09,1.12,0.76,0.12,0.383,0.012,0.037,6.64,2.7
144,5109,Thailand,H370115,1986-09-15,1986,9,15,31.5,7.23,54.0,17.2,0.68,0.22,0.7,0.08,0.88,0.61,0.06,0.326,0.096,0.041,5.42,2.6
251,5184,Thailand,H370115,1987-10-14,1987,10,14,31.0,7.09,93.0,20.1,0.81,0.29,0.74,0.08,1.02,0.72,0.07,0.177,0.012,0.036,4.0,3.8
355,5253,Thailand,H370115,1988-09-16,1988,9,16,31.0,7.96,192.0,24.4,1.086,0.335,0.875,0.066,1.479,0.668,0.183,0.277,0.052,0.077,6.51,2.6
377,5254,Thailand,H370115,1988-11-11,1988,11,11,28.0,7.88,61.0,22.8,0.921,0.284,0.75,0.064,1.205,0.78,0.158,0.117,0.062,0.037,6.8,2.4
391,5255,Thailand,H370115,1988-12-15,1988,12,15,23.0,7.81,34.0,26.9,1.137,0.461,0.962,0.071,1.623,0.794,0.128,0.186,0.003,0.047,3.82,2.8
446,5312,Thailand,H370115,1989-06-15,1989,6,15,29.5,8.51,122.0,21.1,0.896,0.564,0.592,0.109,1.466,0.325,0.185,0.428,0.075,0.108,6.49,3.1
451,5313,Thailand,H370115,1989-07-13,1989,7,13,30.2,8.7,107.0,23.6,1.044,0.406,0.712,0.085,1.415,0.548,0.309,0.324,0.04,0.085,7.08,3.6
567,5358,Thailand,H370115,1990-08-13,1990,8,13,29.0,7.77,136.0,25.5,0.899,0.422,0.9,0.071,1.39,0.895,0.148,0.6,0.042,0.07,6.47,3.7
713,5415,Thailand,H370115,1991-08-15,1991,8,15,29.0,8.06,122.0,20.8,1.008,0.347,0.72,0.082,1.391,0.573,0.293,0.321,0.039,0.077,7.06,3.5
