Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5,5051,Thailand,H370299,1985-06-13,1985,6,13,31.2,7.8,87.0,14.1,0.89,0.4,0.44,0.08,1.47,0.12,0.09,0.094,0.061,0.036,5.9,2.5
9,5052,Thailand,H370299,1985-07-15,1985,7,15,29.0,7.9,7.0,15.1,0.62,0.36,0.36,0.07,1.29,0.09,0.02,0.049,0.064,0.017,6.62,3.6
15,5053,Thailand,H370299,1985-08-15,1985,8,15,27.2,8.2,21.0,14.9,0.71,0.37,0.44,0.09,1.27,0.11,0.1,0.064,0.035,0.007,7.3,1.3
23,5054,Thailand,H370299,1985-09-16,1985,9,16,28.5,7.6,9.0,13.1,0.71,0.31,0.42,0.07,1.14,0.12,0.14,0.362,0.126,0.01,6.48,2.0
34,5055,Thailand,H370299,1985-10-15,1985,10,15,28.0,7.82,6.0,15.4,0.84,0.25,0.43,0.08,1.16,0.13,0.16,0.281,0.033,0.003,5.74,2.6
44,5056,Thailand,H370299,1985-11-18,1985,11,18,26.5,7.69,4.0,15.3,0.94,0.25,0.38,0.07,1.23,0.13,0.07,0.226,0.058,0.02,3.94,3.0
52,5057,Thailand,H370299,1985-12-17,1985,12,17,25.4,7.8,2.0,16.4,0.92,0.28,0.42,0.08,1.29,0.17,0.03,0.157,0.117,0.01,6.02,2.8
54,5113,Thailand,H370299,1986-01-15,1986,1,15,23.0,7.94,1.0,16.0,0.94,0.29,0.34,0.07,1.32,0.1,0.03,0.044,0.056,0.011,8.16,2.5
80,5114,Thailand,H370299,1986-03-13,1986,3,13,23.2,7.59,9.5,17.2,0.95,0.36,0.36,0.08,1.53,0.09,0.04,0.06,0.079,0.005,5.42,3.0
94,5115,Thailand,H370299,1986-04-16,1986,4,16,27.0,7.49,17.5,17.8,0.94,0.39,0.38,0.08,1.58,0.09,0.06,0.314,0.089,0.024,3.42,3.3
108,5116,Thailand,H370299,1986-05-15,1986,5,15,29.8,7.77,2.0,16.9,0.87,0.37,0.38,0.08,1.51,0.09,0.06,0.334,0.098,0.041,6.42,3.1
116,5117,Thailand,H370299,1986-06-16,1986,6,16,31.0,7.82,18.0,15.8,0.82,0.35,0.38,0.08,1.37,0.11,0.1,0.069,0.043,0.037,6.28,3.0
145,5118,Thailand,H370299,1986-09-15,1986,9,15,30.5,7.86,26.0,16.4,0.88,0.33,0.48,0.08,1.31,0.22,0.22,0.391,0.078,0.016,6.55,2.2
166,5119,Thailand,H370299,1986-11-18,1986,11,18,30.5,7.43,1.0,15.0,0.86,0.31,0.36,0.07,1.26,0.12,0.16,0.231,0.092,0.01,4.76,2.4
169,5120,Thailand,H370299,1986-12-16,1986,12,16,25.5,7.54,2.0,16.0,0.85,0.32,0.42,0.08,1.35,0.15,0.15,0.088,0.065,0.014,6.88,2.1
177,5188,Thailand,H370299,1987-01-15,1987,1,15,24.0,8.07,9.0,15.7,0.83,0.34,0.38,0.07,1.31,0.11,0.07,0.043,0.073,0.026,5.89,3.8
193,5189,Thailand,H370299,1987-02-18,1987,2,18,24.6,7.53,1.0,15.7,0.82,0.35,0.38,0.07,1.4,0.09,0.15,0.05,0.038,0.017,5.48,2.3
196,5190,Thailand,H370299,1987-03-16,1987,3,16,28.0,7.42,7.0,16.3,0.85,0.31,0.38,0.08,1.39,0.11,0.11,0.267,0.024,0.007,9.32,2.7
207,5191,Thailand,H370299,1987-04-16,1987,4,16,28.1,7.29,8.0,15.9,0.84,0.34,0.4,0.07,1.41,0.11,0.1,0.08,0.127,0.006,3.9,1.2
213,5192,Thailand,H370299,1987-05-14,1987,5,14,30.4,7.69,7.0,15.3,0.76,0.35,0.39,0.07,1.27,0.07,0.23,0.032,0.068,0.005,6.24,2.5
216,5193,Thailand,H370299,1987-06-14,1987,6,14,32.0,7.78,8.0,15.7,0.79,0.35,0.39,0.07,1.36,0.09,0.26,0.044,0.124,0.009,7.54,2.5
224,5194,Thailand,H370299,1987-07-16,1987,7,16,28.8,7.94,4.0,15.2,0.75,0.33,0.4,0.07,1.28,0.13,0.28,0.025,0.022,0.008,7.24,2.6
241,5195,Thailand,H370299,1987-09-15,1987,9,15,30.5,7.47,6.0,15.5,0.82,0.29,0.38,0.07,1.24,0.1,0.27,0.151,0.106,0.013,4.92,3.8
271,5196,Thailand,H370299,1987-11-17,1987,11,17,29.0,7.66,6.0,17.6,1.09,0.29,0.31,0.07,1.49,0.08,0.1,0.431,0.058,0.032,2.22,1.8
279,5197,Thailand,H370299,1987-12-15,1987,12,15,23.0,7.78,8.0,17.7,1.15,0.29,0.32,0.08,1.6,0.07,0.1,0.099,0.037,0.03,6.88,3.4
282,5258,Thailand,H370299,1988-01-14,1988,1,14,22.5,7.84,10.0,18.8,1.22,0.34,0.34,0.08,1.73,0.05,0.02,0.175,0.017,0.036,4.19,3.3
312,5259,Thailand,H370299,1988-04-14,1988,4,14,27.0,7.37,3.0,18.6,1.13,0.39,0.36,0.07,1.57,0.047,0.17,0.281,0.01,0.032,3.92,3.3
320,5260,Thailand,H370299,1988-05-16,1988,5,16,24.0,8.06,8.0,21.1,1.328,0.379,0.396,0.085,2.0,0.072,0.071,0.115,0.057,0.046,2.28,2.9
335,5261,Thailand,H370299,1988-06-16,1988,6,16,30.2,8.09,11.0,20.5,1.28,0.364,0.385,0.066,1.936,0.067,0.238,0.05,0.055,0.017,6.04,2.6
344,5262,Thailand,H370299,1988-08-16,1988,8,16,29.0,8.25,11.0,19.7,1.15,0.396,0.403,0.067,1.802,0.052,0.232,0.328,0.014,0.044,3.15,1.6
356,5263,Thailand,H370299,1988-09-16,1988,9,16,29.0,8.12,17.0,19.9,1.171,0.36,0.398,0.068,1.728,0.045,0.161,0.171,0.053,0.03,2.82,2.4
372,5264,Thailand,H370299,1988-10-17,1988,10,17,26.7,8.02,5.0,19.3,1.107,0.355,0.416,0.073,1.73,0.048,0.22,0.072,0.053,0.025,5.71,2.4
378,5265,Thailand,H370299,1988-11-11,1988,11,11,25.0,8.16,13.0,18.4,1.069,0.388,0.288,0.06,1.684,0.024,0.21,0.095,0.104,0.03,5.87,2.2
392,5266,Thailand,H370299,1988-12-15,1988,12,15,23.0,7.62,4.0,18.0,1.105,0.33,0.355,0.061,1.616,0.058,0.173,0.205,0.009,0.029,4.38,2.4
405,5314,Thailand,H370299,1989-02-14,1989,2,14,22.0,8.3,6.0,18.7,1.113,0.349,0.336,0.067,1.737,0.03,0.186,0.087,0.021,0.028,6.64,2.4
415,5315,Thailand,H370299,1989-04-17,1989,4,17,29.0,8.43,7.0,18.1,1.167,0.361,0.34,0.073,1.729,0.049,0.091,0.07,0.034,0.064,7.14,3.1
434,5316,Thailand,H370299,1989-05-16,1989,5,16,29.2,8.23,8.0,18.0,1.098,0.374,0.373,0.067,1.675,0.054,0.134,0.091,0.01,0.082,2.78,2.2
448,5317,Thailand,H370299,1989-07-13,1989,7,13,30.0,8.66,8.0,16.3,0.875,0.406,0.32,0.061,1.291,0.048,0.518,0.251,0.073,0.032,6.31,3.2
456,5318,Thailand,H370299,1989-08-15,1989,8,15,29.0,7.95,11.0,15.0,0.757,0.407,0.36,0.06,1.269,0.059,0.161,0.245,0.031,0.041,5.43,2.6
