,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3677,Lao PDR,H013900,2014-10-20,2014,10,20,26.8,7.06,92.0,17.0,0.45,0.39,0.07,0.05,0.48,0.22,0.35,0.401,0.02,0.04,5.64,2.1
3699,Lao PDR,H390105,2014-10-20,2014,10,20,25.6,6.55,18.0,11.2,0.1,0.32,0.01,0.1,0.48,0.01,0.07,0.11,0.02,0.01,6.27,1.9
3668,Lao PDR,H011901,2014-10-21,2014,10,21,27.5,7.71,88.0,21.9,1.82,0.75,0.12,0.05,1.74,0.25,0.54,0.32,0.01,0.11,5.29,1.9
3682,Lao PDR,H100101,2014-10-24,2014,10,24,25.7,6.87,13.0,23.0,0.67,0.43,0.06,0.02,1.08,0.1,0.11,0.1,0.02,0.08,6.05,0.69
5072,Thailand,H380128,2014-11-17,2014,11,17,29.0,7.47,6.833333333333345,14.41,0.2937759336099585,0.2531645569620253,0.9123357981731188,0.0776035805626598,0.5933250927070457,0.772015514809591,0.0480678742452633,0.0796112876097925,0.0497037524687294,0.0440810522573764,5.95,5.348571428571429
5051,Thailand,H290103,2014-11-17,2014,11,17,29.0,8.04,35.83333333333327,11.23,0.2539419087136929,0.0911392405063291,0.5719791213571118,0.0384424552429667,0.519159456118665,0.4297142857142858,0.06666250260254,0.0254158101289478,0.0447662936142198,0.065410593672236,5.95,4.937142857142858
5024,Thailand,H013101,2014-11-17,2014,11,17,27.0,7.49,78.66666666666654,21.7,1.1004149377593362,0.50126582278481,0.4555502392344498,0.0521943734015345,1.631644004944376,0.2148571428571429,0.4847782635852591,0.3038684358063913,0.0414746543778801,0.1222893707785282,7.08,5.759999999999999
5045,Thailand,H050104,2014-11-17,2014,11,17,24.3,8.06,71.49999999999997,11.69,0.5775933609958506,0.2683544303797469,0.2692518486298391,0.0743580562659846,1.0754017305315202,0.0537142857142857,0.0489735581927961,0.2347224817791066,0.0283080974325213,0.1151795236402417,7.87,6.171428571428571
5035,Thailand,H013801,2014-11-17,2014,11,17,27.5,7.91,100.00000000000004,20.9,1.13526970954357,0.572151898734177,0.3614658547194432,0.0411304347826086,1.668726823238566,0.188,0.4711263793462419,0.3038684358063913,0.0513495720868992,0.0867401350870956,7.38,2.674285714285713
5036,Thailand,H013801,2014-12-15,2014,12,15,24.0,8.01,18.66666666666683,23.5,1.3110132158590309,0.6713987473903966,0.4091213571117877,0.0330255754475703,1.7493796526054597,0.1850625,0.5803060587133042,0.2479674796747967,0.007533234859675,0.0217060167555217,8.21,1.0285714285714285
5061,Thailand,H310102,2014-12-15,2014,12,15,24.0,7.86,15.49999999999996,11.23,0.445929018789144,0.1526696832579185,0.5543323183993041,0.0290971867007672,0.6327543424317619,0.4494375000000001,0.0529377472413075,0.0203252032520325,0.0223042836041358,0.0407463823305407,7.18,3.2914285714285705
5046,Thailand,H050104,2014-12-15,2014,12,15,23.5,7.95,36.66666666666666,11.42,0.5444933920704846,0.3106471816283924,0.2646324488908221,0.0578746803069053,1.1166253101736974,0.0264375,0.0473329169269206,0.2032520325203252,0.0208271787296898,0.0635948210205635,8.16,3.2914285714285705
5025,Thailand,H013101,2014-12-15,2014,12,15,24.0,7.88,21.500000000000128,25.9,1.4220264317180618,0.7615866388308977,0.4666333188342758,0.0318363171355498,1.8610421836228288,0.2115,0.6894107849260879,0.2560975609756097,0.0119645494830132,0.0331302361005331,8.36,1.6457142857142852
5073,Thailand,H380128,2014-12-15,2014,12,15,26.5,7.72,3.500000000000031,15.99,0.3607515657620042,0.2655532359081419,0.9595128316659418,0.0595703324808184,0.6699751861042185,0.7519308885754583,0.0704913595669373,0.1422764227642276,0.0060561299852289,0.0331302361005331,7.08,4.319999999999999
5122,Thailand,H380128,2015-01-12,2015,1,12,25.0,7.074999999999999,2.499999999999933,11.735,0.335593220338983,0.2288135593220339,0.6390735102218356,0.0374961636828644,0.6288532675709001,0.4494375000000001,0.0450135332084114,0.0753848876305078,0.0200060624431646,0.01896813353566,7.21,2.5263157894736845
5079,Thailand,H013101,2015-01-12,2015,1,12,20.5,7.805,24.666666666666583,27.65,1.3372881355932202,0.7983050847457628,0.5434319269247498,0.0224475703324808,2.0345252774352653,0.2643750000000001,0.6293774724130752,0.1102620087336245,0.0184904516520157,0.0455235204855842,8.41,0.4210526315789477
5087,Thailand,H013801,2015-01-12,2015,1,12,23.0,7.74,13.166666666666533,27.05,1.995294411177645,0.6000000000000001,0.4709699869508482,0.0221867007672634,1.9605425400739829,0.5781889985895627,0.5731001457422444,0.0775109170305677,0.0215216732343134,0.0341426403641881,8.03,0.4210526315789477
5074,Thailand,H010501,2015-01-12,2015,1,12,22.5,7.665,147.83333333333337,26.3,1.2915254237288136,0.7322033898305084,0.4943627664201827,0.0465217391304347,1.8865598027127,0.2643750000000001,0.6635644388923589,0.4735445053972748,0.0230372840254622,0.2314112291350531,8.94,4.2105263157894735
5109,Thailand,H310102,2015-01-12,2015,1,12,21.0,7.165,9.333333333333416,18.845,0.5033898305084745,0.188135593220339,0.7199043062200957,0.0249335038363171,0.8508014796547472,0.5551875000000001,0.0831147199666874,0.016988143691382,0.0290997271900575,0.0265553869499241,7.21,2.3157894736842097
3772,Lao PDR,H390105,2015-01-15,2015,1,15,24.1,7.49,21.0,8.8,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.15,0.07,0.03,5.47,1.6
3728,Lao PDR,H013900,2015-01-15,2015,1,15,22.1,7.99,7.8,26.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.22,0.2,0.02,3.59,0.78
3746,Lao PDR,H230103,2015-01-20,2015,1,20,23.37,7.25,10.0,10.9,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.01,0.01,0.02,7.25,1.6
3709,Lao PDR,H011901,2015-01-20,2015,1,20,20.7,7.67,67.0,22.3,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.31,0.01,0.21,5.33,2.4
2345,Cambodia,H019802,2015-01-21,2015,1,21,28.91,7.492608695652176,6.999999999999992,17.805217391304346,0.9611842173913044,0.3963655217391304,0.3188695652173913,0.0294782608695652,1.3124391304347829,0.1077020869565217,0.2986358695652173,0.0454,0.0270352,0.055538,6.801368481481481,2.5307603793103457
2337,Cambodia,H014901,2015-01-21,2015,1,21,29.0,7.489130434782608,6.499999999999979,17.590000000000003,0.9439571739130432,0.4362426086956522,0.3215282608695652,0.0294043478260869,1.3393263478260868,0.1182136086956521,0.3097833913043479,0.059875,0.0240424,0.01025,6.01124961904762,4.299023478260869
2341,Cambodia,H019801,2015-01-21,2015,1,21,27.3,7.483478260869566,10.499999999999954,17.45304347826087,0.925889608695652,0.3853375217391305,0.3118413043478261,0.0307260869565217,1.2554325217391304,0.1064042173913043,0.3020430869565217,0.052155,0.0928768,0.0602,8.164124294117647,2.5147665789473685
2332,Cambodia,H014501,2015-01-22,2015,1,22,28.1,7.448333333333333,10.999999999999968,18.55333333333333,1.055848,0.3734351666666667,0.3722833333333333,0.0307583333333333,1.3576808333333332,0.1786493333333333,0.301007333333333,0.183395,0.0330208,0.0269,7.529778166666666,1.54565
2388,Cambodia,H033403,2015-01-22,2015,1,22,29.2,6.9461538461538455,18.0,10.446153846153846,0.4454877692307692,0.225527923076923,0.3024230769230769,0.0430846153846153,0.6889923076923077,0.1635326923076923,0.1751893076923077,0.301125,0.0651934,0.060866,6.686032444444444,2.1591222758620696
2393,Cambodia,H430102,2015-01-22,2015,1,22,28.9,7.15,18.0000000000001,6.313846153846153,0.2784575384615385,0.1844406153846154,0.1410692307692307,0.0322230769230769,0.486494,0.0432680769230769,0.1041743076923077,0.0192,0.0255388,0.009584,5.945287133333333,4.14759
2406,Cambodia,H450101,2015-01-22,2015,1,22,28.4,7.050909090909091,12.999999999999956,6.27,0.204573454545455,0.1887342727272727,0.1954009090909091,0.0377818181818181,0.4350443636363637,0.0623484545454545,0.1368572727272727,0.013325,0.0215244,0.012914,7.860433384615384,2.507050538461538
2355,Cambodia,H019807,2015-01-22,2015,1,22,29.0,7.128461538461538,20.000000000000018,14.007692307692306,0.7091006923076925,0.3051987692307693,0.3319,0.0352846153846153,1.027342923076923,0.1382246153846154,0.2476083846153846,0.0560149999999999,0.0434956,0.0362239999999999,7.544497076923077,2.7821033846153846
2350,Cambodia,H019806,2015-01-22,2015,1,22,31.3,7.1960869565217385,11.999999999999996,13.68304347826087,0.7072583043478261,0.3161013913043478,0.2991391304347826,0.0325565217391304,0.9327734782608696,0.101605652173913,0.2393491739130434,0.0569799999999999,0.0494812,0.0308959999999999,6.483410272727273,6.213704538461538
2383,Cambodia,H033402,2015-01-22,2015,1,22,28.9,6.944782608695651,16.5,9.931739130434783,0.4076769130434783,0.2327569565217391,0.2800130434782608,0.0390782608695652,0.6776008695652174,0.1368481739130435,0.1423294347826087,0.3136699999999999,0.1280421999999999,0.194066,6.942416000000001,1.750892923076923
2369,Cambodia,H020103,2015-01-23,2015,1,23,31.5,7.064347826086958,29.99999999999996,8.443478260869565,0.3392719130434782,0.1959281739130434,0.2526086956521738,0.0381217391304347,0.5844420869565217,0.0969390434782608,0.178172304347826,0.0588875,0.0943732,0.08018,7.02387152173913,2.5720976086956524
2360,Cambodia,H020101,2015-01-23,2015,1,23,28.7,7.01304347826087,32.99999999999998,8.406695652173914,0.3621844347826087,0.1982533043478261,0.245721304347826,0.0368173913043478,0.595120956521739,0.0798945217391304,0.1741074347826087,0.098935,0.1617111999999999,0.05021,7.463142157894736,2.1166361578947366
2373,Cambodia,H020106,2015-01-23,2015,1,23,31.6,6.91608695652174,15.000000000000014,9.303478260869566,0.4132686086956522,0.217341304347826,0.2792347826086956,0.0362826086956521,0.6600350434782608,0.1060549999999999,0.1415803043478261,0.0164274999999999,0.026287,0.158768,7.127289230769231,2.003264230769231
2364,Cambodia,H020102,2015-01-23,2015,1,23,30.5,6.991739130434784,21.00000000000005,8.327391304347826,0.3665417391304347,0.2030526086956521,0.2302682608695652,0.0351347826086956,0.5968398260869567,0.0799054782608695,0.1566741304347826,0.0830124999999999,0.1190638,0.1700899999999999,6.980521448275863,2.383929517241379
2379,Cambodia,H020108,2015-01-24,2015,1,24,29.3,7.024615384615385,52.99999999999999,9.327092307692308,0.3881518461538462,0.2028374615384615,0.3092346153846154,0.0345615384615384,0.659436461538462,0.1384163076923076,0.1442440769230769,0.01498,0.2110923999999999,0.04022,5.787056148148149,4.975119793103447
2402,Cambodia,H440103,2015-01-24,2015,1,24,29.2,7.15,15.0,4.2309090909090905,0.1302345454545454,0.105005909090909,0.1277181818181818,0.0415818181818181,0.2833185454545454,0.0293852727272727,0.1074750909090909,0.0292375,0.0295316,0.018908,7.21695008,1.4835397931034482
2397,Cambodia,H440102,2015-01-24,2015,1,24,28.600000000000005,7.153076923076924,18.0,4.552307692307692,0.1537956923076923,0.1153316923076923,0.1396807692307692,0.0402461538461538,0.3002149230769231,0.0520668461538461,0.1101971538461538,0.108585,0.030028,0.1754179999999999,6.637762826086957,2.4389058695652177
3756,Lao PDR,H320101,2015-01-29,2015,1,29,22.5,7.6,9.0,7.8,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.25,0.01,0.08,8.5,1.2
3716,Lao PDR,H013401,2015-01-29,2015,1,29,23.7,7.81,22.0,21.7,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.46,0.01,0.17,7.87,2.0
3765,Lao PDR,H350101,2015-01-29,2015,1,29,25.5,7.7,8.0,13.7,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.12,0.01,0.05,7.11,2.0
3717,Lao PDR,H013401,2015-02-11,2015,2,11,23.4,7.7,27.0,20.4,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.59,0.05,0.27,7.84,3.7
3757,Lao PDR,H320101,2015-02-11,2015,2,11,22.5,7.6,11.0,7.8,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.75,0.02,0.21,8.5,4.5
3712,Lao PDR,H011901,2015-02-12,2015,2,12,28.9,8.07,34.0,28.3,1.4,0.7078189300411523,0.4782608695652174,0.0512820512820512,1.88,0.3098591549295774,0.6666666666666666,0.15,0.02,0.1,5.08,2.8
3750,Lao PDR,H230103,2015-02-12,2015,2,12,28.0,7.35,17.0,12.4,1.0,0.2962962962962963,0.0999999999999999,0.01,1.18,0.0676056338028169,0.1104166666666666,0.01,0.01,0.06,6.08,3.4
5088,Thailand,H013801,2015-02-16,2015,2,16,25.0,7.81,23.33333333333347,22.5,1.107290533188248,0.6894450489662675,0.417868638538495,0.0493759590792838,1.7733990147783254,0.2272835820895522,0.3811159691859254,0.3254817987152034,0.0116315624017604,0.0573012939001848,8.01,1.0588235294117647
3773,Lao PDR,H390105,2015-02-16,2015,2,16,26.3,7.22,21.0,12.2,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.05,0.03,0.32,5.93,3.2
5110,Thailand,H310102,2015-02-16,2015,2,16,25.0,6.97,2.333333333333354,15.14,0.3133841131664852,0.31860718171926,0.926289691170074,0.0512199488491048,0.7389162561576356,0.656597014925373,0.0873412450551738,0.0023359937706832,0.0022005658597925,0.0240295748613678,7.43,3.6000000000000005
5080,Thailand,H013101,2015-02-16,2015,2,16,25.0,7.77,26.83333333333336,25.0,1.3423286180631118,0.6633297062023938,0.5071509351892127,0.0465959079283887,1.9581280788177344,0.3030447761194029,0.4953570684988549,0.274868600350399,0.0352090537566802,0.0683918669131238,7.77,2.3294117647058834
5123,Thailand,H380128,2015-02-16,2015,2,16,25.5,7.23,2.833333333333369,13.37,0.3656147986942328,0.1828073993471164,0.8132492387994781,0.0592966751918158,0.665024630541872,0.6313432835820896,0.0485321673953778,0.0977224060735837,0.0084878968877711,0.0240295748613678,6.99,3.3882352941176483
3710,Lao PDR,H011901,2015-02-16,2015,2,16,24.16,8.03,42.0,8.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.35,0.01,0.14,5.49,2.2
5097,Thailand,H050104,2015-02-16,2015,2,16,20.0,7.33,15.166666666666664,11.24,0.4648531011969531,0.5066376496191513,0.3080817746846455,0.0698721227621483,1.2931034482758623,0.0505074626865671,0.0300020820320632,0.0607358380377652,0.0100597296447657,0.0683918669131238,8.44,0.8470588235294125
3747,Lao PDR,H230103,2015-02-16,2015,2,16,24.65,7.28,37.0,10.9,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.08,0.02,0.02,7.41,1.6
3737,Lao PDR,H100101,2015-02-19,2015,2,19,24.46,7.79,3.2,25.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01,0.02,0.19,5.8,2.6
3703,Lao PDR,H011200,2015-02-19,2015,2,19,24.16,7.88,45.0,27.7,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.23,0.02,0.1,5.44,3.0
2351,Cambodia,H019806,2015-02-23,2015,2,23,31.0,7.586551724137931,14.000000000000052,19.51310344827586,1.0138127931034484,0.4710771724137931,0.4032362068965517,0.0336862068965517,1.4103021724137932,0.1612305862068965,0.3385012413793102,0.1080465,0.0296283999999999,0.057183,6.808265238095237,5.312067695652174
2356,Cambodia,H019807,2015-02-23,2015,2,23,31.7,7.531724137931035,17.99999999999996,19.87862068965517,1.044161275862069,0.486135724137931,0.412603448275862,0.0319310344827586,1.4190541379310344,0.1505772413793103,0.3354458620689656,0.2352072,0.0270862,0.0312081,6.9045000000000005,5.21
2374,Cambodia,H020106,2015-02-23,2015,2,23,30.1,7.446315789473683,74.00000000000004,16.262631578947367,0.7989485263157894,0.4066933684210526,0.3369157894736842,0.0354421052631578,1.181931,0.1704322631578947,0.2501385263157895,0.0452427,0.0762354,0.2451918,7.442137666666667,2.042764782608696
2370,Cambodia,H020103,2015-02-23,2015,2,23,31.8,7.18421052631579,39.00000000000001,9.75842105263158,0.356163947368421,0.2416676315789473,0.3094973684210526,0.0467210526315789,0.5932765789473683,0.1971292105263158,0.1554352105263158,0.0179367,0.2262252,0.1091328,6.773128307692308,2.772786307692308
2376,Cambodia,H020107,2015-02-23,2015,2,23,29.2,7.164482758620689,74.99999999999993,10.481034482758623,0.4655189999999999,0.2720229655172413,0.280751724137931,0.0450075862068965,0.7298993793103449,0.1531197586206896,0.1415301724137931,0.3362393999999999,0.1160631999999999,0.1994265,7.889228782608696,2.1688273043478263
2361,Cambodia,H020101,2015-02-23,2015,2,23,28.8,7.117931034482759,24.0,8.907931034482758,0.3604758620689655,0.2091144827586207,0.2750448275862069,0.0431441379310344,0.6056630344827586,0.1170434827586207,0.1582659310344827,0.3844799999999999,0.0652192,0.0893424,7.1435315294117645,1.768514294117647
2365,Cambodia,H020102,2015-02-23,2015,2,23,30.5,7.270689655172413,17.99999999999996,8.489999999999998,0.3742315172413792,0.1877017931034483,0.2518344827586206,0.0447096551724137,0.5991685517241379,0.1107255172413792,0.1318301724137931,0.1794972,0.1423326,0.0547092,7.085293689655172,2.241316
2333,Cambodia,H014501,2015-02-24,2015,2,24,27.5,7.44,7.500000000000007,5.83,0.252,0.131,0.132,0.0578,0.3623,0.077,0.165,0.2024399999999999,0.0635244,0.0039963,8.36046557142857,1.8680430869565217
2394,Cambodia,H430102,2015-02-24,2015,2,24,29.8,7.166470588235294,10.000000000000009,4.586470588235295,0.1336909411764706,0.1507747058823529,0.1311164705882353,0.0491058823529411,0.3184434117647058,0.0442745882352941,0.1048347647058823,0.0293142,0.0397972,0.0052332,6.753748347826089,3.3028685217391307
2380,Cambodia,H020108,2015-02-24,2015,2,24,29.7,7.382068965517241,83.50000000000004,15.70103448275862,0.8009376206896553,0.3575612068965517,0.3290379310344828,0.0350931034482758,1.112764034482759,0.1336755862068965,0.2493796206896552,0.1571972999999999,0.1253846,0.1672671,5.830261814814815,4.798981724137931
2338,Cambodia,H014901,2015-02-24,2015,2,24,29.9,6.7,12.50000000000001,6.5,0.224,0.1393,0.2271,0.0258,0.2521,0.028,0.37,0.0857465999999999,0.0186122,0.0114177,6.842525090909091,3.889619384615384
2407,Cambodia,H450101,2015-02-24,2015,2,24,26.9,7.338421052631578,6.999999999999992,4.8784210526315785,0.1650393684210526,0.1441231578947368,0.1374710526315789,0.0451052631578947,0.3410014736842104,0.0522227894736842,0.0986204210526315,0.1148729999999999,1e-05,0.0039963,7.619467529411764,1.7814647619047614
2346,Cambodia,H019802,2015-02-24,2015,2,24,28.9,7.613157894736843,11.499999999999982,22.63263157894737,1.2296493684210523,0.4627585789473685,0.4523052631578947,0.037378947368421,1.5844374736842104,0.2324048421052631,0.3853021052631579,0.0807405,0.0338654,0.0039963,7.073737411764705,2.726412631578948
2342,Cambodia,H019801,2015-02-24,2015,2,24,27.8,7.486896551724138,12.50000000000001,19.92379310344828,1.037447551724138,0.4936672758620689,0.4103586206896552,0.0309448275862069,1.415543,0.1490425172413792,0.3573716206896551,0.0875669999999999,0.0135278,0.0101808,7.746596352941177,1.683464588235294
2398,Cambodia,H440102,2015-02-25,2015,2,25,28.5,7.270526315789475,0.9999999999999593,11.176315789473684,0.4989962105263158,0.2565644210526316,0.2785315789473684,0.0481368421052631,0.7640722631578946,0.1779277894736842,0.1439183157894737,0.1499156999999999,0.0304757999999999,0.0188390999999999,6.91293523076923,2.9292558461538465
2389,Cambodia,H033403,2015-02-25,2015,2,25,28.6,7.024482758620689,10.000000000000009,10.522413793103448,0.4399608275862069,0.2508047241379311,0.309503448275862,0.0443579310344827,0.7084937931034484,0.1602272068965516,0.1504315862068965,0.1926951,0.066914,0.0559461,6.51922274074074,2.09574024137931
2384,Cambodia,H033402,2015-02-25,2015,2,25,29.2,6.961724137931036,6.999999999999992,8.142068965517241,0.3474724482758621,0.189799,0.2323775862068965,0.0418655172413793,0.5573276551724139,0.1086364137931034,0.1293562068965517,0.1954256999999999,0.0872516,0.1165542,5.9305,3.49965
3729,Lao PDR,H013900,2015-03-12,2015,3,12,29.5,8.26,12.0,22.7,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.01,0.02,0.02,5.36,1.4
3711,Lao PDR,H011901,2015-03-12,2015,3,12,25.7,8.44,49.0,28.1,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.07,0.01,0.1,5.26,2.0
3774,Lao PDR,H390105,2015-03-12,2015,3,12,22.6,7.52,10.0,10.6,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.01,0.06,0.07,5.38,2.0
3748,Lao PDR,H230103,2015-03-12,2015,3,12,26.3,7.65,11.0,9.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.01,0.11,6.99,2.0
6059,Viet Nam,H019803,2015-03-15,2015,3,15,30.8,7.32,31.0,20.2,0.851,0.437,0.546,0.058,1.225,0.22,0.407,0.336,0.0,0.039,5.66,2.6
6088,Viet Nam,H988316,2015-03-15,2015,3,15,30.2,7.48,38.0,18.9,0.751,0.4669999999999999,0.446,0.06,1.174,0.347,0.276,0.177,0.0,0.08,4.6,2.52
6073,Viet Nam,H440202,2015-03-15,2015,3,15,26.3,7.02,19.0,1.18,0.09,0.011,0.02,0.007,0.073,0.028,0.013,0.121,0.047,0.08,6.38,0.96
6077,Viet Nam,H451303,2015-03-15,2015,3,15,26.8,6.52,38.0,8.3,0.411,0.144,0.22,0.027,0.735,0.084,0.018,0.361,0.0,0.063,6.11,2.48
6084,Viet Nam,H988115,2015-03-15,2015,3,15,28.5,7.36,57.0,20.9,0.731,0.6769999999999999,0.464,0.062,1.225,0.261,0.359,0.361,0.0,0.123,5.22,2.6
6070,Viet Nam,H039803,2015-03-15,2015,3,15,28.8,7.13,33.0,19.7,0.862,0.487,0.452,0.066,1.123,0.337,0.536,0.309,0.0,0.058,5.62,2.48
6066,Viet Nam,H039801,2015-03-15,2015,3,15,30.7,7.67,24.0,18.9,0.721,0.499,0.452,0.062,1.174,0.386,0.251,0.574,0.0,0.077,4.54,2.72
6081,Viet Nam,H988114,2015-03-15,2015,3,15,29.8,7.61,71.0,22.1,0.781,0.6569999999999999,0.493,0.064,1.204,0.337,0.549,0.41,0.0,0.151,4.81,2.8
5111,Thailand,H310102,2015-03-16,2015,3,16,29.0,7.09,1.6666666666666914,12.96,0.3715481171548117,0.3916317991631799,0.71801652892562,0.0545575447570332,0.7011070110701106,0.7028617771509168,0.0551113887153862,0.0335161486898232,0.0029179539993134,0.034228928965771,6.46,5.048780487804878
5124,Thailand,H380128,2015-03-16,2015,3,16,30.0,7.19,1.8333333333332704,6.11,0.205857740585774,0.1205020920502092,0.3368290561113528,0.040081841432225,0.4059040590405904,0.2301119999999999,0.0083073079325421,0.0477351208612634,0.0029179539993134,0.0305483989694516,7.05,3.7317073170731696
5081,Thailand,H013101,2015-03-16,2015,3,16,28.0,7.94,21.83333333333336,26.1,1.3707112970711297,0.6276150627615062,0.4728229665071771,0.0419667519181585,1.918819188191882,0.5802031029619181,0.0608786175307099,0.1655494617103392,0.0235152763474081,0.0636731689363268,7.5,1.97560975609756
5098,Thailand,H050104,2015-03-16,2015,3,16,23.4,7.47,16.833333333333286,11.62,0.5573221757322177,0.2711297071129706,0.3224184428012179,0.0724578005115089,1.1439114391143912,0.0135359999999999,0.0266916510514261,0.0964858825919155,0.0217988328184002,0.0747147589252852,8.1,2.414634146341463
5089,Thailand,H013801,2015-03-16,2015,3,16,29.0,7.95,6.000000000000103,21.6,1.1347280334728032,0.4669456066945607,0.4192127011744237,0.0405473145780051,1.6236162361623618,0.20304,0.387965854674162,0.0497664026000406,0.0149330587023686,0.0452705189547294,7.15,1.536585365853657
