Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
4110,7664,Viet Nam,H988316,2005-02-15,2005,2,15,27.4,7.04,49.5,14.6,0.635,0.358,0.439,0.043,1.057,0.394,0.083,0.455,0.007,0.103,6.02,3.61
4171,7665,Viet Nam,H988316,2005-04-15,2005,4,15,28.2,6.95,57.5,23.6,1.239,0.488,0.448,0.045,1.495,0.451,0.234,0.06,0.004,0.195,5.69,7.63
4252,7666,Viet Nam,H988316,2005-06-15,2005,6,15,27.8,7.14,23.5,23.0,0.972,0.555,0.653,0.067,1.116,0.552,0.451,0.024,0.042,0.092,6.05,3.08
4294,7667,Viet Nam,H988316,2005-07-15,2005,7,15,28.1,6.91,72.0,17.5,0.899,0.4619999999999999,0.355,0.074,0.785,0.289,0.591,0.337,0.11,0.191,6.66,3.4
4344,7668,Viet Nam,H988316,2005-08-15,2005,8,15,28.2,7.1,49.0,15.0,0.722,0.36,0.321,0.071,0.591,0.241,0.6,0.168,0.059,0.091,6.82,3.38
4398,7669,Viet Nam,H988316,2005-09-15,2005,9,15,27.9,7.37,44.0,12.2,0.741,0.23,0.16,0.031,0.909,0.086,0.1,0.206,0.027,0.093,6.72,2.03
4426,7670,Viet Nam,H988316,2005-10-15,2005,10,15,25.6,7.23,38.0,11.2,0.598,0.2309999999999999,0.22,0.043,0.792,0.126,0.103,0.262,0.023,0.119,7.12,1.92
4519,7671,Viet Nam,H988316,2005-11-15,2005,11,15,28.6,6.82,28.0,10.2,0.458,0.2409999999999999,0.305,0.049,0.726,0.224,0.0265,0.326,0.014,0.121,6.52,3.13
4609,7807,Viet Nam,H988316,2006-01-15,2006,1,15,25.8,5.9,98.0,12.0,0.463,0.2319999999999999,0.365,0.045,0.281,0.1971,0.644,0.481,0.031,0.213,5.8,8.44
4676,7808,Viet Nam,H988316,2006-02-15,2006,2,15,25.7,7.26,40.5,13.2,0.718,0.286,0.343,0.049,0.831,0.277,0.194,0.603,0.021,0.269,5.61,3.22
4722,7809,Viet Nam,H988316,2006-03-15,2006,3,15,27.1,7.22,125.5,16.9,0.762,0.4730000000000001,0.376,0.072,1.162,0.284,0.223,0.051,0.004,0.209,5.44,5.98
4748,7810,Viet Nam,H988316,2006-04-15,2006,4,15,27.5,7.07,51.0,18.2,0.775,0.5459999999999999,0.538,0.051,1.038,0.34,0.375,0.358,0.098,0.18,5.81,3.4
4864,7811,Viet Nam,H988316,2006-07-15,2006,7,15,26.2,7.16,114.0,12.8,0.747,0.134,0.305,0.054,0.747,0.311,0.243,0.215,0.117,0.281,5.57,3.56
4935,7812,Viet Nam,H988316,2006-09-15,2006,9,15,24.8,7.05,42.5,9.9,0.563,0.2240000000000001,0.156,0.036,0.676,0.28,0.106,0.083,0.068,0.204,5.2,2.57
5066,7813,Viet Nam,H988316,2006-12-15,2006,12,15,25.3,6.89,94.0,10.8,0.449,0.2439999999999999,0.276,0.041,0.522,0.203,0.39,0.225,0.075,0.32,6.27,6.8
5191,7842,Viet Nam,H988316,2007-03-15,2007,3,15,32.4,6.95,64.0,18.0,1.271,0.089,0.38,0.038,1.279,0.38,0.245,0.405,0.061,0.158,2.23,3.85
5257,7853,Viet Nam,H988316,2007-05-15,2007,5,15,31.5,7.01,41.5,16.3,0.611,0.377,0.545,0.054,0.774,0.303,0.365,0.433,0.054,0.139,5.08,5.04
5325,7868,Viet Nam,H988316,2007-07-15,2007,7,15,27.7,6.9,41.0,18.0,0.88,0.348,0.352,0.049,0.74,0.316,0.692,0.302,0.091,0.069,5.89,4.69
5367,7881,Viet Nam,H988316,2007-08-15,2007,8,15,28.2,6.95,133.0,11.3,0.609,0.3,0.2,0.039,0.742,0.249,0.111,0.279,0.025,0.127,6.26,3.87
5408,7895,Viet Nam,H988316,2007-09-15,2007,9,15,27.6,6.98,88.0,11.5,0.638,0.2339999999999999,0.173,0.025,0.747,0.175,0.182,0.18,0.035,0.126,5.87,5.73
5470,7910,Viet Nam,H988316,2007-10-15,2007,10,15,27.5,6.49,57.5,9.8,0.522,0.252,0.192,0.033,0.733,0.166,0.135,0.072,0.027,0.302,5.69,5.93
5513,7929,Viet Nam,H988316,2007-11-15,2007,11,15,28.4,6.4,45.5,9.3,0.493,0.2229999999999999,0.176,0.03,0.728,0.162,0.096,0.023,0.011,0.149,7.0,4.06
5598,7944,Viet Nam,H988316,2008-01-15,2008,1,15,29.5,6.83,83.0,9.7,0.428,0.298,0.267,0.034,0.68,0.225,0.074,0.236,0.102,0.141,5.45,5.04
5695,7963,Viet Nam,H988316,2008-03-15,2008,3,15,27.1,6.9,56.5,12.4,0.458,0.309,0.329,0.048,0.765,0.268,0.081,0.7,0.031,0.242,5.85,4.82
5757,7975,Viet Nam,H988316,2008-05-15,2008,5,15,27.5,6.77,32.5,21.0,1.12,0.16,0.553,0.076,0.909,0.386,0.622,0.81,0.008,0.08,5.43,4.04
5790,7982,Viet Nam,H988316,2008-06-15,2008,6,15,26.3,6.76,56.0,18.4,0.83,0.44,0.398,0.035,1.055,0.423,0.278,0.106,0.114,0.089,6.23,2.79
5853,7989,Viet Nam,H988316,2008-07-15,2008,7,15,29.6,6.89,60.0,13.9,0.737,0.2339999999999999,0.324,0.035,0.939,0.346,0.109,0.11,0.061,0.174,5.61,3.94
5893,8009,Viet Nam,H988316,2008-08-15,2008,8,15,27.3,6.48,101.5,11.1,0.707,0.218,0.16,0.023,0.89,0.224,0.094,0.16,0.032,0.361,5.27,5.9
5939,8024,Viet Nam,H988316,2008-09-15,2008,9,15,27.1,6.8,47.5,13.0,0.57,0.51,0.204,0.025,0.944,0.294,0.183,0.156,0.007,0.222,6.14,2.71
5970,8040,Viet Nam,H988316,2008-10-15,2008,10,15,28.2,6.69,39.0,12.0,0.48,0.54,0.238,0.023,0.969,0.235,0.084,0.059,0.038,0.092,5.75,3.08
6041,8059,Viet Nam,H988316,2008-11-15,2008,11,15,29.8,6.79,41.5,9.5,0.43,0.27,0.223,0.028,0.809,0.144,0.071,0.021,0.05,0.047,5.72,4.73
6082,8084,Viet Nam,H988316,2008-12-15,2008,12,15,28.3,6.89,86.0,9.3,0.43,0.27,0.234,0.029,0.759,0.153,0.094,0.101,0.083,0.089,5.82,3.85
6122,8094,Viet Nam,H988316,2009-01-15,2009,1,15,26.5,6.96,105.0,9.9,0.41,0.24,0.311,0.029,0.717,0.223,0.091,0.379,0.007,0.202,4.9,6.71
6146,8106,Viet Nam,H988316,2009-02-15,2009,2,15,27.6,6.82,33.5,11.2,0.48,0.29,0.256,0.029,0.854,0.162,0.066,0.211,0.011,0.052,2.68,6.06
6215,8138,Viet Nam,H988316,2009-06-15,2009,6,15,27.0,7.28,78.0,16.2,0.7,0.37,0.465,0.058,1.099,0.228,0.269,0.429,0.083,0.169,6.23,4.2
6400,8165,Viet Nam,H988316,2010-09-15,2010,9,15,28.5,7.0,62.0,14.52,0.55,0.43,0.402,0.028,1.134,0.327,0.031,0.098,0.067,0.215,5.58443517546536,3.8
6490,8188,Viet Nam,H988316,2011-04-15,2011,4,15,27.2,6.52,65.0,16.72,0.625,0.5860000000000001,0.448,0.052,1.188,0.211,0.211,0.77,0.012,0.171,4.09,4.37
6582,8189,Viet Nam,H988316,2011-09-15,2011,9,15,28.2,7.05,65.0,10.0,0.514,0.2999999999999999,0.248,0.031,0.849,0.156,0.025,0.173,0.018,0.151,4.87,2.55
6590,8190,Viet Nam,H988316,2011-10-15,2011,10,15,26.7,7.35,83.0,10.3,0.523,0.382,0.178,0.026,0.871,0.195,0.042,0.133,0.06,0.112,5.4,3.19
6705,8215,Viet Nam,H988316,2012-03-15,2012,3,15,28.01,7.27,80.0,11.8,0.67,0.1129999999999999,0.337,0.082,0.821,0.342,0.034,0.538,0.01,0.158,4.84,4.74
