Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
12,5033,Thailand,H290102,1985-07-16,1985,7,16,30.6,6.5,29.0,15.1,0.16,0.13,1.0,0.06,0.3,0.87,0.07,0.134,0.105,0.063,4.38,4.3
14,5034,Thailand,H290102,1985-08-15,1985,8,15,29.5,7.6,28.0,5.4,0.11,0.07,0.3,0.05,0.16,0.3,0.08,0.062,0.03,0.007,4.36,3.2
22,5035,Thailand,H290102,1985-09-16,1985,9,16,25.0,6.6,15.0,5.1,0.14,0.06,0.29,0.03,0.19,0.27,0.08,0.22,0.011,0.013,4.14,2.3
112,5097,Thailand,H290102,1986-06-16,1986,6,16,29.5,6.25,46.0,5.8,0.13,0.07,0.3,0.05,0.19,0.3,0.03,0.156,0.027,0.053,4.36,2.9
125,5098,Thailand,H290102,1986-07-16,1986,7,16,30.2,6.53,36.0,14.0,0.2,0.08,0.93,0.06,0.24,0.86,0.02,0.267,0.026,0.044,4.14,3.5
218,5172,Thailand,H290102,1987-06-15,1987,6,15,31.0,6.65,29.0,5.9,0.14,0.03,0.28,0.06,0.14,0.33,0.05,0.23,0.14,0.064,5.63,3.3
221,5173,Thailand,H290102,1987-07-15,1987,7,15,32.0,6.74,52.0,12.8,0.2,0.1,0.74,0.06,0.22,0.89,0.08,0.205,0.06,0.029,5.94,3.1
353,5243,Thailand,H290102,1988-09-16,1988,9,16,29.0,6.84,10.0,9.5,0.15,0.071,0.422,0.031,0.189,0.517,0.036,0.1,0.031,0.032,4.13,3.4
455,5302,Thailand,H290102,1989-08-14,1989,8,14,28.0,6.68,28.0,13.0,0.14,0.163,0.78,0.047,0.188,0.849,0.002,0.077,0.032,0.071,5.9,0.5
575,5347,Thailand,H290102,1990-08-13,1990,8,13,30.2,6.97,63.0,11.7,0.147,0.166,0.55,0.043,0.231,0.587,0.027,0.29,0.032,0.083,4.9,2.7
