Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7,5042,Thailand,H370104,1985-06-13,1985,6,13,33.7,7.6,169.0,19.1,0.79,0.29,0.84,0.11,0.99,0.74,0.11,0.277,0.024,0.013,6.63,3.8
19,5043,Thailand,H370104,1985-08-15,1985,8,15,33.0,6.9,175.0,8.1,0.24,0.1,0.42,0.1,0.31,0.39,0.11,0.149,0.112,0.031,4.46,3.9
43,5044,Thailand,H370104,1985-11-14,1985,11,14,29.0,7.58,2.0,21.7,0.84,0.3,0.89,0.09,0.92,0.96,0.09,0.488,0.012,0.037,6.68,3.0
114,5104,Thailand,H370104,1986-06-16,1986,6,16,31.2,6.87,106.0,14.8,0.42,0.16,0.78,0.07,0.59,0.66,0.09,0.31,0.034,0.082,5.26,3.7
122,5105,Thailand,H370104,1986-07-15,1986,7,15,31.5,7.61,36.0,16.5,0.62,0.21,0.68,0.1,0.83,0.59,0.01,0.263,0.008,0.041,6.84,3.5
132,5106,Thailand,H370104,1986-08-17,1986,8,17,30.5,7.15,188.0,13.3,0.44,0.13,0.69,0.1,0.49,0.61,0.07,0.526,0.041,0.027,5.28,3.4
142,5107,Thailand,H370104,1986-09-15,1986,9,15,31.0,6.98,118.0,11.6,0.42,0.11,0.5,0.06,0.52,0.46,0.14,0.425,0.127,0.041,4.89,2.4
159,5108,Thailand,H370104,1986-10-15,1986,10,15,30.0,7.26,6.0,17.2,0.62,0.2,0.74,0.07,0.79,0.71,0.04,0.438,0.048,0.02,6.54,2.2
206,5180,Thailand,H370104,1987-04-15,1987,4,15,32.0,7.36,66.0,21.9,0.58,0.26,1.0,0.11,0.8,1.0,0.03,0.184,0.081,0.011,7.08,1.9
243,5181,Thailand,H370104,1987-09-15,1987,9,15,30.6,6.59,156.0,11.7,0.33,0.09,0.55,0.07,0.39,0.56,0.15,0.164,0.022,0.089,3.34,3.7
