Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
4194,981,Cambodia,H020107,2005-04-28,2005,4,28,30.5,6.99,210.0,18.1,0.8417,0.5174,0.2431,0.0724,1.428,0.24,0.023,0.1236,0.0461,0.0726,3.1483,7.224
4277,982,Cambodia,H020107,2005-06-18,2005,6,18,31.0,7.06,150.0,9.9,0.4091,0.2547,0.321,0.0541,0.807,0.171,0.11,0.293,0.0755,0.1644,4.566,8.116
4292,983,Cambodia,H020107,2005-07-14,2005,7,14,28.8,7.14,50.0,8.5,0.2766,0.2033,0.2984,0.0354,0.54,0.125,0.1659999999999999,0.266,0.0419,0.1382,5.078,6.848
4412,984,Cambodia,H020107,2005-09-28,2005,9,28,30.0,6.25,56.0,10.24,0.5723,0.189,0.2429,0.038,0.815,0.107,0.139,0.02,0.0044,0.0103,4.916,3.04
4481,985,Cambodia,H020107,2005-10-20,2005,10,20,29.7,6.06,2.0,11.48,0.535,0.226,0.3,0.048,0.8182,0.129,0.101,0.008,0.142,0.0471,5.506,6.973
4536,986,Cambodia,H020107,2005-11-25,2005,11,25,27.4,6.31,2.0,11.97,0.415,0.434,0.3129,0.066,0.947,0.1,0.148,0.013,0.1011,0.0482,3.837,6.896
4593,987,Cambodia,H020107,2005-12-27,2005,12,27,24.2,6.13,32.0,14.2,0.785,0.354,0.495,0.0332,1.092,0.284,0.161,0.02,0.0575,0.0132,4.782,4.288
4630,1150,Cambodia,H020107,2006-01-18,2006,1,18,27.1,7.12,22.0,15.84,0.896,0.274,0.364,0.0327,1.1336,0.179,0.216,0.153,0.063,0.076,4.09,5.065
4739,1151,Cambodia,H020107,2006-03-21,2006,3,21,26.5,7.03,145.38,13.24,0.533,0.503,0.2992,0.0325,1.2321,0.116,0.0427,0.10778,0.1139,0.19603,4.8012,5.27
4771,1152,Cambodia,H020107,2006-04-21,2006,4,21,26.5,6.86,154.105,12.2,0.592,0.407,0.2486,0.0257,1.168,0.12038,0.0427,0.1077,0.134,0.193575,4.894,5.222
4901,1153,Cambodia,H020107,2006-07-21,2006,7,21,28.6,5.93,33.0,6.39,0.28,0.22,0.1261,0.0302,0.4636,0.198,0.0292,0.0396,0.0456,0.2484,3.585,3.1952
4927,1154,Cambodia,H020107,2006-08-20,2006,8,20,29.0,6.21,30.0,8.2,0.34,0.22,0.255,0.0347,0.5744,0.101,0.1426,0.2248,0.0781,0.114,4.257,4.4916
5000,1155,Cambodia,H020107,2006-10-21,2006,10,21,29.7,6.85,39.0,9.21,0.34,0.19,0.3212,0.0376,0.7076,0.129,0.109,0.0208,0.1477,0.0723,4.2728,8.738
5041,1156,Cambodia,H020107,2006-11-22,2006,11,22,30.5,6.67,3.0,14.62,0.78,0.32,0.369,0.0201,1.23,0.206,0.058,0.0132,0.0755602,0.0342063,7.51,5.505882353
5078,1157,Cambodia,H020107,2006-12-19,2006,12,19,23.5,6.72,3.0,15.82,0.787,0.431,0.3995,0.0212,1.398,0.182,0.134,0.0254,0.0324028,0.0397245,6.27263,8.7798
5122,1376,Cambodia,H020107,2007-01-23,2007,1,23,30.2,6.43,13.000090999999957,9.21,0.4509999999999999,0.189,0.2917,0.04935,0.7022847100175746,0.0763209393346379,0.143279060665362,0.08391,0.092198,0.0446892,7.35585,8.39858823529412
5301,1377,Cambodia,H020107,2007-06-21,2007,6,21,30.5,6.27,32.000223999999946,15.5,0.6387596899224804,0.3710594315245478,0.4706,0.0331,1.150413223140496,0.3387634209552018,0.0600846,0.0830836,0.0602576,0.0759232,3.5,8.264277715565509
5344,1378,Cambodia,H020107,2007-07-23,2007,7,23,30.3,7.26,134.00093800000008,11.68,0.5138564273789649,0.2494156928213688,0.4272,0.0406,0.8646098003629764,0.2713235294117647,0.1741369,0.1717077,0.1232099999999999,0.0752135,4.808,5.162946428571429
5397,1379,Cambodia,H020107,2007-08-25,2007,8,25,30.0,6.98,93.50065450000004,15.32,0.6274771024146546,0.3936719400499584,0.3741,0.0304,1.1158974358974358,0.2516629711751662,0.1186921,0.0822998,0.085897,0.040204,2.29,4.0245947456679705
5433,1380,Cambodia,H020107,2007-09-22,2007,9,22,26.5,6.73,14.500101499999998,10.99,0.4896725440806044,0.3022670025188916,0.3381,0.045,0.9174129353233832,0.1819813352476668,0.10267820110639,0.0001,0.0701318,0.0675524999999999,2.70746828915435,5.976601671309192
5487,1381,Cambodia,H020107,2007-10-22,2007,10,22,28.6,6.51,15.333440666666688,9.59,0.4281407035175879,0.2371859296482411,0.2518,0.0395,0.7310344827586208,0.1336524300441826,0.0457937,0.0001,0.0403194,0.0393848,2.2988241048168248,5.78464936499172
5524,1382,Cambodia,H020107,2007-11-19,2007,11,19,26.5,6.85,4.50003149999999,16.71,0.7905165114309907,0.3962743437764606,0.4119,0.04955,1.263265306122449,0.2605898123324397,0.0529833,0.249608,0.0747091999999999,0.043928,3.044393634644797,6.346091644204852
5565,1383,Cambodia,H020107,2007-12-19,2007,12,19,26.5,6.95,4.000027999999976,19.81,0.8822934232715011,0.4411467116357502,0.4157,0.0485,1.4508361204013378,0.3215061549601738,0.0585500999999999,0.0425744999999999,0.0548324,0.0622711,3.246,4.715902964959568
5611,1571,Cambodia,H020107,2008-01-15,2008,1,15,30.2,7.21,18.0,22.93,0.8493243243243243,0.6587837837837838,0.6218,0.0256,1.563025210084034,0.3646888567293777,0.2419376,0.07855352,0.0968436,0.21509,4.446833255517329,4.89647577092511
