Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
150,2672,Lao PDR,H910103,1986-09-16,1986,9,16,29.0,7.11,2.5,8.9,0.339,0.184,0.28,0.025,0.64,0.347,0.002,0.012,0.002,0.012,0.43,8.9
349,2751,Lao PDR,H910103,1988-09-14,1988,9,14,31.0,6.59,50.0,16.8,0.658,0.266,0.55,0.075,0.98,0.421,0.199,0.469,0.038,0.101,1.76,8.2
611,2886,Lao PDR,H910103,1990-10-18,1990,10,18,28.2,6.15,22.0,11.9,0.561,0.187,0.44,0.03,0.514,0.359,0.357,0.388,0.103,0.015,1.49,6.2
634,2887,Lao PDR,H910103,1990-12-17,1990,12,17,27.0,8.28,14.0,28.2,1.099,0.543,0.512,0.05,0.876,0.864,0.556,0.641,0.047,0.131,6.75,7.4
660,2945,Lao PDR,H910103,1991-03-14,1991,3,14,27.0,6.91,127.0,29.6,1.12,0.56,0.89,0.14,1.689,0.47,0.468,0.311,0.021,0.056,4.03,7.9
839,3036,Lao PDR,H910103,1992-07-16,1992,7,16,27.2,6.75,36.0,20.6,1.225,0.41,0.164,0.173,1.203,0.517,0.368,0.153,0.065,0.148,0.65,7.2
876,3037,Lao PDR,H910103,1992-10-20,1992,10,20,27.0,6.61,45.0,11.9,0.669,0.29,0.116,0.058,0.473,0.456,0.253,0.555,0.079,0.032,0.92,7.8
952,3124,Lao PDR,H910103,1993-03-22,1993,3,22,31.2,7.72,68.0,30.2,1.236,0.728,0.859,0.045,1.743,0.685,0.455,0.487,0.022,0.044,6.12,9.6
991,3125,Lao PDR,H910103,1993-07-17,1993,7,17,28.6,6.45,27.0,16.0,0.735,0.322,0.625,0.056,0.923,0.644,0.302,0.546,0.105,0.043,0.89,4.6
1105,3172,Lao PDR,H910103,1994-04-20,1994,4,20,27.2,7.07,176.0,30.2,1.228,0.715,0.862,0.053,1.7,0.898,0.467,0.562,0.066,0.081,5.22,8.4
1357,3268,Lao PDR,H910103,1995-09-18,1995,9,18,31.3,6.8,97.0,5.8,0.247,0.082,0.225,0.091,0.09,0.306,0.138,0.021,0.109,0.055,3.0,5.1
1644,3349,Lao PDR,H910103,1996-08-20,1996,8,20,28.0,6.51,216.0,22.5,0.783,0.261,0.981,0.133,0.987,0.799,0.383,0.75,0.075,0.122,5.4,9.7
1684,3350,Lao PDR,H910103,1996-10-23,1996,10,23,30.8,6.03,134.0,12.6,0.399,0.133,0.524,0.069,0.41,0.3,0.126,0.148,0.111,0.061,4.3,7.9
2166,3435,Lao PDR,H910103,1999-08-17,1999,8,17,30.0,6.98,110.0,13.6,0.41,0.535,0.322,0.096,0.589,0.342,0.287,0.101,0.025,0.086,4.0,6.2
2189,3436,Lao PDR,H910103,1999-09-23,1999,9,23,27.7,7.2,118.0,11.1,0.714,0.129,0.336,0.092,0.492,0.028,0.625,0.005,0.02,0.034,3.1,5.7
2226,3437,Lao PDR,H910103,1999-11-08,1999,11,8,29.3,7.58,80.0,23.0,1.013,0.348,0.367,0.127,1.185,0.536,0.269,0.533,0.027,0.024,3.4,5.8
3145,3788,Lao PDR,H910103,2002-09-19,2002,9,19,28.9,6.32,130.0,12.9,0.499,0.289,0.198,0.074,0.632,0.151,0.366,0.637,0.018,0.106,4.95,2.9
3188,3789,Lao PDR,H910103,2002-11-26,2002,11,26,26.8,7.1,107.0,18.9,0.992,0.323,0.336,0.097,1.216,0.35,0.346,0.107,0.086,0.042,5.6,3.67
3291,3950,Lao PDR,H910103,2003-03-20,2003,3,20,27.0,7.3,19.0,24.0,1.32,0.419,0.458,0.079,1.39,0.483,0.408,0.3,0.024,0.016,5.8,9.9
3402,3951,Lao PDR,H910103,2003-06-19,2003,6,19,29.4,6.85,50.0,15.3,0.816,0.325,0.31,0.089,0.926,0.326,0.293,0.103,0.114,0.109,5.48,9.4
