Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3831,7406,Viet Nam,H988115,2004-07-15,2004,7,15,30.0,7.19,76.0,14.1,0.589,0.36,0.41,0.043,1.048,0.202,0.096,0.146,0.024,0.088,6.57,2.53
3854,7407,Viet Nam,H988115,2004-08-15,2004,8,15,29.0,6.96,140.0,12.2,0.721,0.2959999999999999,0.197,0.036,0.969,0.181,0.032,0.229,0.019,0.128,7.56,3.93
3901,7408,Viet Nam,H988115,2004-09-15,2004,9,15,31.5,7.02,48.5,9.5,0.548,0.165,0.183,0.039,0.785,0.096,0.082,0.239,0.022,0.095,6.85,3.36
3947,7409,Viet Nam,H988115,2004-10-15,2004,10,15,30.0,7.08,37.0,11.0,0.464,0.462,0.17,0.034,0.868,0.226,0.047,0.295,0.006,0.101,6.37,3.02
4053,7598,Viet Nam,H988115,2005-01-15,2005,1,15,26.7,7.19,56.0,14.9,0.744,0.375,0.326,0.047,1.081,0.305,0.124,0.641,0.047,0.088,5.71,3.19
4114,7599,Viet Nam,H988115,2005-02-15,2005,2,15,28.9,7.11,59.0,16.8,0.8,0.4419999999999999,0.479,0.047,1.219,0.42,0.14,0.134,0.037,0.203,6.22,2.78
4205,7600,Viet Nam,H988115,2005-05-15,2005,5,15,28.6,6.93,174.0,30.7,1.201,0.7889999999999999,0.715,0.058,1.537,0.555,0.644,0.275,0.027,0.307,5.9,3.86
4248,7601,Viet Nam,H988115,2005-06-15,2005,6,15,27.0,7.13,79.0,19.4,0.947,0.4640000000000001,0.453,0.054,1.216,0.303,0.275,0.13,0.055,0.169,5.92,3.08
4304,7602,Viet Nam,H988115,2005-07-15,2005,7,15,28.4,7.26,79.0,12.3,0.666,0.2239999999999999,0.256,0.048,0.77,0.158,0.284,0.345,0.081,0.102,6.03,3.2
4331,7603,Viet Nam,H988115,2005-08-15,2005,8,15,28.4,6.9,74.0,12.5,0.623,0.284,0.293,0.066,0.675,0.196,0.311,0.174,0.048,0.131,5.96,3.38
