Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
136,2669,Lao PDR,H910102,1986-08-19,1986,8,19,31.2,6.93,122.0,12.4,0.7,0.024,0.431,0.041,0.718,0.4,0.05,0.222,0.02,0.181,2.77,3.0
147,2670,Lao PDR,H910102,1986-09-16,1986,9,16,31.8,6.63,2.0,9.4,0.462,0.141,0.315,0.038,0.578,0.221,0.11,0.087,0.065,0.006,4.51,3.3
152,2671,Lao PDR,H910102,1986-10-15,1986,10,15,28.6,7.0,144.0,16.4,0.654,0.243,0.502,0.064,0.854,0.467,0.377,0.55,0.012,0.007,1.57,3.4
234,2704,Lao PDR,H910102,1987-09-14,1987,9,14,32.0,6.61,200.0,14.0,0.49,0.21,0.44,0.037,0.671,0.44,0.151,0.103,0.025,0.02,2.89,2.7
280,2705,Lao PDR,H910102,1987-12-17,1987,12,17,21.8,6.51,8.0,28.8,1.47,0.496,0.78,0.11,1.99,0.503,0.463,0.318,0.083,0.053,6.92,1.9
293,2747,Lao PDR,H910102,1988-02-23,1988,2,23,24.4,7.31,8.0,33.0,1.545,0.787,0.956,0.092,2.116,0.719,0.558,0.067,0.056,0.04,2.77,3.7
325,2748,Lao PDR,H910102,1988-05-23,1988,5,23,32.8,6.59,36.0,10.1,0.38,0.166,0.285,0.047,0.573,0.3,0.129,0.19,0.033,0.028,2.63,3.5
329,2749,Lao PDR,H910102,1988-06-14,1988,6,14,30.0,7.07,40.0,20.0,0.797,0.286,0.6,0.045,1.15,0.598,0.156,0.068,0.048,0.042,4.3,6.0
374,2750,Lao PDR,H910102,1988-10-18,1988,10,18,26.4,6.7,48.0,11.6,0.418,0.179,0.405,0.056,0.599,0.393,0.157,0.077,0.091,0.044,3.4,3.6
438,2808,Lao PDR,H910102,1989-06-13,1989,6,13,27.8,7.08,36.0,24.8,1.137,0.625,0.32,0.038,1.311,0.971,0.291,0.261,0.012,0.087,3.59,5.2
523,2878,Lao PDR,H910102,1990-02-20,1990,2,20,26.8,7.27,18.0,31.1,1.441,0.359,0.7,0.1,1.358,0.633,0.53,0.175,0.033,0.037,4.09,2.3
532,2879,Lao PDR,H910102,1990-03-20,1990,3,20,27.0,7.1,6.0,29.7,1.418,0.341,0.86,0.04,1.467,0.659,0.316,0.205,0.071,0.049,3.26,4.0
553,2880,Lao PDR,H910102,1990-06-18,1990,6,18,30.2,6.55,52.0,14.2,0.459,0.298,0.5,0.06,0.465,0.398,0.441,0.028,0.058,0.098,2.39,8.3
564,2881,Lao PDR,H910102,1990-07-17,1990,7,17,30.2,6.78,181.0,23.7,1.287,0.429,0.07,0.01,0.965,0.838,0.042,0.024,0.047,0.223,3.81,6.9
580,2882,Lao PDR,H910102,1990-08-15,1990,8,15,30.2,6.52,56.0,13.1,0.461,0.154,0.43,0.04,0.565,0.43,0.197,0.031,0.087,0.048,2.59,3.3
592,2883,Lao PDR,H910102,1990-09-18,1990,9,18,30.0,6.45,42.0,8.1,0.382,0.095,0.275,0.03,0.413,0.145,0.153,0.071,0.072,0.063,3.79,2.3
610,2884,Lao PDR,H910102,1990-10-18,1990,10,18,28.8,6.74,26.0,15.8,0.6,0.2,0.45,0.05,0.495,0.437,0.436,0.384,0.023,0.065,2.81,2.2
635,2885,Lao PDR,H910102,1990-12-17,1990,12,17,25.2,6.94,20.0,28.9,1.198,0.638,0.5,0.04,1.111,0.547,0.625,0.06,0.038,0.078,1.94,1.9
645,2943,Lao PDR,H910102,1991-01-18,1991,1,18,25.4,7.39,70.0,34.9,1.319,0.616,0.84,0.13,1.143,0.993,0.696,0.39,0.064,0.071,3.68,4.7
710,2944,Lao PDR,H910102,1991-08-14,1991,8,14,28.0,6.74,27.0,21.9,0.928,0.413,0.547,0.186,1.016,0.611,0.285,0.425,0.024,0.071,1.08,4.6
