Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
1044,7,Cambodia,H020102,1993-11-16,1993,11,16,29.0,7.17,6.0,10.7,0.561,0.203,0.128,0.036,0.773,0.071,0.088,0.03,0.115,0.004,3.96,3.6
1059,8,Cambodia,H020102,1993-12-15,1993,12,15,27.8,7.52,18.0,10.3,0.564,0.198,0.15,0.039,0.787,0.083,0.075,0.05,0.028,0.063,7.67,3.1
1080,41,Cambodia,H020102,1994-01-18,1994,1,18,28.5,7.27,4.0,8.7,0.58,0.21,0.15,0.041,0.87,0.07,0.08,0.05,0.014,0.013,4.33,3.4
1091,42,Cambodia,H020102,1994-02-17,1994,2,17,29.8,7.02,4.0,6.6,0.29,0.162,0.175,0.037,0.491,0.05,0.125,0.221,0.026,0.034,3.85,4.3
1121,43,Cambodia,H020102,1994-06-17,1994,6,17,30.2,7.77,106.0,18.0,0.78,0.201,0.28,0.032,0.981,0.291,0.1,0.39,0.081,0.042,6.4,3.2
1124,44,Cambodia,H020102,1994-07-14,1994,7,14,27.8,7.79,32.0,11.4,0.637,0.255,0.2,0.053,0.846,0.117,0.074,0.266,0.122,0.029,6.3,8.1
1135,45,Cambodia,H020102,1994-08-16,1994,8,16,28.4,7.53,34.0,10.9,0.684,0.21,0.139,0.05,0.904,0.069,0.043,0.202,0.058,0.018,5.19,3.4
1148,46,Cambodia,H020102,1994-09-21,1994,9,21,29.4,7.49,13.0,10.7,0.667,0.23,0.127,0.039,0.905,0.026,0.077,0.045,0.08,0.021,5.22,4.1
1157,47,Cambodia,H020102,1994-10-17,1994,10,17,31.0,7.22,4.0,9.8,0.628,0.2,0.138,0.053,0.853,0.024,0.058,0.042,0.059,0.009,2.84,3.5
1181,48,Cambodia,H020102,1994-11-21,1994,11,21,29.2,7.42,2.0,9.3,0.471,0.197,0.155,0.046,0.779,0.068,0.029,0.031,0.057,0.012,5.15,3.7
1195,49,Cambodia,H020102,1994-12-20,1994,12,20,28.8,7.36,10.0,9.0,0.35,0.329,0.147,0.034,0.75,0.08,0.021,0.286,0.003,0.018,4.97,4.2
1205,87,Cambodia,H020102,1995-01-17,1995,1,17,26.6,7.03,10.0,8.2,0.361,0.253,0.148,0.037,0.687,0.032,0.068,0.044,0.097,0.026,4.85,6.1
1228,88,Cambodia,H020102,1995-02-17,1995,2,17,29.0,7.4,4.0,8.8,0.442,0.236,0.175,0.039,0.739,0.095,0.095,0.013,0.134,0.057,4.84,4.5
1288,89,Cambodia,H020102,1995-06-16,1995,6,16,32.8,7.83,13.0,20.2,1.086,0.349,0.52,0.06,1.235,0.342,0.335,0.3,0.06,0.03,6.79,1.2
1316,90,Cambodia,H020102,1995-07-19,1995,7,19,29.2,7.46,92.0,10.7,0.631,0.234,0.18,0.04,0.821,0.104,0.107,0.421,0.02,0.04,7.02,2.0
