Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
0,5048,Thailand,H370122,1985-06-13,1985,6,13,31.0,7.5,84.0,16.7,1.13,0.2,0.54,0.1,1.17,0.47,0.18,0.412,0.041,0.058,6.1,4.9
11,5049,Thailand,H370122,1985-07-15,1985,7,15,31.0,7.6,148.0,17.4,0.76,0.24,0.55,0.07,1.22,0.37,0.07,0.308,0.014,0.013,6.37,4.1
29,5050,Thailand,H370122,1985-09-16,1985,9,16,29.0,7.5,122.0,20.4,0.97,0.32,0.96,0.07,1.09,0.83,0.18,0.437,0.012,0.016,6.34,2.2
115,5110,Thailand,H370122,1986-06-16,1986,6,16,32.1,7.39,138.0,15.8,0.78,0.37,0.56,0.09,1.04,0.44,0.12,0.661,0.02,0.062,6.27,3.2
129,5111,Thailand,H370122,1986-08-17,1986,8,17,33.5,7.3,102.0,15.5,0.85,0.23,0.43,0.08,0.92,0.33,0.21,0.796,0.042,0.025,5.8,2.9
149,5112,Thailand,H370122,1986-09-16,1986,9,16,29.5,7.26,118.0,15.5,0.83,0.21,0.42,0.06,0.91,0.38,0.16,0.34,0.098,0.041,6.18,1.7
215,5185,Thailand,H370122,1987-06-14,1987,6,14,31.1,7.35,190.0,21.6,1.2,0.35,0.47,0.13,1.31,0.28,0.66,0.686,0.036,0.085,4.8,3.2
242,5186,Thailand,H370122,1987-09-15,1987,9,15,30.0,6.95,203.0,11.9,0.43,0.12,0.46,0.11,0.49,0.47,0.16,0.225,0.013,0.104,4.6,4.5
249,5187,Thailand,H370122,1987-10-14,1987,10,14,30.0,6.89,51.0,19.3,0.75,0.24,0.74,0.08,0.89,0.78,0.07,0.137,0.022,0.026,2.02,4.0
334,5256,Thailand,H370122,1988-06-16,1988,6,16,31.0,7.43,112.0,17.1,0.74,0.263,0.56,0.093,0.991,0.48,0.103,0.336,0.008,0.042,5.56,3.5
